,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
no,4357458.0,4149761.0,75257.0,3430.0,129010.0,95.23352835529339,1.727084919694005,0.07871561814249617,2.9606711068701066
yes,10178.0,9667.0,231.0,7.0,273.0,94.97936726272353,2.269601100412655,0.0687757909215918,2.6822558459422283
