,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
Female,1302399.0,1113903.0,34062.0,1547.0,152887.0,85.52701591447781,2.615327560908754,0.11878080373219291,11.738875720881236
Male,1317505.0,1117032.0,33873.0,1666.0,164934.0,84.78389076322291,2.570995935499296,0.12645113301277888,12.518662168265015
