,11,12
2020-11-28,7,7
2020-11-29,7,7
2020-11-30,7,7
2020-12-01,21,21
2020-12-02,21,21
2020-12-03,21,21
2020-12-04,21,21
2020-12-05,21,21
2020-12-06,21,21
2020-12-07,21,28
2020-12-08,483,483
2020-12-09,1519,1330
2020-12-10,2751,2296
2020-12-11,3948,3220
2020-12-12,4732,3836
2020-12-13,5383,4375
2020-12-14,6601,5362
2020-12-15,18109,15505
2020-12-16,36680,32676
2020-12-17,53186,48013
2020-12-18,64281,57736
2020-12-19,77518,69321
2020-12-20,88956,79709
2020-12-21,96110,85834
2020-12-22,108822,97832
2020-12-23,117866,106477
2020-12-24,119875,108409
2020-12-25,119882,108416
2020-12-26,119882,108416
2020-12-27,119994,108500
2020-12-28,120267,108710
2020-12-29,124495,112406
2020-12-30,134260,122171
2020-12-31,141260,129031
2021-01-01,142534,130389
2021-01-02,143822,131509
2021-01-03,144648,132209
2021-01-04,145586,133007
2021-01-05,147315,134736
2021-01-06,151529,138222
2021-01-07,170429,154287
2021-01-08,192843,173327
2021-01-09,211813,191401
2021-01-10,220941,199129
2021-01-11,225701,203210
2021-01-12,238798,215292
2021-01-13,259882,233107
2021-01-14,281659,250719
2021-01-15,308658,273364
2021-01-16,339906,300706
2021-01-17,353402,312354
2021-01-18,361081,319193
2021-01-19,385126,337246
2021-01-20,411313,356356
2021-01-21,433055,373583
2021-01-22,461447,395941
2021-01-23,485772,413287
2021-01-24,492513,418509
2021-01-25,498575,425124
2021-01-26,506100,432915
2021-01-27,512113,439292
2021-01-28,520072,446761
2021-01-29,528311,454482
2021-01-30,534786,459144
2021-01-31,537467,460957
2021-02-01,540288,464268
2021-02-02,542927,468034
2021-02-03,545517,471870
2021-02-04,548107,475664
2021-02-05,550655,479241
2021-02-06,552587,481299
2021-02-07,553462,482293
2021-02-08,554974,484603
2021-02-09,556780,487242
2021-02-10,558768,490350
2021-02-11,560665,493080
2021-02-12,562373,495691
2021-02-13,563472,497133
2021-02-14,563871,497686
2021-02-15,564508,498687
2021-02-16,565159,499583
2021-02-17,565831,500535
2021-02-18,566440,501410
2021-02-19,566937,502152
2021-02-20,567252,502523
2021-02-21,567371,502635
2021-02-22,567630,503006
2021-02-23,568113,503629
2021-02-24,568603,504280
2021-02-25,569142,504959
2021-02-26,569660,505582
2021-02-27,569933,505869
2021-02-28,570017,505946
2021-03-01,570206,506219
2021-03-02,570486,506611
2021-03-03,570836,507087
2021-03-04,571263,507584
2021-03-05,571655,508102
2021-03-06,571907,508361
2021-03-07,571956,508424
2021-03-08,572145,508613
2021-03-09,572411,508956
2021-03-10,572684,509257
2021-03-11,572943,509544
2021-03-12,573167,509831
2021-03-13,573377,509992
2021-03-14,573447,510055
2021-03-15,573629,510258
2021-03-16,573839,510482
2021-03-17,574028,510664
2021-03-18,574238,510902
2021-03-19,574462,511091
2021-03-20,574616,511217
2021-03-21,574658,511273
2021-03-22,574798,511399
2021-03-23,574938,511553
2021-03-24,575141,511756
2021-03-25,575309,511966
2021-03-26,575470,512141
2021-03-27,575603,512302
2021-03-28,575666,512365
2021-03-29,575778,512491
2021-03-30,575918,512659
2021-03-31,576065,512806
2021-04-01,576177,512946
2021-04-02,576254,513009
2021-04-03,576324,513065
2021-04-04,576338,513086
2021-04-05,576359,513107
2021-04-06,576408,513163
2021-04-07,576527,513310
2021-04-08,576625,513394
2021-04-09,576737,513499
2021-04-10,576828,513562
2021-04-11,576856,513597
2021-04-12,576919,513660
2021-04-13,576989,513744
2021-04-14,577052,513821
2021-04-15,577108,513912
2021-04-16,577185,513961
2021-04-17,577234,514003
2021-04-18,577269,514024
2021-04-19,577304,514073
2021-04-20,577367,514143
2021-04-21,577423,514206
2021-04-22,577472,514262
2021-04-23,577528,514311
2021-04-24,577563,514332
2021-04-25,577584,514353
2021-04-26,577619,514402
2021-04-27,577668,514458
2021-04-28,577710,514507
2021-04-29,577759,514570
2021-04-30,577801,514612
2021-05-01,577815,514633
2021-05-02,577822,514647
2021-05-03,577836,514654
2021-05-04,577857,514675
2021-05-05,577892,514717
2021-05-06,577934,514773
2021-05-07,577969,514801
2021-05-08,578004,514822
2021-05-09,578011,514836
2021-05-10,578032,514871
2021-05-11,578060,514906
2021-05-12,578116,514948
2021-05-13,578158,514990
2021-05-14,578179,515032
2021-05-15,578207,515060
2021-05-16,578221,515074
2021-05-17,578249,515102
2021-05-18,578291,515130
2021-05-19,578340,515172
2021-05-20,578382,515214
2021-05-21,578417,515249
2021-05-22,578438,515270
2021-05-23,578445,515284
2021-05-24,578473,515319
2021-05-25,578522,515340
2021-05-26,578557,515382
total,588028,524972
