,1,2,3,4,5
2020-11-30,0,0,0,0,0
2020-12-01,0,0,0,0,0
2020-12-02,0,0,0,0,0
2020-12-03,0,0,0,0,0
2020-12-04,0,0,7,0,0
2020-12-05,0,0,7,0,0
2020-12-06,0,0,7,0,0
2020-12-07,0,0,7,0,0
2020-12-08,7,14,21,35,35
2020-12-09,21,35,35,49,56
2020-12-10,35,49,56,84,112
2020-12-11,56,77,91,119,154
2020-12-12,70,91,112,147,189
2020-12-13,77,91,119,161,203
2020-12-14,91,119,147,203,259
2020-12-15,175,182,231,294,357
2020-12-16,406,315,357,448,553
2020-12-17,567,441,504,630,770
2020-12-18,770,588,728,938,1071
2020-12-19,1092,980,980,1253,1428
2020-12-20,1428,1400,1351,1575,1841
2020-12-21,1638,1785,1722,1939,2198
2020-12-22,1890,2065,2093,2303,2548
2020-12-23,2128,2394,2429,2737,3045
2020-12-24,2219,2464,2513,2849,3171
2020-12-25,2219,2464,2513,2849,3178
2020-12-26,2219,2464,2520,2849,3185
2020-12-27,2226,2471,2534,2863,3192
2020-12-28,2240,2485,2555,2891,3227
2020-12-29,2499,2716,2737,3150,3395
2020-12-30,3248,3346,3318,3850,4074
2020-12-31,4109,4200,4396,4963,5075
2021-01-01,4536,4613,4795,5411,5614
2021-01-02,4893,4935,5572,6125,6132
2021-01-03,5054,5054,5677,6300,6244
2021-01-04,5103,5096,5747,6384,6342
2021-01-05,5341,5404,6349,6846,6769
2021-01-06,5845,6076,6986,7651,7700
2021-01-07,8715,9142,10206,11172,11340
2021-01-08,12201,13160,14658,15988,16142
2021-01-09,14686,16261,18851,20132,20083
2021-01-10,16142,17514,20321,21840,21805
2021-01-11,17129,18739,21777,23471,23709
2021-01-12,19124,20636,23954,26089,26453
2021-01-13,23639,25291,28987,32158,33348
2021-01-14,29162,30975,35896,39795,41741
2021-01-15,34643,37660,43981,48538,50743
2021-01-16,39004,43015,50421,55195,58562
2021-01-17,41517,46151,53725,58373,61495
2021-01-18,43456,48237,56245,61159,64351
2021-01-19,51359,57078,66451,72212,76433
2021-01-20,61096,67571,78617,84889,91021
2021-01-21,73654,82964,97125,105091,111328
2021-01-22,90580,103390,122451,134274,144151
2021-01-23,106435,123193,150045,166299,180117
2021-01-24,113267,131089,160993,179214,194551
2021-01-25,118979,137641,169904,189973,207354
2021-01-26,126007,146027,179718,201838,221340
2021-01-27,133224,155624,190204,213983,233933
2021-01-28,145768,172130,210098,235949,258027
2021-01-29,166999,199437,243705,276290,303058
2021-01-30,187733,226107,277242,315504,346192
2021-01-31,198541,241157,296513,339080,370972
2021-02-01,209321,255976,313299,359534,394310
2021-02-02,221032,271201,332255,382935,420427
2021-02-03,235431,289436,355075,410151,451297
2021-02-04,250404,309127,379337,437773,481243
2021-02-05,264516,327796,404026,466298,513317
2021-02-06,280735,349195,431235,496986,546784
2021-02-07,286839,357903,443394,510979,562828
2021-02-08,293727,368382,454685,524041,578886
2021-02-09,300853,378154,466382,537257,593705
2021-02-10,307538,386918,476980,548695,606074
2021-02-11,313432,394611,485688,558166,616014
2021-02-12,318612,401373,493535,566307,624764
