,1,2,3,4,5,6
2020-11-28,14,0,0,0,0,0
2020-11-29,21,0,0,0,0,7
2020-11-30,21,0,0,0,0,7
2020-12-01,42,0,0,0,0,21
2020-12-02,42,0,0,0,0,21
2020-12-03,49,0,0,0,0,21
2020-12-04,49,0,0,0,0,28
2020-12-05,49,0,0,0,0,28
2020-12-06,56,0,7,0,0,28
2020-12-07,63,0,7,0,0,35
2020-12-08,707,0,63,7,7,427
2020-12-09,1848,28,154,28,28,1176
2020-12-10,3073,42,294,63,63,1911
2020-12-11,4340,70,434,91,84,2751
2020-12-12,5446,91,546,112,105,3423
2020-12-13,6153,105,623,119,119,3878
2020-12-14,7336,119,756,140,140,4697
2020-12-15,9562,168,987,203,168,6069
2020-12-16,12355,217,1246,252,224,7714
2020-12-17,15855,266,1610,329,280,9926
2020-12-18,19271,301,2016,420,350,12054
2020-12-19,22330,336,2317,483,378,13811
2020-12-20,26467,392,2744,567,434,16163
2020-12-21,31626,455,3206,658,497,18956
2020-12-22,36232,525,3661,749,560,21553
2020-12-23,41475,595,4179,868,651,24612
2020-12-24,43918,630,4452,917,700,26089
2020-12-25,43925,637,4466,924,700,26103
2020-12-26,44149,644,4522,945,707,26194
2020-12-27,44744,651,4592,952,728,26628
2020-12-28,45787,672,4711,1008,749,27363
2020-12-29,49357,735,5166,1099,826,29610
2020-12-30,56903,868,5964,1323,952,34195
2020-12-31,63924,987,6699,1533,1099,38430
2021-01-01,66045,1015,6923,1589,1141,39711
2021-01-02,68579,1050,7175,1645,1190,41139
2021-01-03,70560,1078,7350,1680,1211,42210
2021-01-04,74284,1155,7714,1799,1288,44324
2021-01-05,81494,1267,8449,2023,1400,48552
2021-01-06,91651,1428,9338,2352,1547,54208
2021-01-07,106092,1596,10486,2751,1764,62272
2021-01-08,122052,1820,11655,3206,2002,70826
2021-01-09,135303,1981,12614,3472,2156,78225
2021-01-10,143556,2079,13244,3633,2254,82782
2021-01-11,155267,2261,14028,4004,2415,89243
2021-01-12,169953,2457,14931,4543,2604,97083
2021-01-13,186067,2744,16079,5208,2828,106050
2021-01-14,204176,2968,17332,5922,3038,115556
2021-01-15,224308,3269,18676,6685,3297,125895
2021-01-16,240485,3479,19796,7133,3493,134323
2021-01-17,251398,3626,20496,7469,3612,140126
2021-01-18,265300,3843,21280,8001,3773,147441
2021-01-19,280721,4074,22204,8673,3976,155435
2021-01-20,297535,4305,23282,9401,4165,163926
2021-01-21,315378,4599,24381,10185,4375,173096
2021-01-22,335139,4900,25508,11018,4599,183078
2021-01-23,351274,5117,26446,11557,4781,191058
2021-01-24,360899,5250,27013,11851,4907,195797
2021-01-25,372379,5390,27643,12306,5054,201530
2021-01-26,385385,5572,28357,12887,5215,208236
2021-01-27,398650,5782,29190,13580,5390,214816
2021-01-28,412146,6013,30051,14287,5565,221452
2021-01-29,427084,6265,30989,15029,5747,228851
2021-01-30,439404,6454,31955,15449,5901,234787
2021-01-31,448357,6587,32627,15764,5999,239358
2021-02-01,457604,6734,33236,16233,6132,244027
2021-02-02,468181,6909,34076,16842,6307,249403
2021-02-03,479892,7112,35028,17493,6475,255374
2021-02-04,491897,7357,36127,18235,6713,261366
2021-02-05,504161,7602,37310,19040,6944,267540
2021-02-06,516089,7791,38423,19537,7112,273378
2021-02-07,523019,7903,39025,19796,7210,276549
2021-02-08,530432,8036,39620,20223,7315,280245
2021-02-09,539917,8183,40614,20797,7469,285124
2021-02-10,551187,8407,42238,21497,7707,290598
2021-02-11,565684,8694,44114,22274,8029,297486
2021-02-12,586068,9086,46340,23359,8463,306054
2021-02-13,607915,9394,48412,24178,8813,315833
2021-02-14,620515,9590,49805,24584,9058,321468
2021-02-15,633472,9807,51142,25193,9303,327495
2021-02-16,658224,10136,53095,26138,9737,338716
2021-02-17,698523,10612,55783,27377,10402,356391
2021-02-18,736582,11123,58562,28658,10941,373324
2021-02-19,768964,11543,60858,29827,11536,387639
2021-02-20,800807,11942,63364,30905,12005,402122
2021-02-21,812742,12096,64470,31283,12236,407449
2021-02-22,828912,12362,65912,32011,12502,414757
2021-02-23,863933,12796,68397,33215,13174,429009
2021-02-24,918120,13412,71456,34818,13993,453670
2021-02-25,981813,14140,75516,36554,14952,482573
2021-02-26,1052772,14847,79345,38304,15911,514381
2021-02-27,1114148,15470,83111,39872,16772,542829
2021-02-28,1147552,15813,85043,40530,17227,559307
2021-03-01,1183700,16156,86723,41300,17668,576835
2021-03-02,1227408,16604,88886,42371,18445,598423
2021-03-03,1282274,17185,92043,43750,19292,626304
2021-03-04,1357020,17920,95872,45626,20342,663012
2021-03-05,1444786,18823,100506,47754,21672,704256
2021-03-06,1533896,19901,105721,50134,23142,748797
2021-03-07,1577345,20321,108290,51093,23828,770441
2021-03-08,1631182,20860,111013,52325,24682,798119
2021-03-09,1687273,21553,114331,54075,25739,827134
