,6
2020-11-28,0
2020-11-29,0
2020-11-30,7
2020-12-01,14
2020-12-02,14
2020-12-03,21
2020-12-04,21
2020-12-05,21
2020-12-06,21
2020-12-07,28
2020-12-08,231
2020-12-09,665
2020-12-10,1148
2020-12-11,1673
2020-12-12,2065
2020-12-13,2275
2020-12-14,2765
2020-12-15,3710
2020-12-16,4781
2020-12-17,6167
2020-12-18,7651
2020-12-19,8876
2020-12-20,10528
2020-12-21,12439
2020-12-22,14322
2020-12-23,16331
2020-12-24,17248
2020-12-25,17255
2020-12-26,17381
2020-12-27,17612
2020-12-28,18018
2020-12-29,19509
2020-12-30,22225
2020-12-31,24766
2021-01-01,25564
2021-01-02,26537
2021-01-03,27293
2021-01-04,28742
2021-01-05,31521
2021-01-06,35329
2021-01-07,40649
2021-01-08,46641
2021-01-09,51205
2021-01-10,54243
2021-01-11,58443
2021-01-12,63742
2021-01-13,69545
2021-01-14,75873
2021-01-15,82698
2021-01-16,87948
2021-01-17,91441
2021-01-18,96278
2021-01-19,101535
2021-01-20,107107
2021-01-21,113246
2021-01-22,119798
2021-01-23,125048
2021-01-24,128114
2021-01-25,131999
2021-01-26,136332
2021-01-27,140952
2021-01-28,145453
2021-01-29,150479
2021-01-30,154588
2021-01-31,157276
2021-02-01,160265
2021-02-02,163702
2021-02-03,167503
2021-02-04,171507
2021-02-05,175714
2021-02-06,180222
2021-02-07,182756
2021-02-08,185521
2021-02-09,188713
2021-02-10,192283
2021-02-11,196504
2021-02-12,202118
2021-02-13,208579
2021-02-14,212548
2021-02-15,216916
2021-02-16,224392
2021-02-17,235872
2021-02-18,247730
2021-02-19,258307
2021-02-20,268982
2021-02-21,272342
2021-02-22,277865
2021-02-23,288372
2021-02-24,304143
2021-02-25,320222
2021-02-26,336441
2021-02-27,350889
2021-02-28,356125
2021-03-01,361179
2021-03-02,367423
2021-03-03,374927
2021-03-04,387142
2021-03-05,404558
2021-03-06,424648
2021-03-07,435400
2021-03-08,447517
2021-03-09,464492
2021-03-10,491155
2021-03-11,522095
2021-03-12,564235
2021-03-13,624547
2021-03-14,659022
2021-03-15,721280
2021-03-16,788711
2021-03-17,856352
2021-03-18,922131
2021-03-19,1001238
2021-03-20,1086785
2021-03-21,1128456
2021-03-22,1163883
2021-03-23,1192702
2021-03-24,1219855
2021-03-25,1245440
2021-03-26,1273545
2021-03-27,1305360
2021-03-28,1320795
2021-03-29,1333255
2021-03-30,1343678
2021-03-31,1354857
2021-04-01,1362683
2021-04-02,1367366
2021-04-03,1372826
2021-04-04,1374604
2021-04-05,1375710
2021-04-06,1378496
2021-04-07,1380862
2021-04-08,1383018
2021-04-09,1385482
2021-04-10,1387722
2021-04-11,1388646
2021-04-12,1389591
2021-04-13,1390697
2021-04-14,1391677
2021-04-15,1392734
2021-04-16,1393791
2021-04-17,1394694
2021-04-18,1395093
2021-04-19,1395758
2021-04-20,1396535
2021-04-21,1397340
2021-04-22,1398180
2021-04-23,1399062
2021-04-24,1399832
2021-04-25,1400161
2021-04-26,1400721
2021-04-27,1401344
2021-04-28,1402016
2021-04-29,1402842
2021-04-30,1403549
2021-05-01,1404172
2021-05-02,1404424
2021-05-03,1404585
2021-05-04,1405061
2021-05-05,1405803
2021-05-06,1406426
2021-05-07,1406972
2021-05-08,1407574
2021-05-09,1407882
2021-05-10,1408393
2021-05-11,1409205
2021-05-12,1410024
2021-05-13,1410843
2021-05-14,1411662
2021-05-15,1412523
2021-05-16,1412866
2021-05-17,1413587
2021-05-18,1414343
2021-05-19,1415155
2021-05-20,1415953
2021-05-21,1416800
2021-05-22,1417430
2021-05-23,1417444
2021-05-24,1417451
total,1625365
