,F,M
2020-11-28,0,0
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,7,0
2020-12-02,7,0
2020-12-03,14,7
2020-12-04,14,7
2020-12-05,14,7
2020-12-06,14,7
2020-12-07,14,7
2020-12-08,168,56
2020-12-09,497,168
2020-12-10,868,280
2020-12-11,1253,413
2020-12-12,1547,518
2020-12-13,1701,574
2020-12-14,2058,700
2020-12-15,2779,924
2020-12-16,3591,1183
2020-12-17,4690,1477
2020-12-18,5810,1841
2020-12-19,6769,2107
2020-12-20,8050,2471
2020-12-21,9569,2863
2020-12-22,11039,3283
2020-12-23,12600,3731
2020-12-24,13307,3941
2020-12-25,13307,3948
2020-12-26,13398,3983
2020-12-27,13566,4039
2020-12-28,13874,4137
2020-12-29,15022,4480
2020-12-30,17171,5054
2020-12-31,19159,5607
2021-01-01,19789,5775
2021-01-02,20559,5978
2021-01-03,21182,6111
2021-01-04,22302,6433
2021-01-05,24500,7014
2021-01-06,27510,7819
2021-01-07,31766,8876
2021-01-08,36533,10108
2021-01-09,40124,11081
2021-01-10,42546,11697
2021-01-11,45864,12572
2021-01-12,50113,13629
2021-01-13,54635,14910
2021-01-14,59619,16247
2021-01-15,64834,17864
2021-01-16,68915,19033
2021-01-17,71652,19782
2021-01-18,75341,20930
2021-01-19,79338,22197
2021-01-20,83573,23534
2021-01-21,88172,25074
2021-01-22,93100,26698
2021-01-23,96978,28063
2021-01-24,99176,28931
2021-01-25,102011,29981
2021-01-26,105161,31171
2021-01-27,108479,32473
2021-01-28,111699,33747
2021-01-29,115297,35182
2021-01-30,118230,36351
2021-01-31,120092,37177
2021-02-01,122206,38059
2021-02-02,124579,39116
2021-02-03,127225,40271
2021-02-04,129962,41545
2021-02-05,132881,42826
2021-02-06,135793,44429
2021-02-07,137389,45367
2021-02-08,139174,46340
2021-02-09,141288,47425
2021-02-10,143605,48678
2021-02-11,146293,50211
2021-02-12,149849,52269
2021-02-13,153958,54621
2021-02-14,156408,56140
2021-02-15,159201,57715
2021-02-16,163716,60669
2021-02-17,170457,65408
2021-02-18,177401,70322
2021-02-19,183659,74641
2021-02-20,189770,79212
2021-02-21,191646,80696
2021-02-22,194754,83104
2021-02-23,200683,87682
2021-02-24,209643,94500
2021-02-25,218757,101465
2021-02-26,228060,108381
2021-02-27,236194,114695
2021-02-28,239155,116963
2021-03-01,242102,119077
2021-03-02,245672,121751
2021-03-03,249942,124978
2021-03-04,256683,130452
2021-03-05,266189,138369
2021-03-06,276808,147833
2021-03-07,282275,153118
2021-03-08,288491,159026
2021-03-09,296814,167671
2021-03-10,309722,181426
2021-03-11,324702,197393
2021-03-12,344855,219380
2021-03-13,373870,250677
2021-03-14,389599,269416
2021-03-15,418292,302988
2021-03-16,449631,339080
2021-03-17,481236,375116
2021-03-18,512085,410039
2021-03-19,548667,452571
2021-03-20,587594,499191
2021-03-21,605640,522809
2021-03-22,620746,543137
2021-03-23,633220,559482
2021-03-24,645323,574525
2021-03-25,656992,588448
2021-03-26,669235,604310
2021-03-27,683053,622307
2021-03-28,689444,631351
2021-03-29,694715,638533
2021-03-30,699321,644350
2021-03-31,704326,650524
2021-04-01,707728,654955
2021-04-02,709681,657678
2021-04-03,711907,660912
2021-04-04,712586,662018
2021-04-05,713069,662634
2021-04-06,714308,664181
2021-04-07,715400,665455
2021-04-08,716380,666631
2021-04-09,717437,668045
2021-04-10,718354,669361
2021-04-11,718767,669872
2021-04-12,719201,670383
2021-04-13,719649,671041
2021-04-14,720125,671552
2021-04-15,720629,672098
2021-04-16,721105,672679
2021-04-17,721497,673190
2021-04-18,721686,673407
2021-04-19,721973,673785
2021-04-20,722309,674226
2021-04-21,722652,674688
2021-04-22,723030,675150
2021-04-23,723394,675661
2021-04-24,723716,676109
2021-04-25,723856,676305
2021-04-26,724094,676620
2021-04-27,724381,676963
2021-04-28,724675,677334
2021-04-29,725039,677803
2021-04-30,725354,678195
2021-05-01,725627,678545
2021-05-02,725725,678692
2021-05-03,725809,678769
2021-05-04,726019,679035
2021-05-05,726341,679455
2021-05-06,726607,679819
2021-05-07,726866,680099
2021-05-08,727146,680428
2021-05-09,727286,680596
2021-05-10,727538,680855
2021-05-11,727902,681303
2021-05-12,728301,681723
2021-05-13,728693,682143
2021-05-14,729099,682556
2021-05-15,729519,683004
2021-05-16,729673,683193
2021-05-17,729974,683606
2021-05-18,730317,684026
2021-05-19,730695,684453
2021-05-20,731073,684880
2021-05-21,731472,685321
2021-05-22,731738,685692
2021-05-23,731738,685699
2021-05-24,731745,685706
total,814835,810530
