,F,M
2020-11-28,7,7
2020-11-29,7,7
2020-11-30,7,7
2020-12-01,21,14
2020-12-02,21,14
2020-12-03,21,14
2020-12-04,28,21
2020-12-05,28,21
2020-12-06,28,21
2020-12-07,28,21
2020-12-08,413,189
2020-12-09,1008,490
2020-12-10,1771,847
2020-12-11,2604,1274
2020-12-12,3304,1554
2020-12-13,3591,1687
2020-12-14,4186,1974
2020-12-15,5467,2471
2020-12-16,6930,3024
2020-12-17,8743,3689
2020-12-18,10556,4424
2020-12-19,12040,5005
2020-12-20,13916,5831
2020-12-21,16373,6699
2020-12-22,18641,7546
2020-12-23,21077,8624
2020-12-24,22211,9142
2020-12-25,22232,9156
2020-12-26,22386,9233
2020-12-27,22701,9359
2020-12-28,23268,9569
2020-12-29,25326,10500
2020-12-30,29141,12264
2020-12-31,32424,13790
2021-01-01,33509,14224
2021-01-02,34867,14763
2021-01-03,35812,15106
2021-01-04,37548,15764
2021-01-05,40957,17171
2021-01-06,45598,19019
2021-01-07,51772,21623
2021-01-08,59136,24808
2021-01-09,65275,27538
2021-01-10,69090,29029
2021-01-11,74263,31213
2021-01-12,80528,33908
2021-01-13,88004,37471
2021-01-14,96383,41867
2021-01-15,105770,46886
2021-01-16,112798,50239
2021-01-17,117229,52290
2021-01-18,123445,55608
2021-01-19,131138,60067
2021-01-20,140602,65982
2021-01-21,151585,73150
2021-01-22,165137,82404
2021-01-23,178829,92638
2021-01-24,185654,97741
2021-01-25,193522,103229
2021-01-26,202909,110278
2021-01-27,214396,119203
2021-01-28,229320,131040
2021-01-29,249095,147147
2021-01-30,267904,162666
2021-01-31,280994,173803
2021-02-01,293433,184289
2021-02-02,308595,197407
2021-02-03,329567,215873
2021-02-04,352324,236306
2021-02-05,377755,259217
2021-02-06,409696,288743
2021-02-07,422114,300216
2021-02-08,437682,314615
2021-02-09,457394,333571
2021-02-10,476028,352254
2021-02-11,497329,373212
2021-02-12,522522,399168
2021-02-13,547393,424466
2021-02-14,557417,435631
2021-02-15,569975,449113
2021-02-16,592893,476945
2021-02-17,631554,524860
2021-02-18,670852,573398
2021-02-19,703759,613760
2021-02-20,737275,655683
2021-02-21,746914,666953
2021-02-22,761572,684628
2021-02-23,795795,725914
2021-02-24,846860,787899
2021-02-25,901341,850479
2021-02-26,957404,913472
2021-02-27,1004934,965811
2021-02-28,1019242,980504
2021-03-01,1032990,994378
2021-03-02,1049916,1012053
2021-03-03,1070342,1034180
2021-03-04,1103501,1071301
2021-03-05,1147328,1121015
2021-03-06,1187438,1165514
2021-03-07,1198113,1176910
2021-03-08,1211350,1192128
2021-03-09,1224881,1207199
2021-03-10,1239994,1224055
2021-03-11,1254008,1239525
2021-03-12,1275883,1263920
2021-03-13,1306459,1299312
2021-03-14,1319241,1314754
2021-03-15,1335544,1334123
2021-03-16,1353499,1355123
2021-03-17,1369599,1373771
2021-03-18,1386259,1392237
2021-03-19,1404326,1412040
2021-03-20,1424521,1434321
2021-03-21,1432074,1443113
2021-03-22,1439991,1452024
2021-03-23,1448055,1460753
2021-03-24,1456322,1469573
2021-03-25,1465947,1479758
2021-03-26,1475817,1489887
2021-03-27,1487080,1501619
2021-03-28,1492050,1506911
2021-03-29,1497363,1512931
2021-03-30,1502662,1518664
2021-03-31,1508360,1524530
2021-04-01,1512406,1528842
2021-04-02,1514142,1530613
2021-04-03,1516515,1533266
2021-04-04,1517215,1534043
2021-04-05,1517824,1534624
2021-04-06,1520043,1536948
2021-04-07,1522346,1539384
2021-04-08,1524516,1541792
2021-04-09,1526784,1544165
2021-04-10,1528807,1546335
2021-04-11,1529710,1547357
2021-04-12,1530669,1548421
2021-04-13,1531873,1549646
2021-04-14,1533315,1551025
2021-04-15,1534771,1552432
2021-04-16,1536472,1553979
2021-04-17,1538054,1555379
2021-04-18,1538796,1556037
2021-04-19,1539867,1557010
2021-04-20,1541120,1558193
2021-04-21,1542478,1559488
2021-04-22,1543913,1560825
2021-04-23,1545551,1562274
2021-04-24,1546944,1563534
2021-04-25,1547588,1564045
2021-04-26,1548596,1564976
2021-04-27,1549800,1566138
2021-04-28,1551193,1567335
2021-04-29,1552768,1568623
2021-04-30,1554315,1569876
2021-05-01,1555610,1570891
2021-05-02,1556184,1571346
2021-05-03,1556597,1571640
2021-05-04,1557710,1572501
2021-05-05,1559117,1573670
2021-05-06,1560524,1574783
2021-05-07,1562001,1576008
2021-05-08,1563380,1577100
2021-05-09,1564052,1577611
2021-05-10,1565025,1578521
2021-05-11,1566558,1579921
2021-05-12,1568693,1581573
2021-05-13,1570961,1583239
2021-05-14,1573341,1584954
2021-05-15,1575602,1586634
2021-05-16,1576666,1587348
2021-05-17,1577688,1588216
2021-05-18,1579641,1589651
2021-05-19,1582007,1591373
2021-05-20,1584625,1593235
2021-05-21,1586648,1594621
2021-05-22,1588363,1595804
2021-05-23,1588398,1595825
2021-05-24,1588426,1595846
total,1835288,1856659
