,F,M
2020-11-28,7,7
2020-11-29,7,7
2020-11-30,14,7
2020-12-01,14,7
2020-12-02,14,7
2020-12-03,14,7
2020-12-04,14,7
2020-12-05,14,7
2020-12-06,14,7
2020-12-07,21,7
2020-12-08,21,7
2020-12-09,28,7
2020-12-10,28,7
2020-12-11,28,7
2020-12-12,28,7
2020-12-13,28,7
2020-12-14,35,14
2020-12-15,42,14
2020-12-16,42,21
2020-12-17,56,28
2020-12-18,56,35
2020-12-19,56,35
2020-12-20,63,35
2020-12-21,77,42
2020-12-22,84,49
2020-12-23,105,63
2020-12-24,112,70
2020-12-25,112,70
2020-12-26,112,70
2020-12-27,119,77
2020-12-28,119,77
2020-12-29,126,84
2020-12-30,147,91
2020-12-31,161,112
2021-01-01,161,112
2021-01-02,168,119
2021-01-03,175,119
2021-01-04,210,140
2021-01-05,280,182
2021-01-06,350,238
2021-01-07,441,308
2021-01-08,539,357
2021-01-09,553,378
2021-01-10,574,378
2021-01-11,693,448
2021-01-12,868,553
2021-01-13,1071,672
2021-01-14,1344,819
2021-01-15,1568,945
2021-01-16,1610,980
2021-01-17,1631,994
2021-01-18,2044,1281
2021-01-19,2541,1666
2021-01-20,3136,2058
2021-01-21,3696,2471
2021-01-22,4277,2849
2021-01-23,4389,2940
2021-01-24,4438,2989
2021-01-25,5047,3479
2021-01-26,5873,4074
2021-01-27,6769,4690
2021-01-28,7672,5355
2021-01-29,8519,6020
2021-01-30,8687,6167
2021-01-31,8757,6223
2021-02-01,9674,6944
2021-02-02,10829,7833
2021-02-03,11935,8743
2021-02-04,13146,9737
2021-02-05,14245,10675
2021-02-06,14392,10801
2021-02-07,14469,10871
2021-02-08,16009,12103
2021-02-09,17283,13097
2021-02-10,18228,13881
2021-02-11,18907,14448
2021-02-12,19523,14952
2021-02-13,19579,15008
2021-02-14,19621,15057
2021-02-15,20076,15393
2021-02-16,20433,15666
2021-02-17,20727,15918
2021-02-18,21014,16142
2021-02-19,21224,16324
2021-02-20,21238,16331
2021-02-21,21245,16338
2021-02-22,21462,16513
2021-02-23,21735,16772
2021-02-24,21973,16954
2021-02-25,22134,17073
2021-02-26,22267,17185
2021-02-27,22295,17206
2021-02-28,22309,17234
2021-03-01,22505,17409
2021-03-02,22687,17563
2021-03-03,22904,17752
2021-03-04,23079,17934
2021-03-05,23233,18067
2021-03-06,23254,18088
2021-03-07,23268,18095
2021-03-08,23471,18277
2021-03-09,23709,18473
2021-03-10,23912,18648
2021-03-11,24101,18830
2021-03-12,24241,18963
2021-03-13,24269,18991
2021-03-14,24283,19005
2021-03-15,24444,19152
2021-03-16,24619,19313
2021-03-17,24773,19425
2021-03-18,24983,19607
2021-03-19,25109,19726
2021-03-20,25130,19747
2021-03-21,25144,19754
2021-03-22,25291,19880
2021-03-23,25508,20041
2021-03-24,25648,20181
2021-03-25,25795,20307
2021-03-26,25872,20398
2021-03-27,25886,20412
2021-03-28,25886,20426
2021-03-29,25991,20503
2021-03-30,26068,20573
2021-03-31,26173,20657
2021-04-01,26243,20713
2021-04-02,26243,20713
2021-04-03,26250,20713
2021-04-04,26257,20713
2021-04-05,26257,20734
2021-04-06,26320,20776
2021-04-07,26369,20832
2021-04-08,26439,20909
2021-04-09,26523,20972
2021-04-10,26537,20986
2021-04-11,26537,20986
2021-04-12,26614,21042
2021-04-13,26691,21140
2021-04-14,26754,21196
2021-04-15,26810,21266
2021-04-16,26894,21336
2021-04-17,26894,21336
2021-04-18,26894,21336
2021-04-19,26922,21350
2021-04-20,26971,21385
2021-04-21,26999,21427
2021-04-22,27041,21462
2021-04-23,27132,21532
2021-04-24,27132,21532
2021-04-25,27132,21532
2021-04-26,27181,21560
2021-04-27,27230,21616
2021-04-28,27272,21651
2021-04-29,27307,21679
2021-04-30,27363,21735
2021-05-01,27363,21735
2021-05-02,27370,21735
2021-05-03,27370,21735
2021-05-04,27391,21756
2021-05-05,27440,21791
2021-05-06,27475,21819
2021-05-07,27538,21861
2021-05-08,27538,21868
2021-05-09,27538,21868
2021-05-10,27573,21896
2021-05-11,27692,21973
2021-05-12,27741,22029
2021-05-13,27776,22057
2021-05-14,27825,22106
2021-05-15,27825,22106
2021-05-16,27832,22113
2021-05-17,27867,22134
2021-05-18,27902,22155
2021-05-19,27930,22176
2021-05-20,27965,22211
2021-05-21,28000,22239
2021-05-22,28000,22239
2021-05-23,28000,22239
2021-05-24,28007,22246
total,1413867,1269674
