,False
2020-11-28,14
2020-11-29,14
2020-11-30,21
2020-12-01,21
2020-12-02,21
2020-12-03,21
2020-12-04,28
2020-12-05,28
2020-12-06,28
2020-12-07,28
2020-12-08,35
2020-12-09,35
2020-12-10,42
2020-12-11,42
2020-12-12,42
2020-12-13,42
2020-12-14,49
2020-12-15,56
2020-12-16,63
2020-12-17,84
2020-12-18,91
2020-12-19,91
2020-12-20,98
2020-12-21,119
2020-12-22,140
2020-12-23,168
2020-12-24,189
2020-12-25,189
2020-12-26,189
2020-12-27,196
2020-12-28,196
2020-12-29,217
2020-12-30,245
2020-12-31,273
2021-01-01,280
2021-01-02,287
2021-01-03,294
2021-01-04,350
2021-01-05,469
2021-01-06,595
2021-01-07,749
2021-01-08,896
2021-01-09,931
2021-01-10,952
2021-01-11,1141
2021-01-12,1428
2021-01-13,1750
2021-01-14,2170
2021-01-15,2513
2021-01-16,2590
2021-01-17,2632
2021-01-18,3332
2021-01-19,4214
2021-01-20,5194
2021-01-21,6174
2021-01-22,7126
2021-01-23,7329
2021-01-24,7427
2021-01-25,8526
2021-01-26,9954
2021-01-27,11459
2021-01-28,13027
2021-01-29,14546
2021-01-30,14854
2021-01-31,14980
2021-02-01,16618
2021-02-02,18662
2021-02-03,20678
2021-02-04,22890
2021-02-05,24920
2021-02-06,25193
2021-02-07,25340
2021-02-08,28119
2021-02-09,30380
2021-02-10,32109
2021-02-11,33362
2021-02-12,34482
2021-02-13,34594
2021-02-14,34678
2021-02-15,35476
2021-02-16,36106
2021-02-17,36652
2021-02-18,37156
2021-02-19,37555
2021-02-20,37576
2021-02-21,37583
2021-02-22,37975
2021-02-23,38514
2021-02-24,38934
2021-02-25,39214
2021-02-26,39452
2021-02-27,39501
2021-02-28,39550
2021-03-01,39914
2021-03-02,40257
2021-03-03,40663
2021-03-04,41013
2021-03-05,41307
2021-03-06,41342
2021-03-07,41363
2021-03-08,41748
2021-03-09,42189
2021-03-10,42567
2021-03-11,42931
2021-03-12,43211
2021-03-13,43260
2021-03-14,43288
2021-03-15,43603
2021-03-16,43939
2021-03-17,44198
2021-03-18,44590
2021-03-19,44835
2021-03-20,44877
2021-03-21,44898
2021-03-22,45171
2021-03-23,45549
2021-03-24,45836
2021-03-25,46102
2021-03-26,46277
2021-03-27,46298
2021-03-28,46312
2021-03-29,46501
2021-03-30,46641
2021-03-31,46837
2021-04-01,46956
2021-04-02,46963
2021-04-03,46970
2021-04-04,46970
2021-04-05,46998
2021-04-06,47096
2021-04-07,47201
2021-04-08,47355
2021-04-09,47495
2021-04-10,47530
2021-04-11,47530
2021-04-12,47656
2021-04-13,47838
2021-04-14,47957
2021-04-15,48083
2021-04-16,48230
2021-04-17,48237
2021-04-18,48237
2021-04-19,48272
2021-04-20,48356
2021-04-21,48426
2021-04-22,48503
2021-04-23,48664
2021-04-24,48664
2021-04-25,48671
2021-04-26,48741
2021-04-27,48853
2021-04-28,48930
2021-04-29,48986
2021-04-30,49098
2021-05-01,49105
2021-05-02,49105
2021-05-03,49105
2021-05-04,49147
2021-05-05,49238
2021-05-06,49294
2021-05-07,49399
2021-05-08,49406
2021-05-09,49406
2021-05-10,49469
2021-05-11,49665
2021-05-12,49770
2021-05-13,49840
2021-05-14,49931
2021-05-15,49938
2021-05-16,49945
2021-05-17,50001
2021-05-18,50064
2021-05-19,50106
2021-05-20,50176
2021-05-21,50239
2021-05-22,50239
2021-05-23,50239
2021-05-24,50260
total,2683548
