,8
2020-11-29,0
2020-11-30,0
2020-12-01,14
2020-12-02,14
2020-12-03,14
2020-12-04,14
2020-12-05,14
2020-12-06,21
2020-12-07,21
2020-12-08,154
2020-12-09,413
2020-12-10,700
2020-12-11,1022
2020-12-12,1267
2020-12-13,1407
2020-12-14,1694
2020-12-15,2233
2020-12-16,2884
2020-12-17,3745
2020-12-18,4648
2020-12-19,5558
2020-12-20,6629
2020-12-21,7819
2020-12-22,8918
2020-12-23,10171
2020-12-24,10738
2020-12-25,10745
2020-12-26,10794
2020-12-27,10927
2020-12-28,11179
2020-12-29,12117
2020-12-30,14077
2020-12-31,15918
2021-01-01,16464
2021-01-02,17045
2021-01-03,17451
2021-01-04,18165
2021-01-05,19635
2021-01-06,21875
2021-01-07,25375
2021-01-08,29610
2021-01-09,33432
2021-01-10,35427
2021-01-11,37646
2021-01-12,40705
2021-01-13,44716
2021-01-14,49567
2021-01-15,55237
2021-01-16,59612
2021-01-17,62265
2021-01-18,65611
2021-01-19,70000
2021-01-20,75243
2021-01-21,82712
2021-01-22,92218
2021-01-23,101626
2021-01-24,106799
2021-01-25,111580
2021-01-26,117621
2021-01-27,125083
2021-01-28,136073
2021-01-29,151445
2021-01-30,168357
2021-01-31,184226
2021-02-01,201271
2021-02-02,219226
2021-02-03,241003
2021-02-04,270438
2021-02-05,308294
2021-02-06,356769
2021-02-07,384132
2021-02-08,418565
2021-02-09,487249
2021-02-10,593306
2021-02-11,748517
2021-02-12,929677
2021-02-13,1124417
2021-02-14,1204434
2021-02-15,1292683
2021-02-16,1412495
2021-02-17,1540168
2021-02-18,1647954
2021-02-19,1723771
2021-02-20,1790509
2021-02-21,1814897
2021-02-22,1847776
2021-02-23,1886913
2021-02-24,1936606
2021-02-25,1986726
2021-02-26,2032254
2021-02-27,2064125
2021-02-28,2079182
2021-03-01,2090599
2021-03-02,2102618
2021-03-03,2116366
2021-03-04,2134321
2021-03-05,2153893
2021-03-06,2171295
2021-03-07,2175901
2021-03-08,2183454
2021-03-09,2189985
2021-03-10,2196551
2021-03-11,2202753
2021-03-12,2211643
2021-03-13,2222983
2021-03-14,2228709
2021-03-15,2235513
2021-03-16,2241680
2021-03-17,2246902
2021-03-18,2252257
2021-03-19,2257654
2021-03-20,2263821
2021-03-21,2265893
2021-03-22,2268315
2021-03-23,2270884
2021-03-24,2273502
2021-03-25,2276561
2021-03-26,2279347
2021-03-27,2282672
2021-03-28,2284107
2021-03-29,2285836
2021-03-30,2287677
2021-03-31,2289602
2021-04-01,2290820
2021-04-02,2291366
2021-04-03,2292017
2021-04-04,2292220
2021-04-05,2292374
2021-04-06,2292983
2021-04-07,2293767
2021-04-08,2294586
2021-04-09,2295489
2021-04-10,2296350
2021-04-11,2296707
2021-04-12,2297106
2021-04-13,2297561
2021-04-14,2298072
2021-04-15,2298576
2021-04-16,2299052
2021-04-17,2299521
2021-04-18,2299717
2021-04-19,2299990
2021-04-20,2300347
2021-04-21,2300767
2021-04-22,2301201
2021-04-23,2301656
2021-04-24,2302090
2021-04-25,2302286
2021-04-26,2302573
2021-04-27,2302923
2021-04-28,2303336
2021-04-29,2303777
2021-04-30,2304211
2021-05-01,2304554
2021-05-02,2304701
2021-05-03,2304813
2021-05-04,2305065
2021-05-05,2305394
2021-05-06,2305842
2021-05-07,2306220
2021-05-08,2306591
2021-05-09,2306773
2021-05-10,2307018
2021-05-11,2307368
2021-05-12,2307816
2021-05-13,2308271
2021-05-14,2308698
2021-05-15,2309090
2021-05-16,2309279
2021-05-17,2309524
2021-05-18,2309881
2021-05-19,2310350
2021-05-20,2310798
2021-05-21,2311113
2021-05-22,2311428
2021-05-23,2311498
2021-05-24,2311575
2021-05-25,2311687
2021-05-26,2311820
total,2503298
