,F,M
2020-11-28,0,0
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,7,0
2020-12-02,7,7
2020-12-03,7,7
2020-12-04,14,7
2020-12-05,14,7
2020-12-06,14,7
2020-12-07,14,7
2020-12-08,168,70
2020-12-09,406,182
2020-12-10,721,294
2020-12-11,1064,434
2020-12-12,1351,525
2020-12-13,1442,553
2020-12-14,1652,637
2020-12-15,2107,784
2020-12-16,2653,945
2020-12-17,3262,1169
2020-12-18,3885,1386
2020-12-19,4389,1575
2020-12-20,4998,1827
2020-12-21,5803,2079
2020-12-22,6580,2338
2020-12-23,7378,2674
2020-12-24,7749,2828
2020-12-25,7756,2828
2020-12-26,7812,2856
2020-12-27,7938,2891
2020-12-28,8141,2940
2020-12-29,8799,3276
2020-12-30,10045,3927
2020-12-31,11116,4480
2021-01-01,11452,4620
2021-01-02,11900,4795
2021-01-03,12173,4893
2021-01-04,12712,5082
2021-01-05,13762,5523
2021-01-06,15085,6055
2021-01-07,16975,6895
2021-01-08,19264,8078
2021-01-09,21259,9072
2021-01-10,22351,9548
2021-01-11,23877,10192
2021-01-12,25774,11151
2021-01-13,28343,12614
2021-01-14,31213,14378
2021-01-15,34475,16359
2021-01-16,36834,17640
2021-01-17,38269,18452
2021-01-18,40362,19698
2021-01-19,43442,21840
2021-01-20,47901,25242
2021-01-21,53354,29463
2021-01-22,60739,35371
2021-01-23,69237,42651
2021-01-24,73290,46046
2021-01-25,77728,49672
2021-01-26,83202,54390
2021-01-27,90384,60550
2021-01-28,100639,69377
2021-01-29,115262,81991
2021-01-30,129934,94752
2021-01-31,139979,103537
2021-02-01,149177,111433
2021-02-02,160300,121184
2021-02-03,176771,135786
2021-02-04,194621,151802
2021-02-05,214522,169596
2021-02-06,240233,192521
2021-02-07,249970,200977
2021-02-08,261982,211939
2021-02-09,276899,225960
2021-02-10,289548,237888
2021-02-11,303541,250439
2021-02-12,317828,263501
2021-02-13,330960,274939
2021-02-14,334817,278369
2021-02-15,339409,282520
2021-02-16,345352,288218
2021-02-17,353731,296198
2021-02-18,362145,304052
2021-02-19,369439,310709
2021-02-20,376887,317142
2021-02-21,379526,319368
2021-02-22,383761,323092
2021-02-23,392525,330372
2021-02-24,405237,340459
2021-02-25,421568,352723
2021-02-26,437871,364245
2021-02-27,452109,373737
2021-02-28,456981,376957
2021-03-01,461923,380415
2021-03-02,467628,384342
2021-03-03,473536,388360
2021-03-04,481551,393946
2021-03-05,491330,400316
2021-03-06,500290,406056
2021-03-07,503034,407792
2021-03-08,506289,410018
2021-03-09,509782,412419
2021-03-10,513254,414631
2021-03-11,516145,416640
2021-03-12,519771,418810
2021-03-13,523985,421610
2021-03-14,525455,422709
2021-03-15,527793,424354
2021-03-16,530306,426083
2021-03-17,532546,427658
2021-03-18,534884,429261
2021-03-19,537600,430997
2021-03-20,540561,432789
2021-03-21,541604,433475
2021-03-22,543011,434476
2021-03-23,544705,435596
2021-03-24,546588,436926
2021-03-25,548772,438368
2021-03-26,551068,439796
2021-03-27,553420,441231
2021-03-28,554428,441875
2021-03-29,555625,442722
2021-03-30,556969,443653
2021-03-31,558397,444598
2021-04-01,559370,445221
2021-04-02,559783,445480
2021-04-03,560322,445893
2021-04-04,560490,446005
2021-04-05,560644,446082
2021-04-06,561239,446502
2021-04-07,561897,446943
2021-04-08,562499,447370
2021-04-09,563234,447839
2021-04-10,563801,448210
2021-04-11,564046,448413
2021-04-12,564396,448651
2021-04-13,564858,448973
2021-04-14,565292,449253
2021-04-15,565719,449582
2021-04-16,566209,449890
2021-04-17,566580,450128
2021-04-18,566748,450233
2021-04-19,566986,450387
2021-04-20,567280,450618
2021-04-21,567623,450884
2021-04-22,568001,451178
2021-04-23,568449,451479
2021-04-24,568778,451682
2021-04-25,568932,451766
2021-04-26,569198,451927
2021-04-27,569506,452123
2021-04-28,569863,452333
2021-04-29,570262,452599
2021-04-30,570626,452837
2021-05-01,570864,453005
2021-05-02,570934,453082
2021-05-03,570990,453124
2021-05-04,571214,453292
2021-05-05,571578,453530
2021-05-06,571928,453740
2021-05-07,572250,453964
2021-05-08,572509,454132
2021-05-09,572621,454223
2021-05-10,572824,454384
2021-05-11,573202,454622
2021-05-12,573713,454944
2021-05-13,574210,455217
2021-05-14,574826,455588
2021-05-15,575365,455861
2021-05-16,575603,455987
2021-05-17,575869,456162
2021-05-18,576352,456449
2021-05-19,576940,456771
2021-05-20,577633,457079
2021-05-21,578109,457289
2021-05-22,578473,457492
2021-05-23,578487,457499
2021-05-24,578501,457506
total,651112,506702
