,1,2,3,4,5
2020-11-28,0,0,0,0,0
2020-11-29,0,0,0,0,0
2020-11-30,0,0,0,0,0
2020-12-01,7,0,0,0,0
2020-12-02,7,0,0,0,0
2020-12-03,7,0,0,0,0
2020-12-04,7,7,0,0,0
2020-12-05,7,7,0,0,0
2020-12-06,7,7,0,0,0
2020-12-07,7,7,0,0,0
2020-12-08,56,42,42,35,42
2020-12-09,154,112,112,91,112
2020-12-10,245,210,182,175,196
2020-12-11,350,322,280,259,287
2020-12-12,406,399,371,329,357
2020-12-13,427,434,385,357,378
2020-12-14,490,504,434,413,434
2020-12-15,623,651,546,525,539
2020-12-16,791,819,672,644,665
2020-12-17,959,987,847,798,826
2020-12-18,1127,1141,1008,973,1015
2020-12-19,1309,1281,1120,1092,1148
2020-12-20,1505,1456,1295,1246,1309
2020-12-21,1778,1666,1498,1449,1477
2020-12-22,2030,1904,1701,1624,1645
2020-12-23,2310,2135,1932,1820,1834
2020-12-24,2429,2268,2058,1904,1911
2020-12-25,2429,2268,2065,1904,1911
2020-12-26,2450,2289,2079,1911,1925
2020-12-27,2485,2331,2114,1932,1946
2020-12-28,2541,2394,2177,1974,1988
2020-12-29,2800,2590,2394,2149,2128
2020-12-30,3304,3038,2744,2478,2401
2020-12-31,3696,3374,3143,2737,2639
2021-01-01,3787,3472,3248,2842,2723
2021-01-02,3920,3605,3388,2947,2835
2021-01-03,3997,3682,3458,3017,2898
2021-01-04,4179,3871,3598,3129,3010
2021-01-05,4543,4228,3906,3381,3213
2021-01-06,4949,4704,4340,3689,3458
2021-01-07,5586,5299,4921,4179,3864
2021-01-08,6461,6055,5586,4816,4410
2021-01-09,7217,6678,6237,5327,4865
2021-01-10,7637,6993,6552,5621,5096
2021-01-11,8204,7539,6944,5957,5418
2021-01-12,8939,8225,7525,6405,5817
2021-01-13,10080,9226,8316,7021,6300
2021-01-14,11368,10290,9240,7791,6888
2021-01-15,12761,11557,10269,8652,7588
2021-01-16,13797,12341,10997,9289,8043
2021-01-17,14413,12810,11445,9681,8351
2021-01-18,15302,13622,12152,10213,8764
2021-01-19,16947,14833,13111,11025,9359
2021-01-20,19467,16681,14574,12138,10276
2021-01-21,22085,19040,16562,13622,11508
2021-01-22,25928,22260,19103,15687,13125
2021-01-23,30009,25739,21952,18263,15911
2021-01-24,32277,27321,23268,19530,16940
2021-01-25,34454,29169,24619,20790,18354
2021-01-26,37289,31458,26355,22512,19971
2021-01-27,40719,34748,28805,24738,21917
2021-01-28,45570,39109,32557,27888,24885
2021-01-29,51912,45122,37646,32732,29834
2021-01-30,57624,50925,42973,38003,35147
2021-01-31,61229,54621,46893,41790,38976
2021-02-01,65100,58268,50148,44968,42119
2021-02-02,69993,62811,54159,48811,45696
2021-02-03,77581,69265,59920,54558,51233
2021-02-04,86569,76979,66220,60235,56413
2021-02-05,95872,85218,73409,66906,62699
2021-02-06,108626,94780,83230,75607,70497
2021-02-07,112343,98441,86947,79142,74060
2021-02-08,117705,103670,91042,83286,78197
2021-02-09,125811,109998,96180,88151,82712
2021-02-10,132587,115451,100877,92239,86275
2021-02-11,140777,121604,105756,96376,89453
2021-02-12,148701,128317,111069,100478,92750
2021-02-13,156702,133777,115766,104034,95606
2021-02-14,159040,135541,117131,105056,96411
2021-02-15,162071,137984,118475,106043,97342
2021-02-16,166208,141372,120407,107317,98252
2021-02-17,171948,145929,123270,109221,99554
2021-02-18,177443,150423,126126,111188,100996
2021-02-19,182392,154322,128422,112861,102137
2021-02-20,187068,158214,130900,114478,103355
2021-02-21,188832,159460,131712,115087,103789
2021-02-22,191583,162001,133028,115899,104342
2021-02-23,197001,166852,135779,117705,105553
2021-02-24,205394,173019,139433,120351,107492
2021-02-25,216090,180754,144067,123543,109830
2021-02-26,226051,187999,148729,126819,112511
2021-02-27,234262,193928,152950,129787,114912
2021-02-28,237132,196217,154350,130648,115577
2021-03-01,240198,198807,155694,131474,116151
2021-03-02,243740,201880,157157,132377,116809
2021-03-03,247541,205058,158690,133259,117348
2021-03-04,252833,209048,160825,134554,118230
2021-03-05,258895,213108,163527,136395,119721
2021-03-06,264782,216818,165711,138012,121016
2021-03-07,266658,218015,166320,138425,121394
2021-03-08,268786,219730,167118,138936,121730
2021-03-09,271082,221620,167951,139454,122087
2021-03-10,273399,223370,168700,139965,122444
2021-03-11,275373,224875,169400,140399,122738
2021-03-12,277606,226478,170275,141036,123186
2021-03-13,280686,228347,171248,141673,123634
2021-03-14,281673,229033,171682,141932,123844
2021-03-15,283199,230279,172249,142275,124131
2021-03-16,285019,231427,172872,142653,124411
2021-03-17,286552,232568,173411,142989,124663
2021-03-18,288141,233716,173985,143346,124950
2021-03-19,289898,235039,174622,143773,125265
2021-03-20,291928,236250,175315,144249,125594
2021-03-21,292607,236733,175602,144396,125734
2021-03-22,293559,237447,175945,144648,125874
2021-03-23,294749,238245,176309,144935,126056
2021-03-24,296037,239232,176771,145208,126252
2021-03-25,297500,240324,177289,145558,126462
2021-03-26,299082,241437,177793,145887,126658
2021-03-27,300671,242445,178381,146244,126896
2021-03-28,301371,242872,178654,146377,127022
2021-03-29,302204,243523,178934,146538,127141
2021-03-30,303163,244153,179256,146755,127281
2021-03-31,304101,244860,179606,146965,127449
2021-04-01,304787,245329,179830,147084,127547
2021-04-02,305060,245504,179949,147154,127589
2021-04-03,305466,245784,180075,147224,127652
2021-04-04,305571,245868,180124,147252,127666
2021-04-05,305655,245945,180166,147266,127680
2021-04-06,306117,246246,180292,147336,127743
2021-04-07,306579,246596,180411,147427,127813
2021-04-08,306999,246939,180551,147504,127869
2021-04-09,307503,247303,180719,147602,127932
2021-04-10,307902,247576,180859,147665,127995
2021-04-11,308098,247702,180929,147700,128030
2021-04-12,308350,247884,181006,147735,128058
2021-04-13,308721,248122,181083,147798,128100
2021-04-14,309036,248311,181181,147861,128142
2021-04-15,309351,248528,181293,147924,128191
2021-04-16,309631,248780,181412,148022,128247
2021-04-17,309862,248948,181496,148085,128310
2021-04-18,309974,249039,181524,148106,128331
2021-04-19,310114,249172,181580,148148,128352
2021-04-20,310324,249319,181664,148197,128387
2021-04-21,310548,249501,181769,148253,128429
2021-04-22,310821,249697,181860,148316,128471
2021-04-23,311143,249907,181965,148379,128520
2021-04-24,311339,250054,182042,148449,128562
2021-04-25,311437,250110,182091,148470,128583
2021-04-26,311598,250250,182147,148512,128611
2021-04-27,311801,250390,182238,148554,128639
2021-04-28,311990,250579,182315,148617,128681
2021-04-29,312249,250768,182434,148687,128716
2021-04-30,312494,250950,182518,148736,128758
2021-05-01,312648,251069,182581,148771,128793
2021-05-02,312711,251104,182602,148792,128800
2021-05-03,312746,251132,182623,148799,128800
2021-05-04,312893,251279,182665,148834,128828
2021-05-05,313117,251440,182770,148890,128877
2021-05-06,313334,251615,182861,148925,128919
2021-05-07,313516,251790,182945,148981,128975
2021-05-08,313691,251888,183029,149023,129003
2021-05-09,313775,251951,183050,149037,129024
2021-05-10,313901,252063,183113,149079,129038
2021-05-11,314139,252224,183225,149149,129080
2021-05-12,314475,252455,183344,149226,129143
2021-05-13,314748,252693,183456,149317,129199
2021-05-14,315161,252980,183603,149408,129262
