,8,9,10,11,12
2020-11-28,0,7,7,7,7
2020-11-29,0,7,7,7,7
2020-11-30,0,7,7,7,7
2020-12-01,0,7,7,14,14
2020-12-02,0,7,7,14,14
2020-12-03,0,7,7,14,14
2020-12-04,0,7,7,14,14
2020-12-05,0,7,7,14,14
2020-12-06,0,7,7,14,14
2020-12-07,0,7,7,14,21
2020-12-08,0,7,7,21,28
2020-12-09,0,7,7,63,77
2020-12-10,0,7,7,133,182
2020-12-11,0,14,7,224,287
2020-12-12,0,14,14,266,322
2020-12-13,0,14,14,273,329
2020-12-14,0,14,14,364,434
2020-12-15,7,14,21,455,553
2020-12-16,7,14,21,588,686
2020-12-17,7,14,21,707,826
2020-12-18,7,14,28,819,966
2020-12-19,7,14,35,833,994
2020-12-20,7,14,42,847,1015
2020-12-21,7,14,49,903,1092
2020-12-22,14,21,49,966,1155
2020-12-23,21,21,56,1050,1260
2020-12-24,28,28,63,1106,1323
2020-12-25,28,28,63,1106,1330
2020-12-26,28,28,63,1106,1330
2020-12-27,28,28,63,1113,1330
2020-12-28,28,28,63,1113,1337
2020-12-29,28,28,70,1141,1386
2020-12-30,28,28,77,1176,1435
2020-12-31,28,35,77,1211,1484
2021-01-01,63,77,112,1232,1505
2021-01-02,63,77,119,1253,1533
2021-01-03,63,77,126,1260,1533
2021-01-04,70,84,140,1358,1666
2021-01-05,70,91,196,1519,1904
2021-01-06,70,105,252,1659,2072
2021-01-07,70,126,336,1848,2261
2021-01-08,84,140,420,2023,2471
2021-01-09,84,140,441,2079,2562
2021-01-10,84,140,441,2100,2576
2021-01-11,91,154,518,2338,2884
2021-01-12,98,182,644,2590,3164
2021-01-13,105,231,784,2891,3486
2021-01-14,105,266,987,3192,3787
2021-01-15,112,308,1176,3465,4046
2021-01-16,112,308,1239,3542,4102
2021-01-17,112,308,1267,3570,4137
2021-01-18,119,385,1603,3990,4543
2021-01-19,133,532,2037,4333,4907
2021-01-20,147,693,2506,4585,5194
2021-01-21,168,1008,2940,4788,5446
2021-01-22,196,1246,3297,4970,5656
2021-01-23,203,1337,3395,4991,5677
2021-01-24,210,1386,3416,5012,5698
2021-01-25,238,1722,3801,5306,6020
2021-01-26,266,2093,4354,5691,6370
2021-01-27,322,2499,4844,5943,6643
2021-01-28,371,2996,5278,6111,6846
2021-01-29,427,3633,5656,6293,7021
2021-01-30,469,3794,5726,6307,7042
2021-01-31,483,3857,5754,6321,7042
2021-02-01,595,4620,6209,6531,7308
2021-02-02,686,5537,6657,6811,7553
2021-02-03,903,6440,7070,7007,7749
2021-02-04,1148,7420,7504,7189,7938
2021-02-05,1421,8491,7889,7399,8190
2021-02-06,1491,8757,8022,7441,8232
2021-02-07,1512,8820,8050,7455,8253
2021-02-08,2107,10045,8491,7686,8512
2021-02-09,3066,11438,9051,7938,8848
2021-02-10,4011,12369,9443,8155,9065
2021-02-11,4900,13139,9821,8337,9268
2021-02-12,5635,13734,10066,8442,9408
2021-02-13,5747,13811,10087,8449,9415
2021-02-14,5768,13832,10094,8456,9422
2021-02-15,6384,14112,10234,8533,9506
2021-02-16,6958,14392,10374,8603,9590
2021-02-17,7371,14623,10500,8666,9681
2021-02-18,7819,14833,10605,8736,9744
2021-02-19,8120,14959,10682,8785,9807
2021-02-20,8155,14973,10689,8785,9807
2021-02-21,8169,14980,10689,8792,9807
2021-02-22,8442,15183,10780,8841,9863
2021-02-23,8736,15358,10892,8904,9954
2021-02-24,9100,15575,11011,8946,10024
2021-02-25,9394,15715,11081,8981,10073
2021-02-26,9639,15841,11144,9023,10122
2021-02-27,9660,15862,11151,9023,10129
2021-02-28,9688,15869,11158,9023,10129
2021-03-01,10136,16016,11235,9072,10178
2021-03-02,10500,16205,11340,9142,10241
2021-03-03,10892,16380,11452,9205,10318
2021-03-04,11249,16569,11571,9268,10388
2021-03-05,11515,16730,11655,9310,10451
2021-03-06,11529,16744,11655,9317,10465
2021-03-07,11536,16751,11662,9324,10465
2021-03-08,11914,16989,11809,9394,10514
2021-03-09,12404,17262,11921,9471,10584
2021-03-10,12824,17451,12012,9527,10640
2021-03-11,13272,17773,12124,9604,10717
2021-03-12,13573,17913,12173,9632,10745
2021-03-13,13601,17920,12180,9632,10745
2021-03-14,13601,17927,12180,9632,10745
2021-03-15,13979,18088,12264,9688,10815
2021-03-16,14322,18249,12341,9751,10864
2021-03-17,14630,18403,12397,9807,10906
2021-03-18,14903,18522,12481,9828,10948
2021-03-19,15127,18634,12537,9877,10983
2021-03-20,15169,18655,12558,9884,10983
2021-03-21,15176,18662,12558,9884,10983
2021-03-22,15379,18802,12621,9926,11018
2021-03-23,15785,18942,12698,9954,11053
2021-03-24,16023,19110,12810,10038,11102
2021-03-25,16226,19243,12866,10073,11144
2021-03-26,16401,19306,12908,10094,11158
2021-03-27,16401,19341,12915,10101,11158
2021-03-28,16408,19341,12915,10101,11158
2021-03-29,16555,19397,12936,10108,11186
2021-03-30,16653,19502,12985,10150,11228
2021-03-31,16793,19579,13034,10171,11249
2021-04-01,16863,19719,13069,10192,11277
2021-04-02,16870,19726,13069,10192,11277
2021-04-03,16884,19733,13076,10192,11277
2021-04-04,16884,19733,13076,10192,11277
2021-04-05,16891,19733,13076,10192,11277
2021-04-06,16975,19775,13097,10199,11298
2021-04-07,17122,19831,13139,10220,11312
2021-04-08,17227,19873,13167,10220,11326
2021-04-09,17311,19929,13181,10234,11340
2021-04-10,17311,19929,13181,10234,11340
2021-04-11,17318,19936,13181,10234,11340
2021-04-12,17367,19971,13202,10248,11354
2021-04-13,17402,19992,13223,10262,11375
2021-04-14,17451,20020,13244,10269,11389
2021-04-15,17507,20069,13265,10283,11410
2021-04-16,17563,20111,13286,10290,11417
2021-04-17,17563,20118,13293,10290,11417
2021-04-18,17563,20118,13293,10290,11417
2021-04-19,17682,20153,13307,10297,11424
2021-04-20,17773,20181,13328,10304,11438
2021-04-21,17843,20237,13356,10311,11452
2021-04-22,17927,20272,13370,10318,11459
2021-04-23,18018,20307,13391,10332,11473
2021-04-24,18018,20307,13391,10332,11473
2021-04-25,18025,20307,13391,10332,11473
2021-04-26,18074,20328,13412,10339,11487
2021-04-27,18123,20363,13426,10346,11508
