,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,7
2020-12-02,0,7
2020-12-03,0,7
2020-12-04,0,7
2020-12-05,0,7
2020-12-06,0,7
2020-12-07,0,7
2020-12-08,84,35
2020-12-09,266,112
2020-12-10,434,182
2020-12-11,609,238
2020-12-12,742,294
2020-12-13,882,336
2020-12-14,1050,406
2020-12-15,1316,483
2020-12-16,1659,588
2020-12-17,2156,728
2020-12-18,2597,840
2020-12-19,3010,959
2020-12-20,3528,1099
2020-12-21,4186,1288
2020-12-22,4725,1456
2020-12-23,5460,1680
2020-12-24,5831,1799
2020-12-25,5831,1799
2020-12-26,5838,1806
2020-12-27,5936,1841
2020-12-28,6132,1890
2020-12-29,6587,2030
2020-12-30,7742,2331
2020-12-31,8785,2625
2021-01-01,9065,2695
2021-01-02,9373,2779
2021-01-03,9618,2856
2021-01-04,10073,2996
2021-01-05,10997,3255
2021-01-06,12383,3633
2021-01-07,14427,4186
2021-01-08,16485,4767
2021-01-09,18333,5257
2021-01-10,19341,5523
2021-01-11,20804,5929
2021-01-12,22624,6440
2021-01-13,24724,7028
2021-01-14,27090,7770
2021-01-15,29694,8631
2021-01-16,32011,9289
2021-01-17,33565,9765
2021-01-18,35371,10276
2021-01-19,37506,10955
2021-01-20,39725,11711
2021-01-21,42049,12544
2021-01-22,44800,13496
2021-01-23,46970,14315
2021-01-24,48377,14854
2021-01-25,49791,15421
2021-01-26,51492,16079
2021-01-27,53074,16730
2021-01-28,54796,17353
2021-01-29,56721,18235
2021-01-30,58240,18928
2021-01-31,59423,19446
2021-02-01,60480,19971
2021-02-02,61775,20559
2021-02-03,63168,21301
2021-02-04,64645,22106
2021-02-05,66171,22946
2021-02-06,67585,23737
2021-02-07,68460,24290
2021-02-08,69293,24724
2021-02-09,70462,25382
2021-02-10,72156,26516
2021-02-11,74557,28098
2021-02-12,77672,30114
2021-02-13,80927,32340
2021-02-14,82600,33446
2021-02-15,84336,34587
2021-02-16,88592,37800
2021-02-17,94990,42651
2021-02-18,100639,46914
2021-02-19,105630,50680
2021-02-20,110649,54579
2021-02-21,112938,56434
2021-02-22,115367,58331
2021-02-23,120400,62265
2021-02-24,129990,69993
2021-02-25,142345,79940
2021-02-26,156919,92358
2021-02-27,169064,102914
2021-02-28,177289,110656
2021-03-01,186074,118489
2021-03-02,197043,128660
2021-03-03,211036,141904
2021-03-04,230139,160356
2021-03-05,248633,178766
2021-03-06,268261,198289
2021-03-07,277844,208572
2021-03-08,289009,221207
2021-03-09,299075,232365
2021-03-10,309610,243593
2021-03-11,319893,254583
2021-03-12,333487,269367
2021-03-13,350917,287903
2021-03-14,359632,297948
2021-03-15,369425,308511
2021-03-16,377979,317583
2021-03-17,384986,325178
2021-03-18,392112,332822
2021-03-19,399406,341467
2021-03-20,407316,350756
2021-03-21,410431,354788
2021-03-22,413147,358141
2021-03-23,415506,360899
2021-03-24,417872,363762
2021-03-25,420098,366324
2021-03-26,422324,369110
2021-03-27,424970,372393
2021-03-28,426139,373996
2021-03-29,427280,375319
2021-03-30,428302,376523
2021-03-31,429198,377545
2021-04-01,429751,378182
2021-04-02,430080,378560
2021-04-03,430486,379036
2021-04-04,430640,379260
2021-04-05,430738,379379
2021-04-06,430941,379610
2021-04-07,431305,379988
2021-04-08,431662,380366
2021-04-09,432026,380786
2021-04-10,432320,381143
2021-04-11,432439,381297
2021-04-12,432558,381423
2021-04-13,432691,381563
2021-04-14,432796,381689
2021-04-15,432908,381822
2021-04-16,433034,381955
2021-04-17,433167,382116
2021-04-18,433223,382179
2021-04-19,433307,382256
2021-04-20,433377,382347
2021-04-21,433468,382452
2021-04-22,433552,382543
2021-04-23,433650,382662
2021-04-24,433748,382788
2021-04-25,433818,382858
2021-04-26,433888,382935
2021-04-27,433972,383005
2021-04-28,434042,383082
2021-04-29,434126,383166
2021-04-30,434196,383257
2021-05-01,434245,383341
2021-05-02,434287,383376
2021-05-03,434301,383404
2021-05-04,434350,383446
2021-05-05,434413,383516
2021-05-06,434497,383600
2021-05-07,434588,383684
2021-05-08,434686,383789
2021-05-09,434721,383845
2021-05-10,434763,383901
2021-05-11,434826,383985
2021-05-12,434952,384076
2021-05-13,435078,384188
2021-05-14,435225,384300
2021-05-15,435358,384426
2021-05-16,435421,384503
2021-05-17,435484,384594
2021-05-18,435568,384685
2021-05-19,435694,384818
2021-05-20,435834,384958
2021-05-21,435946,385063
2021-05-22,436065,385189
2021-05-23,436128,385252
2021-05-24,436191,385329
2021-05-25,436261,385399
2021-05-26,436345,385490
total,475748,439145
