,8
2020-11-28,1428448
2020-11-29,1428448
2020-11-30,1428448
2020-12-01,1428434
2020-12-02,1428434
2020-12-03,1428434
2020-12-04,1428434
2020-12-05,1428434
2020-12-06,1428427
2020-12-07,1428427
2020-12-08,1428343
2020-12-09,1428196
2020-12-10,1428021
2020-12-11,1427818
2020-12-12,1427671
2020-12-13,1427608
2020-12-14,1427426
2020-12-15,1427104
2020-12-16,1426677
2020-12-17,1426110
2020-12-18,1425529
2020-12-19,1424927
2020-12-20,1424213
2020-12-21,1423436
2020-12-22,1422743
2020-12-23,1422001
2020-12-24,1421672
2020-12-25,1421665
2020-12-26,1421623
2020-12-27,1421553
2020-12-28,1421413
2020-12-29,1420797
2020-12-30,1419635
2020-12-31,1418599
2021-01-01,1418249
2021-01-02,1417843
2021-01-03,1417584
2021-01-04,1417150
2021-01-05,1416219
2021-01-06,1414805
2021-01-07,1412691
2021-01-08,1410003
2021-01-09,1407609
2021-01-10,1406321
2021-01-11,1404956
2021-01-12,1403108
2021-01-13,1400644
2021-01-14,1397620
2021-01-15,1394085
2021-01-16,1391558
2021-01-17,1390060
2021-01-18,1387960
2021-01-19,1385398
2021-01-20,1382395
2021-01-21,1377530
2021-01-22,1371818
2021-01-23,1365644
2021-01-24,1362382
2021-01-25,1359421
2021-01-26,1355627
2021-01-27,1350818
2021-01-28,1343489
2021-01-29,1332590
2021-01-30,1319332
2021-01-31,1307278
2021-02-01,1295889
2021-02-02,1283793
2021-02-03,1269849
2021-02-04,1250403
2021-02-05,1223509
2021-02-06,1191260
2021-02-07,1173277
2021-02-08,1149918
2021-02-09,1107414
2021-02-10,1044575
2021-02-11,952231
2021-02-12,843829
2021-02-13,734909
2021-02-14,692146
2021-02-15,643832
2021-02-16,577346
2021-02-17,508991
2021-02-18,447384
2021-02-19,407400
2021-02-20,371910
2021-02-21,359485
2021-02-22,342965
2021-02-23,322532
2021-02-24,297808
2021-02-25,271033
2021-02-26,248458
2021-02-27,232568
2021-02-28,225981
2021-03-01,219534
2021-03-02,212674
2021-03-03,205086
2021-03-04,196063
2021-03-05,185738
2021-03-06,177016
2021-03-07,174482
2021-03-08,169757
2021-03-09,165809
2021-03-10,161609
2021-03-11,157619
2021-03-12,152558
2021-03-13,146608
2021-03-14,143619
2021-03-15,139818
2021-03-16,136080
2021-03-17,132720
2021-03-18,129514
2021-03-19,126098
2021-03-20,122913
2021-03-21,121653
2021-03-22,119938
2021-03-23,117957
2021-03-24,116137
2021-03-25,114030
2021-03-26,112154
2021-03-27,110285
2021-03-28,109508
2021-03-29,108262
2021-03-30,107065
2021-03-31,105770
2021-04-01,104951
2021-04-02,104636
2021-04-03,104244
2021-04-04,104139
2021-04-05,104048
2021-04-06,103516
2021-04-07,102928
2021-04-08,102305
2021-04-09,101696
2021-04-10,101192
2021-04-11,100968
2021-04-12,100632
2021-04-13,100219
2021-04-14,99806
2021-04-15,99393
2021-04-16,99001
2021-04-17,98735
2021-04-18,98623
2021-04-19,98385
2021-04-20,98084
2021-04-21,97741
2021-04-22,97272
2021-04-23,96901
2021-04-24,96649
2021-04-25,96537
2021-04-26,96250
2021-04-27,95921
2021-04-28,95599
2021-04-29,95277
2021-04-30,94864
2021-05-01,94654
2021-05-02,94570
2021-05-03,94493
2021-05-04,94276
2021-05-05,93947
2021-05-06,93646
2021-05-07,93310
2021-05-08,93079
2021-05-09,92981
2021-05-10,92785
2021-05-11,92414
2021-05-12,92099
2021-05-13,91693
2021-05-14,91343
2021-05-15,91105
2021-05-16,90979
2021-05-17,90762
2021-05-18,90468
2021-05-19,90167
2021-05-20,89810
2021-05-21,89558
2021-05-22,89383
2021-05-23,89383
2021-05-24,89383
total,1428455
