,False
2020-11-28,14
2020-11-29,21
2020-11-30,28
2020-12-01,56
2020-12-02,63
2020-12-03,63
2020-12-04,77
2020-12-05,77
2020-12-06,84
2020-12-07,91
2020-12-08,679
2020-12-09,1799
2020-12-10,3157
2020-12-11,4599
2020-12-12,5677
2020-12-13,6286
2020-12-14,7595
2020-12-15,10108
2020-12-16,13006
2020-12-17,16863
2020-12-18,20776
2020-12-19,24101
2020-12-20,28546
2020-12-21,33691
2020-12-22,38647
2020-12-23,44058
2020-12-24,46557
2020-12-25,46585
2020-12-26,46914
2020-12-27,47523
2020-12-28,48643
2020-12-29,52780
2020-12-30,60445
2020-12-31,67417
2021-01-01,69713
2021-01-02,72408
2021-01-03,74424
2021-01-04,78407
2021-01-05,86023
2021-01-06,96516
2021-01-07,110796
2021-01-08,126742
2021-01-09,139405
2021-01-10,147651
2021-01-11,159068
2021-01-12,173068
2021-01-13,188944
2021-01-14,206094
2021-01-15,224798
2021-01-16,239113
2021-01-17,248689
2021-01-18,261849
2021-01-19,276136
2021-01-20,291585
2021-01-21,308280
2021-01-22,326039
2021-01-23,340508
2021-01-24,348845
2021-01-25,359205
2021-01-26,371252
2021-01-27,384027
2021-01-28,396893
2021-01-29,411061
2021-01-30,422779
2021-01-31,431340
2021-02-01,440804
2021-02-02,451934
2021-02-03,464338
2021-02-04,476784
2021-02-05,489811
2021-02-06,502299
2021-02-07,508942
2021-02-08,517020
2021-02-09,527569
2021-02-10,539854
2021-02-11,554834
2021-02-12,575694
2021-02-13,598507
2021-02-14,611954
2021-02-15,625842
2021-02-16,649775
2021-02-17,688562
2021-02-18,725963
2021-02-19,757582
2021-02-20,788858
2021-02-21,799190
2021-02-22,814912
2021-02-23,847840
2021-02-24,900207
2021-02-25,960288
2021-02-26,1024373
2021-02-27,1083607
2021-02-28,1114050
2021-03-01,1148182
2021-03-02,1189167
2021-03-03,1238328
2021-03-04,1303400
2021-03-05,1385286
2021-03-06,1469300
2021-03-07,1512000
2021-03-08,1565389
2021-03-09,1620619
2021-03-10,1686818
2021-03-11,1755264
2021-03-12,1846159
2021-03-13,1982904
2021-03-14,2054570
2021-03-15,2166101
2021-03-16,2298156
2021-03-17,2439108
2021-03-18,2605862
2021-03-19,2823156
2021-03-20,3078838
2021-03-21,3185756
2021-03-22,3281929
2021-03-23,3367707
2021-03-24,3450510
2021-03-25,3533362
2021-03-26,3620918
2021-03-27,3725799
2021-03-28,3774750
2021-03-29,3815854
2021-03-30,3851176
2021-03-31,3886281
2021-04-01,3903655
2021-04-02,3913140
2021-04-03,3925355
2021-04-04,3929121
2021-04-05,3931445
2021-04-06,3938956
2021-04-07,3946173
2021-04-08,3952522
2021-04-09,3960047
2021-04-10,3967103
2021-04-11,3970260
2021-04-12,3973361
2021-04-13,3976658
2021-04-14,3979941
2021-04-15,3983161
2021-04-16,3986416
2021-04-17,3989314
2021-04-18,3990623
2021-04-19,3992562
2021-04-20,3995131
2021-04-21,3997511
2021-04-22,4000066
2021-04-23,4002824
2021-04-24,4005232
2021-04-25,4006303
2021-04-26,4008116
2021-04-27,4010048
2021-04-28,4011987
2021-04-29,4014444
2021-04-30,4016852
2021-05-01,4018714
2021-05-02,4019505
2021-05-03,4020009
2021-05-04,4021626
2021-05-05,4023782
2021-05-06,4025623
2021-05-07,4027436
2021-05-08,4029410
2021-05-09,4030334
2021-05-10,4031979
2021-05-11,4034506
2021-05-12,4036865
2021-05-13,4039420
2021-05-14,4042024
2021-05-15,4044677
2021-05-16,4045853
2021-05-17,4047876
2021-05-18,4050235
2021-05-19,4053063
2021-05-20,4055807
2021-05-21,4058320
2021-05-22,4060406
2021-05-23,4060434
2021-05-24,4060455
total,4679332
