,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
Unknown,19215.0,17234.0,329.0,21.0,1631.0,89.69034608378871,1.7122040072859745,0.1092896174863256,8.48816029143898
1 (most deprived),315630.0,257117.0,7952.0,245.0,50316.0,81.46152140164116,2.519405633178088,0.07762253271235409,15.941450432468397
2,382718.0,326907.0,7875.0,203.0,47733.0,85.41720013168965,2.057650802941069,0.05304166514247299,12.472107400226799
3,452403.0,405125.0,7028.0,238.0,40012.0,89.54958300453357,1.5534821829209797,0.05260796236983367,8.844326850175618
4,481082.0,440139.0,5817.0,273.0,34853.0,91.48939266071065,1.2091493757820913,0.05674708261793171,7.244710880889329
5 (least deprived),500962.0,465318.0,4543.0,301.0,30800.0,92.8848894726546,0.906855210574854,0.060084397618979324,6.148170919151553
