,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
75-<80,1993446.0,1910132.0,33698.0,882.0,48734.0,95.82060411970026,1.6904395704724382,0.04424499083496869,2.4447113189923377
70-<75,2761479.0,2618756.0,50568.0,1603.0,90552.0,94.83164637500411,1.8311926326435943,0.05804860366492903,3.2791123886873663
