,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
Female,175924.0,169554.0,2660.0,63.0,3647.0,96.37911825561038,1.51201655260226,0.03581091835110328,2.0730542734362567
Male,76699.0,73129.0,1330.0,14.0,2226.0,95.34544127042074,1.7340512914118829,0.018253171488538555,2.9022542666788356
