,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
White,996331.0,904414.0,26978.0,868.0,64071.0,90.7744514624156,2.7077346785355467,0.08711964196638178,6.4306942170824755
Mixed,36876.0,27489.0,2303.0,63.0,7021.0,74.54441913439635,6.245254365983295,0.17084282460136535,19.03948367501898
South Asian,254135.0,212863.0,7630.0,273.0,33369.0,83.75981269797549,3.002341275306432,0.10742321994214876,13.130422806775925
Black,140497.0,96796.0,10199.0,203.0,33299.0,68.89542125454636,7.259229734442728,0.14448707089830748,23.7008619401126
Other,35672.0,26894.0,1694.0,70.0,7014.0,75.39246467817897,4.748822605965463,0.1962323390894909,19.66248037676609
Unknown,528017.0,465017.0,16058.0,483.0,46459.0,88.06856597420159,3.0411899616868396,0.09147432753111673,8.798769736580452
