,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
Female,4059104.0,3599925.0,58093.0,1659.0,399427.0,88.68767590088848,1.4311779151260968,0.0408710887920023,9.840275095193421
Male,4013765.0,3333148.0,65758.0,3115.0,611744.0,83.0429285222229,1.6383121582853006,0.07760793170503177,15.241151387786779
