,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
no,4747610.0,4523176.0,84063.0,2464.0,137907.0,95.27269510343099,1.7706382790498798,0.05189979800363176,2.9047668195155034
yes,7175.0,6755.0,182.0,7.0,231.0,94.14634146341463,2.5365853658536586,0.09756097560976684,3.2195121951219514
