,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
50-<55,3114629.0,2605316.0,48972.0,1855.0,458486.0,83.64771534587265,1.5723220967890559,0.059557655181407654,14.720404902156886
55-<60,2804333.0,2425836.0,42392.0,1610.0,334495.0,86.50313639642653,1.5116607050589213,0.05741115623573023,11.927791742278824
60-<65,2152038.0,1911868.0,33558.0,1267.0,205345.0,88.8398810801668,1.5593590819492964,0.05887442507984986,9.54188541280405
