,total,Vaccinated,Declined,Contraindicated/unsuccessful,No Records,Vaccinated_percent,Declined_percent,Contraindicated/unsuccessful_percent,No Records_percent
no,2497397.0,2306227.0,45479.0,1456.0,144235.0,92.34522985332327,1.8210560835942384,0.05830070269163912,5.775413360390839
yes,5901.0,5460.0,161.0,7.0,273.0,92.52669039145907,2.7283511269276395,0.11862396204034553,4.6263345195729535
