,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
White,1573362.0,1484231.0,24010.0,658.0,64463.0,94.3349972860664,1.5260315172223557,0.04182127190055951,4.097149924810692
Mixed,13559.0,10563.0,623.0,14.0,2359.0,77.90397521941146,4.594734124935467,0.10325245224574076,17.39803820340733
South Asian,106036.0,91665.0,2681.0,84.0,11606.0,86.44705571692633,2.5283865856878798,0.07921837866383896,10.945339318721944
Black,34482.0,23163.0,2478.0,35.0,8806.0,67.1741778319123,7.1863580998781975,0.10150223304913197,25.537961835160374
Other,23086.0,17073.0,1127.0,42.0,4844.0,73.95391146149181,4.881746513038205,0.181928441479684,20.982413583990297
Unknown,752850.0,683872.0,14623.0,672.0,53683.0,90.83774988377499,1.9423523942352394,0.08926080892607047,7.130636913063691
