,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
no,6060432.0,5093431.0,160622.0,5229.0,801150.0,84.04402524440502,2.6503391177394615,0.08628097798968781,13.21935465986583
yes,251426.0,210651.0,9744.0,259.0,30772.0,83.78250459379699,3.8754941811904895,0.10301241717245091,12.23898880784008
