,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
Female,5445475.0,5166371.0,107387.0,2429.0,169288.0,94.87457017064627,1.9720410065237652,0.04460584246552912,3.108782980364431
Male,4644227.0,4382840.0,80178.0,2576.0,178633.0,94.37178673652257,1.726401401137369,0.055466711683138215,3.846345150656934
