,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
Female,1277353.0,1186171.0,23695.0,644.0,66843.0,92.86164435359686,1.8550079735202407,0.050416760284733186,5.232930912598162
Male,1226057.0,1124424.0,21875.0,826.0,78932.0,91.71058115568852,1.784174797745945,0.06737044036289319,6.437873606202648
