,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
no,2479106.0,2290841.0,44660.0,1456.0,142149.0,92.40593181574326,1.8014558473901479,0.05873084894312797,5.733881487923469
yes,24185.0,20846.0,973.0,14.0,2352.0,86.19392185238785,4.0231548480463095,0.05788712011577957,9.725036179450072
