,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
no,4078256.0,3381959.0,100800.0,3318.0,592179.0,82.92659901683464,2.4716447422623786,0.08135830609947448,14.520397934803505
yes,246400.0,208873.0,4977.0,182.0,32368.0,84.76988636363636,2.0198863636363638,0.07386363636364024,13.136363636363637
