,1,2,3,4,5,6,7,8,9
White,1.4388789256370689,1.4835973261643538,1.397030773502238,2.7090479671596466,1.5260315172223555,2.2857565457000657,1.3232432198014863,1.2961236065601822,1.4121249478058575
Mixed,5.2631578947368425,9.791332263242378,6.222041480276536,6.2654262388456425,4.594734124935466,4.582673005810882,3.1934306569343067,2.8027210884353737,2.603213341468375
South Asian,2.4258760107816717,5.576323987538941,3.7899352683232417,3.0136910828902783,2.52838658568788,2.209737827715356,1.8989219661754524,1.5111365752345485,1.4099973644909074
Black,8.641975308641975,15.341701534170154,11.01819248826291,7.259953161592506,7.1863580998781975,5.974677635801388,4.442329049658893,3.847936949466852,3.1916436965037
Other,2.2222222222222223,8.359522313010686,6.678607983623338,4.7693817468105975,4.8817465130382045,3.3205128205128207,3.0985092078339664,2.2270398108001577,2.0345596432552955
Unknown,1.569547176619159,2.1737634474374365,1.9389576508895472,3.041794844595312,1.9423523942352396,2.3409529055356653,1.6650827591668649,1.5880391201708697,1.6077946991077774
