,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
White,1541281.0,1497552.0,22862.0,378.0,20489.0,97.16281456788217,1.483311608979803,0.024525054159497017,1.3293487689785315
Mixed,8722.0,6972.0,854.0,21.0,875.0,79.93579454253612,9.791332263242376,0.24077046548956105,10.032102728731942
South Asian,67417.0,58597.0,3738.0,84.0,4998.0,86.91724639185962,5.544595576783304,0.12459765341085927,7.413560377946215
Black,35126.0,25361.0,5404.0,42.0,4319.0,72.20007971303308,15.384615384615385,0.11956954962136024,12.295735352730171
Other,11144.0,8953.0,931.0,28.0,1232.0,80.3391959798995,8.35427135678392,0.2512562814070236,11.055276381909549
Unknown,915152.0,870275.0,19887.0,469.0,24521.0,95.09622445233141,2.1730816301554277,0.05124831721944645,2.6794456002937217
