,1,2,3,4,5,6,7,8,9
Unknown,0.9090909090909092,2.0322354590049048,1.9400035925992456,2.9968997588701343,1.9595448798988624,2.1305150142593523,1.7122040072859743,1.6919486581096852,1.5011851461680277
1 (most deprived),1.8895348837209305,3.8230808337569906,2.9634638502490125,4.427116086026915,2.8594449753593043,3.7195334869753474,2.5194056331780876,2.4294125094960752,2.4765213756710507
2,1.859504132231405,2.865283647073889,2.3777185592710395,3.72127653362142,2.352628534804833,2.8259924162082566,2.057650802941069,1.926766542841981,1.963326105402093
3,1.5483182060864922,1.946098201139492,1.7246512271956242,2.7210225622155515,1.7902038989587858,2.171326347231682,1.5534821829209795,1.4872171577895257,1.5331744360068733
4,1.327077747989276,1.587414074126568,1.3818581582042235,2.0615770204191954,1.445257122784127,1.7444567826055808,1.2091493757820913,1.1758868194511758,1.20659084028889
5 (least deprived),1.2396694214876034,1.1839708561020037,1.0680057564530452,1.5460822575803062,1.1187523025911823,1.304092949056767,0.906855210574854,0.8676980674998623,0.8996753748647395
