,F,M
2020-11-28,2353603,2013984
2020-11-29,2353596,2013984
2020-11-30,2353596,2013984
2020-12-01,2353582,2013970
2020-12-02,2353582,2013970
2020-12-03,2353582,2013970
2020-12-04,2353575,2013970
2020-12-05,2353575,2013970
2020-12-06,2353575,2013970
2020-12-07,2353568,2013963
2020-12-08,2353008,2013501
2020-12-09,2351881,2012542
2020-12-10,2350572,2011387
2020-12-11,2349298,2010330
2020-12-12,2348409,2009651
2020-12-13,2347695,2009042
2020-12-14,2346386,2007922
2020-12-15,2334801,1997317
2020-12-16,2315124,1980489
2020-12-17,2296868,1965740
2020-12-18,2284779,1955863
2020-12-19,2270429,1944194
2020-12-20,2257759,1933967
2020-12-21,2249618,1927590
2020-12-22,2235387,1915900
2020-12-23,2224621,1907276
2020-12-24,2221653,1905204
2020-12-25,2221646,1905204
2020-12-26,2221639,1905190
2020-12-27,2221457,1905085
2020-12-28,2221051,1904805
2020-12-29,2215549,1900745
2020-12-30,2199757,1889671
2020-12-31,2187717,1881558
2021-01-01,2185295,1879948
2021-01-02,2183244,1878415
2021-01-03,2182089,1877645
2021-01-04,2180640,1876672
2021-01-05,2177497,1874740
2021-01-06,2170189,1869539
2021-01-07,2141916,1848049
2021-01-08,2106783,1822233
2021-01-09,2076347,1800162
2021-01-10,2063082,1790425
2021-01-11,2053128,1783803
2021-01-12,2029832,1768207
2021-01-13,1994216,1742237
2021-01-14,1956766,1714104
2021-01-15,1909894,1679307
2021-01-16,1861433,1644230
2021-01-17,1840678,1629159
2021-01-18,1824053,1617728
2021-01-19,1777321,1581034
2021-01-20,1722476,1538278
2021-01-21,1666028,1494878
2021-01-22,1583036,1430520
2021-01-23,1497923,1362375
2021-01-24,1469468,1338694
2021-01-25,1443064,1317218
2021-01-26,1407532,1288637
2021-01-27,1373134,1260609
2021-01-28,1319717,1214808
2021-01-29,1243291,1148644
2021-01-30,1164730,1081395
2021-01-31,1120546,1042272
2021-02-01,1080261,1006810
2021-02-02,1034747,965818
2021-02-03,977039,914158
2021-02-04,917126,859075
2021-02-05,859635,807352
2021-02-06,786772,742343
2021-02-07,750561,708925
2021-02-08,715302,676473
2021-02-09,665777,630637
2021-02-10,614348,583548
2021-02-11,554477,528360
2021-02-12,493269,472822
2021-02-13,430066,415583
2021-02-14,405510,392560
2021-02-15,378630,367815
2021-02-16,346136,336658
2021-02-17,311346,302820
2021-02-18,283654,276451
2021-02-19,262353,255878
2021-02-20,244496,238532
2021-02-21,237797,232071
2021-02-22,228053,222299
2021-02-23,216111,210966
2021-02-24,200200,196210
2021-02-25,185108,182371
2021-02-26,170499,168917
2021-02-27,160818,159887
2021-02-28,156002,155246
2021-03-01,152103,151718
2021-03-02,147777,147847
2021-03-03,142632,143367
2021-03-04,135716,137235
2021-03-05,128618,130914
2021-03-06,122927,125727
2021-03-07,121590,124446
2021-03-08,118790,121849
2021-03-09,115857,119140
2021-03-10,113099,116641
2021-03-11,110425,114135
2021-03-12,107002,110936
2021-03-13,103404,107478
2021-03-14,101710,105854
2021-03-15,99008,103194
2021-03-16,96488,100877
2021-03-17,94430,98784
2021-03-18,92141,96649
2021-03-19,90132,94668
2021-03-20,88088,92568
2021-03-21,87486,91889
2021-03-22,86303,90755
2021-03-23,84952,89460
2021-03-24,83552,88095
2021-03-25,82208,86751
2021-03-26,80885,85512
2021-03-27,79583,84210
2021-03-28,79023,83636
2021-03-29,78155,82796
2021-03-30,77182,81858
2021-03-31,76132,80906
2021-04-01,75327,80185
2021-04-02,74907,79828
2021-04-03,74578,79548
2021-04-04,74466,79408
2021-04-05,74389,79317
2021-04-06,73983,78939
2021-04-07,73304,78351
2021-04-08,72709,77847
2021-04-09,72051,77252
2021-04-10,71575,76776
2021-04-11,71358,76580
2021-04-12,70994,76265
2021-04-13,70581,75901
2021-04-14,70161,75523
2021-04-15,69727,75159
2021-04-16,69286,74795
2021-04-17,68964,74550
2021-04-18,68838,74417
2021-04-19,68579,74137
2021-04-20,68236,73843
2021-04-21,67893,73514
2021-04-22,67571,73192
2021-04-23,67200,72856
2021-04-24,66934,72604
2021-04-25,66787,72450
2021-04-26,66549,72219
2021-04-27,66262,71960
2021-04-28,65947,71687
2021-04-29,65632,71365
2021-04-30,65345,71127
2021-05-01,65170,70938
2021-05-02,65093,70868
2021-05-03,65030,70805
2021-05-04,64855,70665
2021-05-05,64652,70434
2021-05-06,64365,70154
2021-05-07,64106,69944
2021-05-08,63924,69783
2021-05-09,63840,69713
2021-05-10,63637,69559
2021-05-11,63399,69370
2021-05-12,63084,69097
2021-05-13,62748,68810
2021-05-14,62503,68600
2021-05-15,62293,68446
2021-05-16,62174,68376
2021-05-17,62041,68243
2021-05-18,61810,68026
2021-05-19,61523,67760
total,2353638,2013998
