,8
2020-11-28,7
2020-11-29,7
2020-11-30,7
2020-12-01,7
2020-12-02,7
2020-12-03,7
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,7
2020-12-09,21
2020-12-10,21
2020-12-11,21
2020-12-12,28
2020-12-13,28
2020-12-14,28
2020-12-15,35
2020-12-16,35
2020-12-17,42
2020-12-18,42
2020-12-19,42
2020-12-20,42
2020-12-21,42
2020-12-22,49
2020-12-23,63
2020-12-24,70
2020-12-25,70
2020-12-26,70
2020-12-27,70
2020-12-28,70
2020-12-29,77
2020-12-30,77
2020-12-31,84
2021-01-01,112
2021-01-02,119
2021-01-03,119
2021-01-04,119
2021-01-05,119
2021-01-06,126
2021-01-07,133
2021-01-08,161
2021-01-09,168
2021-01-10,168
2021-01-11,168
2021-01-12,182
2021-01-13,203
2021-01-14,224
2021-01-15,245
2021-01-16,245
2021-01-17,245
2021-01-18,280
2021-01-19,315
2021-01-20,343
2021-01-21,434
2021-01-22,511
2021-01-23,553
2021-01-24,560
2021-01-25,630
2021-01-26,728
2021-01-27,875
2021-01-28,1015
2021-01-29,1197
2021-01-30,1281
2021-01-31,1316
2021-02-01,1603
2021-02-02,1925
2021-02-03,2443
2021-02-04,3052
2021-02-05,3759
2021-02-06,3934
2021-02-07,3983
2021-02-08,5383
2021-02-09,7595
2021-02-10,9793
2021-02-11,12012
2021-02-12,13811
2021-02-13,14049
2021-02-14,14168
2021-02-15,15617
2021-02-16,16975
2021-02-17,17983
2021-02-18,18907
2021-02-19,19537
2021-02-20,19614
2021-02-21,19642
2021-02-22,20293
2021-02-23,20965
2021-02-24,21770
2021-02-25,22379
2021-02-26,22883
2021-02-27,22946
2021-02-28,22981
2021-03-01,23751
2021-03-02,24563
2021-03-03,25368
2021-03-04,26187
2021-03-05,26838
2021-03-06,26894
2021-03-07,26929
2021-03-08,27846
2021-03-09,28896
2021-03-10,29918
2021-03-11,30898
2021-03-12,31689
2021-03-13,31780
2021-03-14,31808
2021-03-15,32697
2021-03-16,33586
2021-03-17,34384
2021-03-18,35070
2021-03-19,35588
2021-03-20,35693
2021-03-21,35756
2021-03-22,36316
2021-03-23,37268
2021-03-24,37884
2021-03-25,38339
2021-03-26,38780
2021-03-27,38829
2021-03-28,38850
2021-03-29,39214
2021-03-30,39494
2021-03-31,39809
2021-04-01,40019
2021-04-02,40047
2021-04-03,40061
2021-04-04,40068
2021-04-05,40082
2021-04-06,40327
2021-04-07,40607
2021-04-08,40859
2021-04-09,41027
2021-04-10,41062
2021-04-11,41069
2021-04-12,41237
2021-04-13,41426
2021-04-14,41580
2021-04-15,41748
2021-04-16,41916
2021-04-17,41916
2021-04-18,41923
2021-04-19,42112
2021-04-20,42280
2021-04-21,42434
2021-04-22,42714
2021-04-23,42896
2021-04-24,42896
2021-04-25,42910
2021-04-26,43085
2021-04-27,43239
2021-04-28,43372
2021-04-29,43491
2021-04-30,43666
2021-05-01,43673
2021-05-02,43673
2021-05-03,43708
2021-05-04,43792
2021-05-05,43981
2021-05-06,44072
2021-05-07,44226
2021-05-08,44254
2021-05-09,44254
2021-05-10,44359
2021-05-11,44569
2021-05-12,44702
2021-05-13,44919
2021-05-14,45038
2021-05-15,45052
2021-05-16,45073
2021-05-17,45164
2021-05-18,45276
2021-05-19,45353
2021-05-20,45465
2021-05-21,45556
2021-05-22,45570
2021-05-23,45570
2021-05-24,45612
2021-05-25,45640
2021-05-26,45703
total,2503298
