,F,M
2020-11-28,0,0
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,7
2020-12-02,0,7
2020-12-03,0,7
2020-12-04,0,7
2020-12-05,0,7
2020-12-06,0,7
2020-12-07,0,7
2020-12-08,84,35
2020-12-09,266,112
2020-12-10,434,182
2020-12-11,609,245
2020-12-12,749,301
2020-12-13,889,343
2020-12-14,1057,406
2020-12-15,1323,483
2020-12-16,1666,595
2020-12-17,2163,735
2020-12-18,2604,840
2020-12-19,3017,959
2020-12-20,3535,1106
2020-12-21,4200,1288
2020-12-22,4739,1463
2020-12-23,5474,1687
2020-12-24,5845,1806
2020-12-25,5845,1806
2020-12-26,5852,1813
2020-12-27,5950,1848
2020-12-28,6146,1897
2020-12-29,6601,2037
2020-12-30,7756,2338
2020-12-31,8792,2632
2021-01-01,9079,2702
2021-01-02,9387,2786
2021-01-03,9639,2863
2021-01-04,10087,3010
2021-01-05,11011,3269
2021-01-06,12404,3647
2021-01-07,14448,4207
2021-01-08,16506,4788
2021-01-09,18354,5278
2021-01-10,19362,5537
2021-01-11,20825,5943
2021-01-12,22652,6454
2021-01-13,24752,7049
2021-01-14,27118,7791
2021-01-15,29722,8652
2021-01-16,32039,9310
2021-01-17,33593,9786
2021-01-18,35406,10304
2021-01-19,37534,10976
2021-01-20,39753,11732
2021-01-21,42077,12565
2021-01-22,44835,13524
2021-01-23,47005,14343
2021-01-24,48412,14889
2021-01-25,49826,15449
2021-01-26,51534,16114
2021-01-27,53123,16772
2021-01-28,54845,17388
2021-01-29,56777,18284
2021-01-30,58303,18977
2021-01-31,59479,19495
2021-02-01,60550,20020
2021-02-02,61852,20615
2021-02-03,63245,21357
2021-02-04,64736,22169
2021-02-05,66269,23016
2021-02-06,67683,23807
2021-02-07,68558,24360
2021-02-08,69412,24801
2021-02-09,70595,25480
2021-02-10,72324,26642
2021-02-11,74760,28238
2021-02-12,77910,30289
2021-02-13,81186,32515
2021-02-14,82859,33628
2021-02-15,84651,34818
2021-02-16,88984,38108
2021-02-17,95438,43029
2021-02-18,101157,47411
2021-02-19,106197,51219
2021-02-20,111223,55125
2021-02-21,113512,56980
2021-02-22,115990,58926
2021-02-23,121093,62916
2021-02-24,130760,70693
2021-02-25,143213,80717
2021-02-26,157836,93184
2021-02-27,169988,103740
2021-02-28,178220,111489
2021-03-01,187089,119399
2021-03-02,198170,129675
2021-03-03,212387,143150
2021-03-04,231679,161770
2021-03-05,250299,180327
2021-03-06,269948,199864
2021-03-07,279538,210161
2021-03-08,290864,222985
2021-03-09,301161,234388
2021-03-10,312081,246001
2021-03-11,322686,257334
2021-03-12,336518,272363
2021-03-13,353955,290913
2021-03-14,362670,300972
2021-03-15,372722,311752
2021-03-16,381591,321118
2021-03-17,388815,328979
2021-03-18,396144,336861
2021-03-19,403641,345702
2021-03-20,411572,355012
2021-03-21,414687,359051
2021-03-22,417585,362642
2021-03-23,420182,365687
2021-03-24,422737,368746
2021-03-25,425117,371455
2021-03-26,427483,374388
2021-03-27,430129,377678
2021-03-28,431305,379288
2021-03-29,432544,380737
2021-03-30,433643,382025
2021-03-31,434609,383110
2021-04-01,435232,383803
2021-04-02,435568,384181
2021-04-03,435974,384664
2021-04-04,436135,384888
2021-04-05,436233,385014
2021-04-06,436485,385301
2021-04-07,436940,385819
2021-04-08,437367,386267
2021-04-09,437773,386764
2021-04-10,438081,387121
2021-04-11,438200,387289
2021-04-12,438368,387464
2021-04-13,438557,387674
2021-04-14,438704,387863
2021-04-15,438886,388080
2021-04-16,439047,388255
2021-04-17,439194,388437
2021-04-18,439250,388507
2021-04-19,439397,388654
2021-04-20,439530,388808
2021-04-21,439691,389004
2021-04-22,439831,389151
2021-04-23,439964,389326
2021-04-24,440069,389466
2021-04-25,440139,389536
2021-04-26,440237,389648
2021-04-27,440377,389809
2021-04-28,440482,389935
2021-04-29,440601,390047
2021-04-30,440692,390159
2021-05-01,440741,390243
2021-05-02,440783,390278
2021-05-03,440797,390306
2021-05-04,440860,390376
2021-05-05,440972,390495
2021-05-06,441098,390614
2021-05-07,441210,390733
2021-05-08,441308,390838
2021-05-09,441343,390894
2021-05-10,441413,390978
2021-05-11,441518,391111
2021-05-12,441679,391251
2021-05-13,441868,391440
2021-05-14,442029,391566
2021-05-15,442162,391692
2021-05-16,442225,391769
2021-05-17,442309,391881
2021-05-18,442435,392035
2021-05-19,442582,392196
2021-05-20,442729,392350
2021-05-21,442855,392469
2021-05-22,442981,392595
2021-05-23,443044,392658
2021-05-24,443128,392777
2021-05-25,443212,392861
2021-05-26,443324,392987
total,475748,439145
