,F,M
2020-11-28,7,0
2020-11-29,14,0
2020-11-30,14,0
2020-12-01,14,7
2020-12-02,14,7
2020-12-03,14,7
2020-12-04,21,7
2020-12-05,21,7
2020-12-06,28,7
2020-12-07,28,7
2020-12-08,112,77
2020-12-09,280,168
2020-12-10,483,259
2020-12-11,700,378
2020-12-12,882,441
2020-12-13,966,497
2020-12-14,1155,595
2020-12-15,1526,763
2020-12-16,1953,994
2020-12-17,2541,1274
2020-12-18,3157,1561
2020-12-19,3745,1883
2020-12-20,4459,2240
2020-12-21,5299,2597
2020-12-22,6027,2975
2020-12-23,6860,3402
2020-12-24,7231,3605
2020-12-25,7238,3612
2020-12-26,7266,3626
2020-12-27,7357,3668
2020-12-28,7539,3745
2020-12-29,8190,4039
2020-12-30,9534,4662
2020-12-31,10731,5306
2021-01-01,11130,5481
2021-01-02,11522,5684
2021-01-03,11802,5796
2021-01-04,12313,6013
2021-01-05,13370,6426
2021-01-06,14966,7077
2021-01-07,17283,8274
2021-01-08,20104,9709
2021-01-09,22603,11032
2021-01-10,23912,11718
2021-01-11,25445,12411
2021-01-12,27524,13412
2021-01-13,30226,14735
2021-01-14,33355,16485
2021-01-15,36974,18564
2021-01-16,39893,20013
2021-01-17,41650,20916
2021-01-18,43883,22064
2021-01-19,46760,23618
2021-01-20,50099,25550
2021-01-21,54600,28602
2021-01-22,60221,32564
2021-01-23,65618,36603
2021-01-24,68621,38787
2021-01-25,71491,40768
2021-01-26,74977,43428
2021-01-27,79331,46683
2021-01-28,85498,51660
2021-01-29,93968,58751
2021-01-30,103173,66542
2021-01-31,111538,74074
2021-02-01,120631,82327
2021-02-02,130298,90944
2021-02-03,142072,101472
2021-02-04,157745,115850
2021-02-05,177716,134463
2021-02-06,203231,157598
2021-02-07,217147,171101
2021-02-08,235529,188594
2021-02-09,271320,223762
2021-02-10,325675,277732
2021-02-11,405216,355691
2021-02-12,498134,445830
2021-02-13,598010,540953
2021-02-14,639079,580020
2021-02-15,684775,624099
2021-02-16,745836,684222
2021-02-17,810467,748307
2021-02-18,865298,802186
2021-02-19,903406,840567
2021-02-20,937139,873635
2021-02-21,949298,885885
2021-02-22,965692,903021
2021-02-23,985635,922915
2021-02-24,1011234,947821
2021-02-25,1037078,972678
2021-02-26,1060437,995337
2021-02-27,1076705,1010996
2021-02-28,1084328,1018437
2021-03-01,1090488,1024478
2021-03-02,1096977,1030862
2021-03-03,1104502,1037953
2021-03-04,1114148,1047095
2021-03-05,1124501,1056930
2021-03-06,1133300,1065575
2021-03-07,1135603,1067920
2021-03-08,1139789,1072253
2021-03-09,1143604,1076089
2021-03-10,1147426,1079890
2021-03-11,1151066,1083516
2021-03-12,1155826,1088458
2021-03-13,1161461,1094247
2021-03-14,1164275,1097180
2021-03-15,1168125,1101177
2021-03-16,1171583,1104782
2021-03-17,1174537,1107939
2021-03-18,1177519,1111061
2021-03-19,1180382,1114183
2021-03-20,1183343,1117487
2021-03-21,1184288,1118684
2021-03-22,1185723,1120301
2021-03-23,1187424,1122142
2021-03-24,1188971,1123836
2021-03-25,1190651,1125656
2021-03-26,1192177,1127350
2021-03-27,1193745,1129142
2021-03-28,1194403,1129926
2021-03-29,1195390,1131095
2021-03-30,1196398,1132215
2021-03-31,1197483,1133363
2021-04-01,1198176,1134091
2021-04-02,1198421,1134413
2021-04-03,1198736,1134756
2021-04-04,1198841,1134868
2021-04-05,1198911,1134966
2021-04-06,1199317,1135414
2021-04-07,1199828,1135974
2021-04-08,1200346,1136527
2021-04-09,1200871,1137094
2021-04-10,1201277,1137570
2021-04-11,1201466,1137745
2021-04-12,1201725,1138060
2021-04-13,1202033,1138410
2021-04-14,1202355,1138767
2021-04-15,1202663,1139124
2021-04-16,1202985,1139439
2021-04-17,1203209,1139684
2021-04-18,1203300,1139789
2021-04-19,1203517,1140027
2021-04-20,1203790,1140300
2021-04-21,1204056,1140601
2021-04-22,1204392,1140972
2021-04-23,1204714,1141294
2021-04-24,1204917,1141525
2021-04-25,1205015,1141637
2021-04-26,1205225,1141882
2021-04-27,1205498,1142120
2021-04-28,1205757,1142407
2021-04-29,1206009,1142701
2021-04-30,1206303,1143009
2021-05-01,1206457,1143205
2021-05-02,1206541,1143282
2021-05-03,1206618,1143345
2021-05-04,1206793,1143513
2021-05-05,1207038,1143772
2021-05-06,1207311,1144045
2021-05-07,1207570,1144318
2021-05-08,1207773,1144521
2021-05-09,1207857,1144605
2021-05-10,1208060,1144759
2021-05-11,1208319,1145046
2021-05-12,1208613,1145333
2021-05-13,1208977,1145662
2021-05-14,1209264,1145921
2021-05-15,1209467,1146124
2021-05-16,1209579,1146215
2021-05-17,1209740,1146383
2021-05-18,1209971,1146628
2021-05-19,1210258,1146915
2021-05-20,1210552,1147174
2021-05-21,1210741,1147384
2021-05-22,1210916,1147538
2021-05-23,1210951,1147573
2021-05-24,1211021,1147629
2021-05-25,1211084,1147706
2021-05-26,1211175,1147811
total,1277297,1226001
