,8
2020-11-28,14
2020-11-29,14
2020-11-30,14
2020-12-01,35
2020-12-02,35
2020-12-03,35
2020-12-04,35
2020-12-05,35
2020-12-06,42
2020-12-07,42
2020-12-08,189
2020-12-09,455
2020-12-10,756
2020-12-11,1085
2020-12-12,1323
2020-12-13,1470
2020-12-14,1757
2020-12-15,2296
2020-12-16,2947
2020-12-17,3808
2020-12-18,4718
2020-12-19,5635
2020-12-20,6699
2020-12-21,7903
2020-12-22,9002
2020-12-23,10262
2020-12-24,10843
2020-12-25,10850
2020-12-26,10899
2020-12-27,11032
2020-12-28,11284
2020-12-29,12229
2020-12-30,14196
2020-12-31,16044
2021-01-01,16618
2021-01-02,17206
2021-01-03,17605
2021-01-04,18326
2021-01-05,19796
2021-01-06,22050
2021-01-07,25557
2021-01-08,29813
2021-01-09,33642
2021-01-10,35630
2021-01-11,37863
2021-01-12,40943
2021-01-13,44968
2021-01-14,49847
2021-01-15,55531
2021-01-16,59913
2021-01-17,62573
2021-01-18,65947
2021-01-19,70371
2021-01-20,75642
2021-01-21,83209
2021-01-22,92785
2021-01-23,102228
2021-01-24,107408
2021-01-25,112259
2021-01-26,118398
2021-01-27,126014
2021-01-28,137151
2021-01-29,152712
2021-01-30,169715
2021-01-31,185605
2021-02-01,202958
2021-02-02,221235
2021-02-03,243551
2021-02-04,273602
2021-02-05,312200
2021-02-06,360850
2021-02-07,388262
2021-02-08,424151
2021-02-09,495117
2021-02-10,603456
2021-02-11,760963
2021-02-12,944013
2021-02-13,1139012
2021-02-14,1219141
2021-02-15,1308937
2021-02-16,1430128
2021-02-17,1558851
2021-02-18,1667568
2021-02-19,1744064
2021-02-20,1810872
2021-02-21,1835274
2021-02-22,1868811
2021-02-23,1908648
2021-02-24,1959146
2021-02-25,2009840
2021-02-26,2055851
2021-02-27,2087778
2021-02-28,2102835
2021-03-01,2115043
2021-03-02,2127909
2021-03-03,2142539
2021-03-04,2161320
2021-03-05,2181501
2021-03-06,2198945
2021-03-07,2203593
2021-03-08,2212112
2021-03-09,2219756
2021-03-10,2227386
2021-03-11,2234652
2021-03-12,2244354
2021-03-13,2255785
2021-03-14,2261525
2021-03-15,2269365
2021-03-16,2276442
2021-03-17,2282553
2021-03-18,2288650
2021-03-19,2294628
2021-03-20,2300900
2021-03-21,2303042
2021-03-22,2306115
2021-03-23,2309643
2021-03-24,2312891
2021-03-25,2316391
2021-03-26,2319625
2021-03-27,2322964
2021-03-28,2324420
2021-03-29,2326576
2021-03-30,2328690
2021-03-31,2330930
2021-04-01,2332344
2021-04-02,2332918
2021-04-03,2333569
2021-04-04,2333786
2021-04-05,2333961
2021-04-06,2334815
2021-04-07,2335900
2021-04-08,2336964
2021-04-09,2338056
2021-04-10,2338938
2021-04-11,2339302
2021-04-12,2339876
2021-04-13,2340534
2021-04-14,2341213
2021-04-15,2341878
2021-04-16,2342522
2021-04-17,2342991
2021-04-18,2343187
2021-04-19,2343649
2021-04-20,2344188
2021-04-21,2344762
2021-04-22,2345469
2021-04-23,2346113
2021-04-24,2346547
2021-04-25,2346750
2021-04-26,2347212
2021-04-27,2347723
2021-04-28,2348276
2021-04-29,2348815
2021-04-30,2349424
2021-05-01,2349788
2021-05-02,2349935
2021-05-03,2350082
2021-05-04,2350418
2021-05-05,2350922
2021-05-06,2351475
2021-05-07,2352007
2021-05-08,2352406
2021-05-09,2352588
2021-05-10,2352938
2021-05-11,2353491
2021-05-12,2354065
2021-05-13,2354765
2021-05-14,2355304
2021-05-15,2355710
2021-05-16,2355920
2021-05-17,2356242
2021-05-18,2356725
2021-05-19,2357285
2021-05-20,2357642
2021-05-21,2357894
2021-05-22,2358069
2021-05-23,2358069
2021-05-24,2358069
total,2503417
