,0,1,2,3,4,5,6,7,8,9
2020-11-28,7,0,14,14,0,7,7,0,0,7
2020-11-29,7,0,14,14,0,7,7,0,0,7
2020-11-30,7,0,14,21,0,7,7,0,0,7
2020-12-01,7,0,14,21,0,7,7,0,0,7
2020-12-02,7,0,21,21,7,7,7,0,0,7
2020-12-03,7,0,21,21,7,7,7,0,0,7
2020-12-04,14,0,21,28,7,7,7,7,0,7
2020-12-05,14,0,21,28,7,7,7,7,0,7
2020-12-06,14,0,21,28,7,7,7,7,0,7
2020-12-07,14,0,28,28,7,7,7,7,0,7
2020-12-08,14,0,105,35,7,7,7,7,0,7
2020-12-09,21,7,238,35,7,21,21,7,7,21
2020-12-10,28,7,448,42,14,21,21,14,7,21
2020-12-11,28,7,721,42,14,21,21,14,7,28
2020-12-12,28,7,784,42,14,28,28,14,7,28
2020-12-13,28,14,805,42,14,28,28,14,7,28
2020-12-14,35,14,1085,49,14,28,28,14,7,28
2020-12-15,42,21,1407,56,14,28,28,14,14,28
2020-12-16,77,28,1848,63,21,28,35,14,14,28
2020-12-17,84,35,2254,84,21,35,35,21,21,35
2020-12-18,84,35,2569,91,21,35,42,21,21,35
2020-12-19,84,42,2639,91,21,35,42,21,21,35
2020-12-20,84,42,2674,98,21,35,42,21,21,35
2020-12-21,91,49,2877,119,28,35,42,21,28,42
2020-12-22,105,56,3052,140,35,35,42,21,28,42
2020-12-23,112,70,3206,168,42,42,49,28,28,42
2020-12-24,119,84,3367,189,42,42,56,28,28,49
2020-12-25,119,84,3367,189,42,42,56,28,28,49
2020-12-26,119,84,3374,189,42,42,56,28,28,49
2020-12-27,119,84,3381,196,42,42,56,28,28,49
2020-12-28,119,84,3395,196,42,42,56,28,28,49
2020-12-29,126,98,3521,217,49,49,63,28,28,49
2020-12-30,133,147,3661,245,56,49,70,35,28,49
2020-12-31,140,168,3787,273,63,56,77,35,28,49
2021-01-01,140,175,3822,280,63,56,77,35,28,56
2021-01-02,140,175,3864,287,63,56,77,35,28,56
2021-01-03,140,175,3892,294,63,56,77,35,28,56
2021-01-04,140,182,4277,350,70,56,84,35,28,56
2021-01-05,147,210,4837,469,77,56,91,35,35,56
2021-01-06,154,238,5404,595,98,63,98,42,35,63
2021-01-07,168,287,5915,749,112,70,105,42,35,63
2021-01-08,182,322,6475,896,140,84,133,56,49,77
2021-01-09,182,329,6594,931,147,91,140,56,49,77
2021-01-10,182,336,6671,952,147,91,147,56,49,77
2021-01-11,231,371,7392,1141,161,91,161,63,56,84
2021-01-12,238,406,8302,1428,203,98,182,70,63,84
2021-01-13,259,441,9254,1750,238,112,196,70,63,91
2021-01-14,273,511,10129,2170,322,133,224,84,70,91
2021-01-15,294,595,10843,2513,378,147,245,91,77,98
2021-01-16,294,609,10983,2590,385,147,252,91,77,98
2021-01-17,294,609,11074,2632,406,147,259,91,77,98
2021-01-18,462,658,12005,3332,504,182,315,105,91,119
2021-01-19,490,714,12936,4214,637,203,343,112,98,119
2021-01-20,518,770,13734,5194,805,224,371,119,105,126
2021-01-21,539,826,14441,6174,994,294,413,126,105,133
2021-01-22,616,896,15078,7126,1302,350,476,140,119,147
2021-01-23,616,903,15176,7329,1358,378,483,147,119,147
2021-01-24,616,903,15239,7427,1379,385,490,147,119,147
2021-01-25,637,959,16198,8526,1687,427,539,161,119,154
2021-01-26,672,987,17087,9954,2114,497,602,182,126,161
2021-01-27,700,1022,17913,11459,2548,595,665,189,133,168
2021-01-28,749,1064,18571,13027,3192,686,728,203,147,175
2021-01-29,805,1127,19103,14546,3955,819,784,231,147,182
2021-01-30,812,1134,19187,14854,4088,861,798,245,154,189
2021-01-31,819,1134,19229,14980,4172,882,805,245,154,189
2021-02-01,882,1169,19824,16618,4921,1071,924,266,168,196
2021-02-02,952,1190,20587,18662,5915,1302,1057,301,182,210
2021-02-03,1015,1246,21294,20678,7084,1617,1204,322,196,224
2021-02-04,1085,1302,21917,22890,8162,1981,1323,357,217,231
2021-02-05,1169,1365,22505,24920,9261,2422,1540,392,224,245
2021-02-06,1176,1365,22610,25193,9415,2534,1568,399,231,245
2021-02-07,1190,1372,22638,25340,9499,2562,1589,399,231,245
2021-02-08,1253,1456,23590,28119,10857,3374,1806,455,252,273
2021-02-09,1344,1519,24388,30380,12061,4641,2037,532,287,294
2021-02-10,1428,1568,25081,32109,13048,5901,2289,602,315,315
