,8
2020-11-28,7
2020-11-29,7
2020-11-30,7
2020-12-01,7
2020-12-02,7
2020-12-03,7
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,7
2020-12-09,21
2020-12-10,21
2020-12-11,21
2020-12-12,28
2020-12-13,28
2020-12-14,28
2020-12-15,28
2020-12-16,28
2020-12-17,35
2020-12-18,35
2020-12-19,35
2020-12-20,35
2020-12-21,35
2020-12-22,35
2020-12-23,42
2020-12-24,42
2020-12-25,42
2020-12-26,42
2020-12-27,42
2020-12-28,42
2020-12-29,49
2020-12-30,49
2020-12-31,56
2021-01-01,56
2021-01-02,56
2021-01-03,56
2021-01-04,56
2021-01-05,56
2021-01-06,63
2021-01-07,70
2021-01-08,84
2021-01-09,91
2021-01-10,91
2021-01-11,91
2021-01-12,98
2021-01-13,112
2021-01-14,133
2021-01-15,147
2021-01-16,147
2021-01-17,147
2021-01-18,182
2021-01-19,203
2021-01-20,224
2021-01-21,294
2021-01-22,350
2021-01-23,378
2021-01-24,385
2021-01-25,427
2021-01-26,497
2021-01-27,595
2021-01-28,686
2021-01-29,819
2021-01-30,861
2021-01-31,882
2021-02-01,1071
2021-02-02,1302
2021-02-03,1617
2021-02-04,1981
2021-02-05,2422
2021-02-06,2534
2021-02-07,2562
2021-02-08,3374
2021-02-09,4641
2021-02-10,5901
2021-02-11,7238
2021-02-12,8309
2021-02-13,8435
2021-02-14,8533
2021-02-15,9373
2021-02-16,10171
2021-02-17,10766
2021-02-18,11249
2021-02-19,11585
2021-02-20,11627
2021-02-21,11641
2021-02-22,12019
2021-02-23,12404
2021-02-24,12845
2021-02-25,13167
2021-02-26,13426
2021-02-27,13468
2021-02-28,13475
2021-03-01,13804
2021-03-02,14259
2021-03-03,14672
2021-03-04,15134
2021-03-05,15526
2021-03-06,15568
2021-03-07,15589
2021-03-08,16135
2021-03-09,16702
2021-03-10,17304
2021-03-11,17836
2021-03-12,18326
2021-03-13,18396
2021-03-14,18417
2021-03-15,18935
2021-03-16,19481
2021-03-17,19971
2021-03-18,20391
2021-03-19,20685
2021-03-20,20748
2021-03-21,20804
2021-03-22,21168
2021-03-23,21721
2021-03-24,22099
2021-03-25,22358
2021-03-26,22624
2021-03-27,22666
2021-03-28,22687
2021-03-29,22904
2021-03-30,23086
2021-03-31,23261
2021-04-01,23401
2021-04-02,23415
2021-04-03,23422
2021-04-04,23429
2021-04-05,23436
2021-04-06,23597
2021-04-07,23730
2021-04-08,23877
2021-04-09,23968
2021-04-10,23996
2021-04-11,23996
2021-04-12,24115
2021-04-13,24276
2021-04-14,24381
2021-04-15,24493
2021-04-16,24605
2021-04-17,24605
2021-04-18,24612
2021-04-19,24682
2021-04-20,24766
2021-04-21,24843
2021-04-22,25046
2021-04-23,25137
2021-04-24,25137
2021-04-25,25144
2021-04-26,25270
2021-04-27,25375
2021-04-28,25473
2021-04-29,25543
2021-04-30,25676
2021-05-01,25676
2021-05-02,25676
2021-05-03,25683
2021-05-04,25739
2021-05-05,25865
2021-05-06,25907
2021-05-07,26019
2021-05-08,26040
2021-05-09,26040
2021-05-10,26103
2021-05-11,26257
2021-05-12,26313
2021-05-13,26446
2021-05-14,26544
2021-05-15,26551
2021-05-16,26572
2021-05-17,26635
2021-05-18,26698
2021-05-19,26726
2021-05-20,26810
2021-05-21,26873
2021-05-22,26880
2021-05-23,26880
2021-05-24,26880
total,1428455
