,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,7,0
2020-12-03,7,0
2020-12-04,7,0
2020-12-05,7,0
2020-12-06,7,0
2020-12-07,7,0
2020-12-08,35,28
2020-12-09,112,63
2020-12-10,189,98
2020-12-11,273,140
2020-12-12,343,168
2020-12-13,392,196
2020-12-14,455,238
2020-12-15,602,308
2020-12-16,749,392
2020-12-17,952,476
2020-12-18,1183,567
2020-12-19,1407,665
2020-12-20,1638,784
2020-12-21,1939,903
2020-12-22,2205,1043
2020-12-23,2527,1232
2020-12-24,2674,1330
2020-12-25,2674,1330
2020-12-26,2674,1330
2020-12-27,2723,1351
2020-12-28,2793,1386
2020-12-29,3024,1484
2020-12-30,3584,1729
2020-12-31,4137,1981
2021-01-01,4277,2037
2021-01-02,4410,2086
2021-01-03,4508,2128
2021-01-04,4718,2205
2021-01-05,5117,2345
2021-01-06,5719,2583
2021-01-07,6636,3052
2021-01-08,7679,3570
2021-01-09,8652,4032
2021-01-10,9142,4235
2021-01-11,9730,4515
2021-01-12,10556,4907
2021-01-13,11620,5404
2021-01-14,12838,6027
2021-01-15,14238,6783
2021-01-16,15470,7399
2021-01-17,16247,7784
2021-01-18,17080,8225
2021-01-19,18284,8876
2021-01-20,19698,9716
2021-01-21,21315,10773
2021-01-22,23569,12362
2021-01-23,25487,13706
2021-01-24,26614,14497
2021-01-25,27727,15253
2021-01-26,29078,16212
2021-01-27,30667,17381
2021-01-28,32851,18963
2021-01-29,35462,20958
2021-01-30,37534,22589
2021-01-31,39655,24290
2021-02-01,42833,26964
2021-02-02,46088,29806
2021-02-03,50421,33628
2021-02-04,55888,38521
2021-02-05,61873,43960
2021-02-06,70469,51695
2021-02-07,75292,56280
2021-02-08,81424,62055
2021-02-09,95431,75523
2021-02-10,118083,97426
2021-02-11,150724,129038
2021-02-12,188601,164990
2021-02-13,233058,206493
2021-02-14,252154,224742
2021-02-15,273056,244650
2021-02-16,300300,271544
2021-02-17,330162,301616
2021-02-18,353640,324807
2021-02-19,371658,342993
2021-02-20,387289,358645
2021-02-21,393316,364588
2021-02-22,401450,373184
2021-02-23,410984,382746
2021-02-24,423920,395220
2021-02-25,435995,406791
2021-02-26,447797,418194
2021-02-27,455952,426076
2021-02-28,460201,430283
2021-03-01,462854,432936
2021-03-02,465717,435694
2021-03-03,469126,438879
2021-03-04,473963,443450
2021-03-05,478870,448161
2021-03-06,483322,452424
2021-03-07,484379,453460
2021-03-08,486094,455133
2021-03-09,487662,456736
2021-03-10,489125,458248
2021-03-11,490497,459648
2021-03-12,492625,461832
2021-03-13,495334,464590
2021-03-14,496699,465976
2021-03-15,498435,467775
2021-03-16,499898,469294
2021-03-17,501018,470554
2021-03-18,502278,471905
2021-03-19,503363,473116
2021-03-20,504777,474754
2021-03-21,505169,475251
2021-03-22,505687,475832
2021-03-23,506212,476441
2021-03-24,506772,477071
2021-03-25,507325,477722
2021-03-26,507857,478366
2021-03-27,508529,479178
2021-03-28,508830,479549
2021-03-29,509145,479962
2021-03-30,509530,480396
2021-03-31,509894,480830
2021-04-01,510153,481103
2021-04-02,510272,481229
2021-04-03,510398,481355
2021-04-04,510447,481418
2021-04-05,510475,481467
2021-04-06,510587,481593
2021-04-07,510734,481775
2021-04-08,510902,481950
2021-04-09,511084,482146
2021-04-10,511259,482342
2021-04-11,511315,482426
2021-04-12,511399,482524
2021-04-13,511497,482629
2021-04-14,511588,482741
2021-04-15,511693,482839
2021-04-16,511791,482937
2021-04-17,511889,483042
2021-04-18,511931,483091
2021-04-19,511980,483147
2021-04-20,512050,483217
2021-04-21,512113,483301
2021-04-22,512183,483399
2021-04-23,512267,483497
2021-04-24,512351,483588
2021-04-25,512386,483637
2021-04-26,512449,483700
2021-04-27,512519,483756
2021-04-28,512610,483861
2021-04-29,512687,483959
2021-04-30,512764,484043
2021-05-01,512827,484113
2021-05-02,512855,484148
2021-05-03,512876,484176
2021-05-04,512918,484218
2021-05-05,512960,484288
2021-05-06,513058,484393
2021-05-07,513128,484477
2021-05-08,513205,484561
2021-05-09,513247,484596
2021-05-10,513310,484645
2021-05-11,513373,484708
2021-05-12,513471,484799
2021-05-13,513569,484883
2021-05-14,513653,484967
2021-05-15,513744,485044
2021-05-16,513793,485079
2021-05-17,513828,485121
2021-05-18,513898,485184
2021-05-19,514017,485289
2021-05-20,514108,485380
2021-05-21,514164,485436
2021-05-22,514241,485506
2021-05-23,514276,485534
2021-05-24,514318,485569
2021-05-25,514374,485632
2021-05-26,514444,485695
total,549262,525581
