,F,M
2020-11-28,7,7
2020-11-29,7,7
2020-11-30,7,7
2020-12-01,7,7
2020-12-02,7,7
2020-12-03,7,7
2020-12-04,7,7
2020-12-05,7,7
2020-12-06,7,7
2020-12-07,7,7
2020-12-08,7,7
2020-12-09,14,21
2020-12-10,21,28
2020-12-11,21,28
2020-12-12,28,28
2020-12-13,28,28
2020-12-14,35,28
2020-12-15,42,28
2020-12-16,42,28
2020-12-17,49,35
2020-12-18,56,42
2020-12-19,56,42
2020-12-20,56,42
2020-12-21,63,49
2020-12-22,63,49
2020-12-23,77,49
2020-12-24,77,56
2020-12-25,77,56
2020-12-26,77,56
2020-12-27,77,56
2020-12-28,77,56
2020-12-29,77,56
2020-12-30,77,63
2020-12-31,77,63
2021-01-01,84,70
2021-01-02,84,70
2021-01-03,91,77
2021-01-04,91,77
2021-01-05,105,84
2021-01-06,112,98
2021-01-07,126,98
2021-01-08,147,112
2021-01-09,147,112
2021-01-10,147,112
2021-01-11,161,126
2021-01-12,175,133
2021-01-13,189,154
2021-01-14,203,161
2021-01-15,210,168
2021-01-16,210,168
2021-01-17,210,168
2021-01-18,259,189
2021-01-19,273,196
2021-01-20,287,203
2021-01-21,301,217
2021-01-22,329,224
2021-01-23,343,231
2021-01-24,343,238
2021-01-25,357,252
2021-01-26,392,273
2021-01-27,420,287
2021-01-28,455,294
2021-01-29,483,322
2021-01-30,497,329
2021-01-31,497,329
2021-02-01,546,357
2021-02-02,595,385
2021-02-03,637,406
2021-02-04,686,441
2021-02-05,742,483
2021-02-06,749,483
2021-02-07,749,483
2021-02-08,840,553
2021-02-09,966,644
2021-02-10,1078,735
2021-02-11,1211,819
2021-02-12,1421,973
2021-02-13,1484,1015
2021-02-14,1540,1071
2021-02-15,1841,1330
2021-02-16,2226,1631
2021-02-17,2569,1890
2021-02-18,2947,2254
2021-02-19,3248,2471
2021-02-20,3311,2520
2021-02-21,3332,2527
2021-02-22,3640,2765
2021-02-23,4046,3101
2021-02-24,4480,3402
2021-02-25,4872,3703
2021-02-26,5166,3990
2021-02-27,5222,4025
2021-02-28,5236,4039
2021-03-01,5649,4333
2021-03-02,6118,4732
2021-03-03,6762,5341
2021-03-04,7399,5908
2021-03-05,7994,6468
2021-03-06,8113,6601
2021-03-07,8148,6643
2021-03-08,8946,7448
2021-03-09,10024,8533
2021-03-10,11543,10031
2021-03-11,13370,11837
2021-03-12,15085,13615
2021-03-13,15379,13916
2021-03-14,15477,14035
2021-03-15,17682,16394
2021-03-16,20342,19376
2021-03-17,23009,22561
2021-03-18,25424,25277
2021-03-19,27741,27713
2021-03-20,28217,28196
2021-03-21,28385,28406
2021-03-22,30632,30800
2021-03-23,33411,33922
2021-03-24,35518,36351
2021-03-25,37226,38255
2021-03-26,38577,39872
2021-03-27,38710,40026
2021-03-28,38773,40096
2021-03-29,39837,41503
2021-03-30,40761,42567
2021-03-31,41608,43582
2021-04-01,42343,44478
2021-04-02,42413,44569
2021-04-03,42483,44667
2021-04-04,42518,44744
2021-04-05,42553,44779
2021-04-06,43372,45899
2021-04-07,44240,47103
2021-04-08,45052,48083
2021-04-09,45619,48804
2021-04-10,45647,48881
2021-04-11,45675,48909
2021-04-12,46214,49630
2021-04-13,46788,50421
2021-04-14,47292,51121
2021-04-15,47838,51821
2021-04-16,48279,52388
2021-04-17,48335,52472
2021-04-18,48377,52514
2021-04-19,48776,53130
2021-04-20,49301,53788
2021-04-21,49770,54404
2021-04-22,50190,54978
2021-04-23,50540,55468
2021-04-24,50568,55489
2021-04-25,50603,55510
2021-04-26,51079,56224
2021-04-27,51562,56917
2021-04-28,51877,57323
2021-04-29,52297,57925
2021-04-30,52640,58492
2021-05-01,52661,58513
2021-05-02,52689,58541
2021-05-03,52731,58583
2021-05-04,53060,58996
2021-05-05,53641,59724
2021-05-06,53991,60193
2021-05-07,54334,60655
2021-05-08,54383,60725
2021-05-09,54397,60739
2021-05-10,54754,61201
2021-05-11,55279,62027
2021-05-12,55706,62559
2021-05-13,56189,63217
2021-05-14,56427,63574
2021-05-15,56469,63623
2021-05-16,56511,63665
2021-05-17,56980,64365
2021-05-18,57344,64820
2021-05-19,57673,65198
2021-05-20,57897,65618
2021-05-21,58121,65968
2021-05-22,58198,66115
2021-05-23,58198,66122
2021-05-24,58373,66332
2021-05-25,58457,66465
2021-05-26,58548,66633
total,4058264,4012750
