,8
2020-11-28,1074955
2020-11-29,1074955
2020-11-30,1074955
2020-12-01,1074948
2020-12-02,1074948
2020-12-03,1074948
2020-12-04,1074948
2020-12-05,1074948
2020-12-06,1074948
2020-12-07,1074948
2020-12-08,1074885
2020-12-09,1074766
2020-12-10,1074640
2020-12-11,1074514
2020-12-12,1074423
2020-12-13,1074339
2020-12-14,1074234
2020-12-15,1074017
2020-12-16,1073793
2020-12-17,1073499
2020-12-18,1073170
2020-12-19,1072855
2020-12-20,1072505
2020-12-21,1072078
2020-12-22,1071672
2020-12-23,1071154
2020-12-24,1070902
2020-12-25,1070902
2020-12-26,1070895
2020-12-27,1070832
2020-12-28,1070720
2020-12-29,1070391
2020-12-30,1069586
2020-12-31,1068774
2021-01-01,1068550
2021-01-02,1068368
2021-01-03,1068228
2021-01-04,1067941
2021-01-05,1067402
2021-01-06,1066562
2021-01-07,1065169
2021-01-08,1063601
2021-01-09,1062166
2021-01-10,1061466
2021-01-11,1060598
2021-01-12,1059366
2021-01-13,1057805
2021-01-14,1055950
2021-01-15,1053801
2021-01-16,1051946
2021-01-17,1050784
2021-01-18,1049510
2021-01-19,1047648
2021-01-20,1045380
2021-01-21,1042678
2021-01-22,1038814
2021-01-23,1035545
2021-01-24,1033627
2021-01-25,1031737
2021-01-26,1029392
2021-01-27,1026585
2021-01-28,1022777
2021-01-29,1018115
2021-01-30,1014370
2021-01-31,1010534
2021-02-01,1004570
2021-02-02,998389
2021-02-03,990017
2021-02-04,979412
2021-02-05,967708
2021-02-06,951307
2021-02-07,941878
2021-02-08,929348
2021-02-09,900886
2021-02-10,855386
2021-02-11,790223
2021-02-12,715575
2021-02-13,629496
2021-02-14,592130
2021-02-15,550648
2021-02-16,495943
2021-02-17,435575
2021-02-18,388465
2021-02-19,351953
2021-02-20,320635
2021-02-21,308658
2021-02-22,291641
2021-02-23,272237
2021-02-24,246463
2021-02-25,222544
2021-02-26,199108
2021-02-27,183071
2021-02-28,174601
2021-03-01,168840
2021-03-02,162834
2021-03-03,155792
2021-03-04,146034
2021-03-05,136178
2021-03-06,127456
2021-03-07,125342
2021-03-08,121548
2021-03-09,117852
2021-03-10,114422
2021-03-11,111146
2021-03-12,106505
2021-03-13,101024
2021-03-14,98273
2021-03-15,94234
2021-03-16,90895
2021-03-17,88144
2021-03-18,85253
2021-03-19,82691
2021-03-20,79604
2021-03-21,78722
2021-03-22,77364
2021-03-23,75817
2021-03-24,74389
2021-03-25,72996
2021-03-26,71638
2021-03-27,70168
2021-03-28,69489
2021-03-29,68579
2021-03-30,67662
2021-03-31,66717
2021-04-01,66122
2021-04-02,65863
2021-04-03,65604
2021-04-04,65492
2021-04-05,65408
2021-04-06,65086
2021-04-07,64589
2021-04-08,64148
2021-04-09,63665
2021-04-10,63287
2021-04-11,63147
2021-04-12,62909
2021-04-13,62664
2021-04-14,62398
2021-04-15,62146
2021-04-16,61894
2021-04-17,61691
2021-04-18,61607
2021-04-19,61383
2021-04-20,61145
2021-04-21,60914
2021-04-22,60676
2021-04-23,60403
2021-04-24,60221
2021-04-25,60130
2021-04-26,59955
2021-04-27,59773
2021-04-28,59542
2021-04-29,59325
2021-04-30,59129
2021-05-01,58975
2021-05-02,58912
2021-05-03,58842
2021-05-04,58723
2021-05-05,58548
2021-05-06,58296
2021-05-07,58100
2021-05-08,57932
2021-05-09,57848
2021-05-10,57694
2021-05-11,57512
2021-05-12,57253
2021-05-13,56959
2021-05-14,56770
2021-05-15,56602
2021-05-16,56518
2021-05-17,56413
2021-05-18,56224
2021-05-19,55965
total,1074962
