,F,M
2020-11-30,0,0
2020-12-01,0,7
2020-12-02,0,7
2020-12-03,0,7
2020-12-04,0,7
2020-12-05,0,7
2020-12-06,7,7
2020-12-07,7,7
2020-12-08,49,42
2020-12-09,140,84
2020-12-10,266,140
2020-12-11,399,210
2020-12-12,504,252
2020-12-13,546,266
2020-12-14,665,329
2020-12-15,889,427
2020-12-16,1169,574
2020-12-17,1547,763
2020-12-18,1932,952
2020-12-19,2303,1183
2020-12-20,2779,1421
2020-12-21,3318,1659
2020-12-22,3780,1890
2020-12-23,4291,2121
2020-12-24,4508,2219
2020-12-25,4515,2226
2020-12-26,4536,2240
2020-12-27,4592,2261
2020-12-28,4690,2296
2020-12-29,5110,2492
2020-12-30,5887,2877
2020-12-31,6524,3269
2021-01-01,6776,3367
2021-01-02,7042,3507
2021-01-03,7217,3591
2021-01-04,7518,3717
2021-01-05,8169,3997
2021-01-06,9163,4410
2021-01-07,10556,5124
2021-01-08,12313,6041
2021-01-09,13846,6902
2021-01-10,14665,7371
2021-01-11,15603,7798
2021-01-12,16842,8393
2021-01-13,18473,9212
2021-01-14,20363,10325
2021-01-15,22568,11648
2021-01-16,24262,12481
2021-01-17,25235,12999
2021-01-18,26614,13692
2021-01-19,28259,14581
2021-01-20,30156,15666
2021-01-21,33005,17612
2021-01-22,36330,19950
2021-01-23,39795,22624
2021-01-24,41664,24017
2021-01-25,43393,25207
2021-01-26,45465,26859
2021-01-27,48146,28882
2021-01-28,52052,32207
2021-01-29,57799,37226
2021-01-30,64890,43344
2021-01-31,71113,49161
2021-02-01,76846,54614
2021-02-02,83076,60256
2021-02-03,90223,66731
2021-02-04,100079,75950
2021-02-05,113666,88788
2021-02-06,130494,104097
2021-02-07,139559,112994
2021-02-08,151018,124061
2021-02-09,171591,144697
2021-02-10,202118,175672
2021-02-11,247856,220899
2021-02-12,301896,274176
2021-02-13,357196,327670
2021-02-14,379106,348432
2021-02-15,403060,371917
2021-02-16,436156,404488
2021-02-17,470358,438025
2021-02-18,501235,468265
2021-02-19,520996,488117
2021-02-20,539063,505512
2021-02-21,545188,511805
2021-02-22,553077,520058
2021-02-23,563136,530033
2021-02-24,575393,542073
2021-02-25,588854,555079
2021-02-26,600159,566090
2021-02-27,608251,573846
2021-02-28,611618,577066
2021-03-01,614719,580083
2021-03-02,617918,583289
2021-03-03,621614,586747
2021-03-04,625975,590933
2021-03-05,631085,595770
2021-03-06,635418,600124
2021-03-07,636643,601412
2021-03-08,638659,603561
2021-03-09,640318,605255
2021-03-10,642124,607040
2021-03-11,643853,608755
2021-03-12,646072,611107
2021-03-13,648956,614103
2021-03-14,650384,615636
2021-03-15,652001,617295
2021-03-16,653527,618954
2021-03-17,654892,620438
2021-03-18,656229,621845
2021-03-19,657720,623448
2021-03-20,659211,625072
2021-03-21,659743,625730
2021-03-22,660345,626451
2021-03-23,661010,627207
2021-03-24,661696,627956
2021-03-25,662592,628908
2021-03-26,663362,629762
2021-03-27,664237,630721
2021-03-28,664580,631134
2021-03-29,665042,631680
2021-03-30,665525,632219
2021-03-31,666078,632786
2021-04-01,666407,633150
2021-04-02,666533,633325
2021-04-03,666715,633535
2021-04-04,666764,633577
2021-04-05,666806,633619
2021-04-06,667002,633801
2021-04-07,667212,634046
2021-04-08,667450,634284
2021-04-09,667695,634557
2021-04-10,667933,634809
2021-04-11,668052,634914
2021-04-12,668143,635026
2021-04-13,668262,635166
2021-04-14,668402,635334
2021-04-15,668549,635488
2021-04-16,668682,635642
2021-04-17,668808,635782
2021-04-18,668857,635838
2021-04-19,668941,635915
2021-04-20,669053,636027
2021-04-21,669179,636160
2021-04-22,669305,636307
2021-04-23,669452,636440
2021-04-24,669578,636573
2021-04-25,669627,636622
2021-04-26,669704,636713
2021-04-27,669816,636825
2021-04-28,669921,636937
2021-04-29,670047,637077
2021-04-30,670180,637224
2021-05-01,670271,637336
2021-05-02,670320,637371
2021-05-03,670355,637406
2021-05-04,670439,637483
2021-05-05,670537,637595
2021-05-06,670670,637714
2021-05-07,670782,637833
2021-05-08,670894,637931
2021-05-09,670936,637987
2021-05-10,671013,638036
2021-05-11,671125,638155
2021-05-12,671258,638281
2021-05-13,671398,638421
2021-05-14,671538,638533
2021-05-15,671643,638652
2021-05-16,671692,638715
2021-05-17,671776,638785
2021-05-18,671888,638897
2021-05-19,672021,639016
2021-05-20,672175,639135
2021-05-21,672266,639240
2021-05-22,672357,639324
2021-05-23,672357,639324
total,728035,700420
