,7
2020-11-28,0
2020-11-29,7
2020-11-30,7
2020-12-01,7
2020-12-02,7
2020-12-03,7
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,14
2020-12-08,126
2020-12-09,385
2020-12-10,623
2020-12-11,861
2020-12-12,1050
2020-12-13,1232
2020-12-14,1463
2020-12-15,1813
2020-12-16,2268
2020-12-17,2905
2020-12-18,3451
2020-12-19,3983
2020-12-20,4641
2020-12-21,5495
2020-12-22,6202
2020-12-23,7168
2020-12-24,7658
2020-12-25,7658
2020-12-26,7665
2020-12-27,7798
2020-12-28,8043
2020-12-29,8638
2020-12-30,10101
2020-12-31,11431
2021-01-01,11788
2021-01-02,12180
2021-01-03,12502
2021-01-04,13104
2021-01-05,14280
2021-01-06,16051
2021-01-07,18655
2021-01-08,21294
2021-01-09,23632
2021-01-10,24899
2021-01-11,26775
2021-01-12,29113
2021-01-13,31808
2021-01-14,34909
2021-01-15,38381
2021-01-16,41363
2021-01-17,43393
2021-01-18,45717
2021-01-19,48524
2021-01-20,51499
2021-01-21,54663
2021-01-22,58373
2021-01-23,61362
2021-01-24,63308
2021-01-25,65296
2021-01-26,67662
2021-01-27,69909
2021-01-28,72254
2021-01-29,75075
2021-01-30,77294
2021-01-31,78995
2021-02-01,80591
2021-02-02,82481
2021-02-03,84623
2021-02-04,86919
2021-02-05,89299
2021-02-06,91504
2021-02-07,92939
2021-02-08,94234
2021-02-09,96096
2021-02-10,98987
2021-02-11,103026
2021-02-12,108227
2021-02-13,113736
2021-02-14,116522
2021-02-15,119504
2021-02-16,127134
2021-02-17,138516
2021-02-18,148617
2021-02-19,157472
2021-02-20,166411
2021-02-21,170562
2021-02-22,174986
2021-02-23,184086
2021-02-24,201537
2021-02-25,224014
2021-02-26,251132
2021-02-27,273861
2021-02-28,289828
2021-03-01,306614
2021-03-02,327978
2021-03-03,355663
2021-03-04,393603
2021-03-05,430787
2021-03-06,469987
2021-03-07,489888
2021-03-08,514045
2021-03-09,535752
2021-03-10,558313
2021-03-11,580265
2021-03-12,609126
2021-03-13,645127
2021-03-14,663908
2021-03-15,684754
2021-03-16,703003
2021-03-17,718095
2021-03-18,733320
2021-03-19,749658
2021-03-20,766913
2021-03-21,774067
2021-03-22,780577
2021-03-23,786226
2021-03-24,791833
2021-03-25,796929
2021-03-26,802228
2021-03-27,808171
2021-03-28,810957
2021-03-29,813645
2021-03-30,816039
2021-03-31,818090
2021-04-01,819406
2021-04-02,820120
2021-04-03,821009
2021-04-04,821401
2021-04-05,821618
2021-04-06,822164
2021-04-07,823144
2021-04-08,824019
2021-04-09,824922
2021-04-10,825594
2021-04-11,825881
2021-04-12,826231
2021-04-13,826637
2021-04-14,826966
2021-04-15,827365
2021-04-16,827701
2021-04-17,828037
2021-04-18,828156
2021-04-19,828450
2021-04-20,828737
2021-04-21,829087
2021-04-22,829374
2021-04-23,829689
2021-04-24,829927
2021-04-25,830074
2021-04-26,830277
2021-04-27,830585
2021-04-28,830816
2021-04-29,831047
2021-04-30,831243
2021-05-01,831383
2021-05-02,831460
2021-05-03,831509
2021-05-04,831642
2021-05-05,831866
2021-05-06,832118
2021-05-07,832349
2021-05-08,832552
2021-05-09,832643
2021-05-10,832790
2021-05-11,833028
2021-05-12,833336
2021-05-13,833721
2021-05-14,834015
2021-05-15,834267
2021-05-16,834407
2021-05-17,834603
2021-05-18,834869
2021-05-19,835177
total,915495
