,0,1,2,3
2020-11-28,7,42,7,14
2020-11-29,7,42,7,14
2020-11-30,7,49,7,14
2020-12-01,7,49,7,14
2020-12-02,7,56,14,14
2020-12-03,7,63,14,14
2020-12-04,14,63,21,14
2020-12-05,14,70,21,14
2020-12-06,14,70,21,14
2020-12-07,14,77,21,14
2020-12-08,14,161,21,21
2020-12-09,21,308,35,42
2020-12-10,28,532,35,49
2020-12-11,28,805,42,49
2020-12-12,28,868,42,56
2020-12-13,28,889,42,56
2020-12-14,35,1183,42,56
2020-12-15,42,1519,49,63
2020-12-16,77,1974,56,70
2020-12-17,84,2408,63,77
2020-12-18,84,2744,63,84
2020-12-19,84,2821,63,84
2020-12-20,84,2856,63,84
2020-12-21,91,3094,70,91
2020-12-22,105,3297,84,98
2020-12-23,112,3493,98,105
2020-12-24,119,3689,98,112
2020-12-25,119,3689,98,112
2020-12-26,119,3696,98,112
2020-12-27,119,3710,98,112
2020-12-28,119,3731,105,112
2020-12-29,126,3899,112,119
2020-12-30,133,4116,133,119
2020-12-31,140,4291,140,126
2021-01-01,140,4333,140,126
2021-01-02,140,4396,147,126
2021-01-03,140,4424,147,126
2021-01-04,140,4879,154,126
2021-01-05,147,5586,175,133
2021-01-06,154,6307,203,140
2021-01-07,168,7028,224,147
2021-01-08,182,7784,273,189
2021-01-09,182,7959,287,189
2021-01-10,182,8057,294,189
2021-01-11,231,9009,329,217
2021-01-12,238,10241,392,224
2021-01-13,259,11564,434,231
2021-01-14,273,12950,553,252
2021-01-15,294,14105,623,266
2021-01-16,294,14336,644,273
2021-01-17,294,14469,665,273
2021-01-18,462,16184,819,322
2021-01-19,490,18074,987,336
2021-01-20,518,19929,1176,357
2021-01-21,539,21742,1407,371
2021-01-22,616,23457,1778,406
2021-01-23,616,23793,1848,420
2021-01-24,616,23968,1869,420
2021-01-25,637,26110,2233,441
2021-01-26,672,28532,2716,469
2021-01-27,700,30996,3220,504
2021-01-28,749,33362,3927,532
2021-01-29,805,35602,4739,567
2021-01-30,812,36043,4893,588
2021-01-31,819,36239,4977,588
2021-02-01,882,38696,5845,637
2021-02-02,952,41755,6972,700
2021-02-03,1015,44849,8288,749
2021-02-04,1085,48090,9485,805
2021-02-05,1169,51219,10801,875
2021-02-06,1176,51716,10990,882
2021-02-07,1190,51926,11095,882
2021-02-08,1253,56546,12670,987
2021-02-09,1344,60928,14098,1127
2021-02-10,1428,64666,15344,1239
2021-02-11,1519,67914,16555,1365
2021-02-12,1722,70686,17738,1582
2021-02-13,1785,70959,17969,1645
