,11,12
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,35,42
2020-12-02,42,42
2020-12-03,42,42
2020-12-04,42,42
2020-12-05,42,49
2020-12-06,42,49
2020-12-07,49,49
2020-12-08,518,434
2020-12-09,1022,819
2020-12-10,1974,1631
2020-12-11,3024,2394
2020-12-12,3731,2947
2020-12-13,3878,3073
2020-12-14,5068,4088
2020-12-15,16625,15372
2020-12-16,37989,36274
2020-12-17,59031,56469
2020-12-18,76503,72394
2020-12-19,99288,93142
2020-12-20,115157,106855
2020-12-21,124474,115906
2020-12-22,141617,131593
2020-12-23,156268,144116
2020-12-24,159831,146832
2020-12-25,159831,146839
2020-12-26,159845,146853
2020-12-27,159880,146888
2020-12-28,160013,146986
2020-12-29,164766,151746
2020-12-30,175518,162932
2020-12-31,183176,170114
2021-01-01,185115,172060
2021-01-02,188587,174776
2021-01-03,189063,175161
2021-01-04,189595,175637
2021-01-05,192521,177548
2021-01-06,197631,181629
2021-01-07,221725,202902
2021-01-08,254814,232827
2021-01-09,282723,258797
2021-01-10,294693,270018
2021-01-11,301665,275807
2021-01-12,318171,290115
2021-01-13,349517,313775
2021-01-14,385700,343931
2021-01-15,427833,379799
2021-01-16,463582,412055
2021-01-17,478744,425054
2021-01-18,489881,434231
2021-01-19,523054,457618
2021-01-20,546686,475636
2021-01-21,570808,494284
2021-01-22,599025,515774
2021-01-23,624330,534002
2021-01-24,631953,539560
2021-01-25,640094,546581
2021-01-26,647759,554134
2021-01-27,655662,562023
2021-01-28,667142,572516
2021-01-29,678307,581959
2021-01-30,687274,589099
2021-01-31,690746,591675
2021-02-01,694407,595602
2021-02-02,697522,599655
2021-02-03,700826,603848
2021-02-04,704032,608251
2021-02-05,706986,612458
2021-02-06,709450,615209
2021-02-07,710570,616567
2021-02-08,712327,619129
2021-02-09,714287,622146
2021-02-10,716366,625604
2021-02-11,718452,628698
2021-02-12,720482,631645
2021-02-13,722008,633465
2021-02-14,722498,634081
2021-02-15,723247,635194
2021-02-16,724038,636279
2021-02-17,724899,637315
2021-02-18,725725,638365
2021-02-19,726383,639135
2021-02-20,726831,639709
2021-02-21,727006,639877
2021-02-22,727384,640395
2021-02-23,727916,641046
2021-02-24,728525,641746
2021-02-25,729169,642516
2021-02-26,729750,643160
2021-02-27,730121,643587
2021-02-28,730261,643727
2021-03-01,730499,644014
2021-03-02,730814,644406
2021-03-03,731164,644840
2021-03-04,731661,645421
2021-03-05,732242,646065
2021-03-06,732648,646457
2021-03-07,732753,646576
2021-03-08,732956,646807
2021-03-09,733201,647136
2021-03-10,733467,647507
2021-03-11,733747,647864
2021-03-12,734041,648193
2021-03-13,734286,648403
2021-03-14,734363,648473
2021-03-15,734545,648662
2021-03-16,734797,648914
2021-03-17,734993,649159
2021-03-18,735266,649446
2021-03-19,735518,649740
2021-03-20,735714,649936
2021-03-21,735784,649999
2021-03-22,735903,650125
2021-03-23,736078,650328
2021-03-24,736274,650552
2021-03-25,736540,650825
2021-03-26,736778,651042
2021-03-27,737002,651217
2021-03-28,737086,651287
2021-03-29,737247,651448
2021-03-30,737450,651630
2021-03-31,737660,651847
2021-04-01,737849,652036
2021-04-02,737912,652092
2021-04-03,737982,652155
2021-04-04,738010,652169
2021-04-05,738031,652190
2021-04-06,738129,652274
2021-04-07,738276,652400
2021-04-08,738416,652526
2021-04-09,738612,652708
2021-04-10,738731,652785
2021-04-11,738780,652827
2021-04-12,738850,652890
2021-04-13,738920,652967
2021-04-14,738990,653065
2021-04-15,739095,653170
2021-04-16,739235,653268
2021-04-17,739333,653324
2021-04-18,739354,653345
2021-04-19,739403,653394
2021-04-20,739473,653457
2021-04-21,739550,653541
2021-04-22,739620,653611
2021-04-23,739676,653681
2021-04-24,739725,653723
2021-04-25,739746,653737
2021-04-26,739788,653786
2021-04-27,739830,653856
2021-04-28,739893,653926
2021-04-29,739956,653996
2021-04-30,740012,654066
2021-05-01,740040,654080
2021-05-02,740054,654087
2021-05-03,740068,654101
2021-05-04,740096,654129
2021-05-05,740145,654185
2021-05-06,740187,654220
2021-05-07,740229,654262
2021-05-08,740264,654290
2021-05-09,740285,654297
2021-05-10,740306,654332
2021-05-11,740348,654374
2021-05-12,740397,654430
2021-05-13,740446,654472
2021-05-14,740488,654514
2021-05-15,740523,654542
2021-05-16,740537,654556
2021-05-17,740572,654563
2021-05-18,740614,654605
2021-05-19,740663,654654
2021-05-20,740726,654703
2021-05-21,740754,654731
2021-05-22,740782,654752
total,775369,690501
