,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,49,35
2020-12-02,49,35
2020-12-03,49,35
2020-12-04,49,35
2020-12-05,49,35
2020-12-06,49,35
2020-12-07,56,42
2020-12-08,469,490
2020-12-09,903,938
2020-12-10,1799,1806
2020-12-11,2730,2688
2020-12-12,3353,3325
2020-12-13,3500,3444
2020-12-14,4662,4494
2020-12-15,16534,15470
2020-12-16,38864,35406
2020-12-17,61215,54292
2020-12-18,79352,69538
2020-12-19,103145,89285
2020-12-20,119504,102515
2020-12-21,129745,110635
2020-12-22,147511,125699
2020-12-23,162351,138033
2020-12-24,165725,140938
2020-12-25,165732,140938
2020-12-26,165746,140952
2020-12-27,165781,140987
2020-12-28,165907,141092
2020-12-29,171206,145306
2020-12-30,183687,154763
2020-12-31,192297,160993
2021-01-01,194537,162631
2021-01-02,198079,165277
2021-01-03,198576,165648
2021-01-04,199136,166089
2021-01-05,201873,168196
2021-01-06,207053,172207
2021-01-07,232316,192304
2021-01-08,268002,219639
2021-01-09,299012,242508
2021-01-10,312228,252483
2021-01-11,319515,257957
2021-01-12,337120,271166
2021-01-13,368627,294665
2021-01-14,407127,322504
2021-01-15,452333,355299
2021-01-16,491995,383649
2021-01-17,508298,395507
2021-01-18,520247,403865
2021-01-19,552846,427833
2021-01-20,577416,444906
2021-01-21,602952,462140
2021-01-22,632667,482139
2021-01-23,658917,499408
2021-01-24,666764,504749
2021-01-25,676018,510657
2021-01-26,685489,516411
2021-01-27,695282,522403
2021-01-28,708673,530985
2021-01-29,721322,538951
2021-01-30,731206,545167
2021-01-31,734818,547603
2021-02-01,739606,550403
2021-02-02,744247,552930
2021-02-03,749154,555520
2021-02-04,754096,558194
2021-02-05,758779,560665
2021-02-06,762181,562471
2021-02-07,763749,563381
2021-02-08,766563,564893
2021-02-09,769853,566580
2021-02-10,773514,568449
2021-02-11,776965,570185
2021-02-12,780227,571900
2021-02-13,782376,573097
2021-02-14,783090,573489
2021-02-15,784315,574126
2021-02-16,785533,574784
2021-02-17,786765,575449
2021-02-18,787990,576100
2021-02-19,788914,576604
2021-02-20,789579,576961
2021-02-21,789810,577073
2021-02-22,790398,577374
2021-02-23,791140,577822
2021-02-24,792036,578242
2021-02-25,792946,578739
2021-02-26,793730,579180
2021-02-27,794248,579460
2021-02-28,794437,579558
2021-03-01,794773,579740
2021-03-02,795242,579978
2021-03-03,795739,580265
2021-03-04,796467,580608
2021-03-05,797251,581063
2021-03-06,797769,581343
2021-03-07,797909,581420
2021-03-08,798182,581581
2021-03-09,798567,581763
2021-03-10,799001,581973
2021-03-11,799435,582176
2021-03-12,799813,582421
2021-03-13,800114,582575
2021-03-14,800198,582638
2021-03-15,800422,582785
2021-03-16,800744,582967
2021-03-17,801045,583107
2021-03-18,801395,583310
2021-03-19,801745,583513
2021-03-20,801976,583674
2021-03-21,802053,583723
2021-03-22,802214,583807
2021-03-23,802452,583954
2021-03-24,802732,584094
2021-03-25,803061,584297
2021-03-26,803369,584451
2021-03-27,803621,584598
2021-03-28,803726,584647
2021-03-29,803922,584773
2021-03-30,804167,584920
2021-03-31,804419,585081
2021-04-01,804671,585214
2021-04-02,804748,585256
2021-04-03,804839,585298
2021-04-04,804867,585319
2021-04-05,804888,585333
2021-04-06,804986,585417
2021-04-07,805147,585529
2021-04-08,805315,585627
2021-04-09,805532,585781
2021-04-10,805651,585872
2021-04-11,805700,585914
2021-04-12,805784,585956
2021-04-13,805882,586005
2021-04-14,805994,586061
2021-04-15,806127,586145
2021-04-16,806253,586250
2021-04-17,806344,586313
2021-04-18,806365,586334
2021-04-19,806442,586355
2021-04-20,806526,586404
2021-04-21,806638,586460
2021-04-22,806722,586502
2021-04-23,806799,586558
2021-04-24,806848,586600
2021-04-25,806862,586621
2021-04-26,806925,586649
2021-04-27,806988,586698
2021-04-28,807079,586740
2021-04-29,807156,586796
2021-04-30,807240,586838
2021-05-01,807261,586859
2021-05-02,807275,586866
2021-05-03,807282,586880
2021-05-04,807324,586901
2021-05-05,807387,586943
2021-05-06,807436,586971
2021-05-07,807485,587006
2021-05-08,807534,587027
2021-05-09,807541,587041
2021-05-10,807576,587062
2021-05-11,807625,587097
2021-05-12,807709,587125
2021-05-13,807758,587160
2021-05-14,807814,587195
2021-05-15,807856,587209
2021-05-16,807877,587216
2021-05-17,807905,587230
2021-05-18,807961,587265
2021-05-19,808010,587307
2021-05-20,808080,587342
2021-05-21,808122,587370
2021-05-22,808143,587391
total,849828,616042
