,F,M
2020-11-28,0,0
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,0,7
2020-12-09,7,14
2020-12-10,7,14
2020-12-11,7,14
2020-12-12,7,14
2020-12-13,7,14
2020-12-14,7,14
2020-12-15,7,14
2020-12-16,14,21
2020-12-17,21,21
2020-12-18,28,28
2020-12-19,28,28
2020-12-20,28,28
2020-12-21,28,35
2020-12-22,28,35
2020-12-23,28,42
2020-12-24,28,42
2020-12-25,28,42
2020-12-26,28,42
2020-12-27,28,42
2020-12-28,35,42
2020-12-29,35,42
2020-12-30,42,49
2020-12-31,42,49
2021-01-01,56,77
2021-01-02,56,84
2021-01-03,56,91
2021-01-04,56,98
2021-01-05,63,112
2021-01-06,70,126
2021-01-07,77,126
2021-01-08,84,140
2021-01-09,84,147
2021-01-10,91,147
2021-01-11,91,161
2021-01-12,119,182
2021-01-13,133,196
2021-01-14,147,217
2021-01-15,154,231
2021-01-16,161,238
2021-01-17,168,238
2021-01-18,203,280
2021-01-19,217,301
2021-01-20,231,322
2021-01-21,259,357
2021-01-22,301,413
2021-01-23,308,420
2021-01-24,308,420
2021-01-25,336,462
2021-01-26,378,518
2021-01-27,420,560
2021-01-28,469,616
2021-01-29,504,658
2021-01-30,511,665
2021-01-31,518,679
2021-02-01,609,749
2021-02-02,672,861
2021-02-03,770,959
2021-02-04,882,1064
2021-02-05,1015,1225
2021-02-06,1043,1253
2021-02-07,1057,1267
2021-02-08,1211,1428
2021-02-09,1379,1652
2021-02-10,1561,1869
2021-02-11,1785,2128
2021-02-12,2177,2618
2021-02-13,2310,2786
2021-02-14,2373,2877
2021-02-15,3192,3815
2021-02-16,4277,5033
2021-02-17,5404,6279
2021-02-18,6587,7707
2021-02-19,7483,8841
2021-02-20,7609,8967
2021-02-21,7665,9016
2021-02-22,8638,10213
2021-02-23,9877,11662
2021-02-24,11004,12936
2021-02-25,12033,14231
2021-02-26,12831,15330
2021-02-27,12957,15477
2021-02-28,12985,15519
2021-03-01,14042,16667
2021-03-02,15323,18158
2021-03-03,16660,19740
2021-03-04,17934,21357
2021-03-05,19040,22701
2021-03-06,19187,22869
2021-03-07,19257,22946
2021-03-08,20524,24374
2021-03-09,21917,26131
2021-03-10,23478,27979
2021-03-11,24920,29694
2021-03-12,26054,30996
2021-03-13,26215,31206
2021-03-14,26257,31269
2021-03-15,27608,32795
2021-03-16,28896,34258
2021-03-17,30149,35686
2021-03-18,31290,36953
2021-03-19,32277,37954
2021-03-20,32431,38150
2021-03-21,32487,38227
2021-03-22,33439,39368
2021-03-23,34699,40880
2021-03-24,35581,41965
2021-03-25,36351,42854
2021-03-26,37044,43652
2021-03-27,37114,43750
2021-03-28,37191,43820
2021-03-29,37779,44611
2021-03-30,38262,45199
2021-03-31,38647,45710
2021-04-01,39060,46249
2021-04-02,39081,46277
2021-04-03,39144,46340
2021-04-04,39158,46375
2021-04-05,39179,46389
2021-04-06,39613,46956
2021-04-07,40068,47593
2021-04-08,40411,48111
2021-04-09,40712,48489
2021-04-10,40740,48517
2021-04-11,40747,48538
2021-04-12,40985,48860
2021-04-13,41265,49224
2021-04-14,41538,49560
2021-04-15,41783,49868
2021-04-16,42028,50141
2021-04-17,42056,50176
2021-04-18,42077,50218
2021-04-19,42343,50498
2021-04-20,42609,50771
2021-04-21,42854,51100
2021-04-22,43050,51366
2021-04-23,43274,51625
2021-04-24,43288,51653
2021-04-25,43309,51681
2021-04-26,43519,51989
2021-04-27,43820,52374
2021-04-28,44086,52724
2021-04-29,44317,52976
2021-04-30,44506,53207
2021-05-01,44520,53228
2021-05-02,44527,53235
2021-05-03,44548,53263
2021-05-04,44765,53494
2021-05-05,45080,53879
2021-05-06,45262,54054
2021-05-07,45514,54355
2021-05-08,45535,54397
2021-05-09,45549,54397
2021-05-10,45892,54796
2021-05-11,46263,55223
2021-05-12,46599,55580
2021-05-13,46928,55986
2021-05-14,47082,56203
2021-05-15,47117,56238
2021-05-16,47138,56273
2021-05-17,47313,56504
2021-05-18,47530,56721
2021-05-19,47719,56938
2021-05-20,47922,57176
2021-05-21,48062,57309
2021-05-22,48076,57330
2021-05-23,48083,57337
2021-05-24,48174,57470
2021-05-25,48237,57540
2021-05-26,48279,57631
total,2021103,2303553
