,F,M
2020-11-28,2353568,2013928
2020-11-29,2353561,2013928
2020-11-30,2353561,2013921
2020-12-01,2353547,2013907
2020-12-02,2353547,2013907
2020-12-03,2353547,2013907
2020-12-04,2353540,2013907
2020-12-05,2353540,2013907
2020-12-06,2353540,2013907
2020-12-07,2353533,2013907
2020-12-08,2352973,2013445
2020-12-09,2351846,2012486
2020-12-10,2350537,2011331
2020-12-11,2349263,2010274
2020-12-12,2348374,2009595
2020-12-13,2347660,2008986
2020-12-14,2346351,2007866
2020-12-15,2334759,1997247
2020-12-16,2315082,1980419
2020-12-17,2296826,1965670
2020-12-18,2284744,1955800
2020-12-19,2270387,1944124
2020-12-20,2257724,1933904
2020-12-21,2249576,1927527
2020-12-22,2235345,1915830
2020-12-23,2224586,1907213
2020-12-24,2221618,1905141
2020-12-25,2221611,1905134
2020-12-26,2221604,1905120
2020-12-27,2221422,1905022
2020-12-28,2221016,1904742
2020-12-29,2215514,1900675
2020-12-30,2199729,1889601
2020-12-31,2187682,1881495
2021-01-01,2185260,1879878
2021-01-02,2183209,1878345
2021-01-03,2182054,1877575
2021-01-04,2180612,1876609
2021-01-05,2177469,1874670
2021-01-06,2170161,1869476
2021-01-07,2141874,1847965
2021-01-08,2106741,1822149
2021-01-09,2076312,1800078
2021-01-10,2063040,1790334
2021-01-11,2053079,1783712
2021-01-12,2029790,1768109
2021-01-13,1994160,1742146
2021-01-14,1956710,1713999
2021-01-15,1909803,1679181
2021-01-16,1861342,1644111
2021-01-17,1840580,1629040
2021-01-18,1823962,1617609
2021-01-19,1777237,1580915
2021-01-20,1722392,1538159
2021-01-21,1665944,1494766
2021-01-22,1582966,1430401
2021-01-23,1497846,1362256
2021-01-24,1469384,1338561
2021-01-25,1442973,1317085
2021-01-26,1407448,1288497
2021-01-27,1373043,1260455
2021-01-28,1319626,1214647
2021-01-29,1243193,1148490
2021-01-30,1164625,1081234
2021-01-31,1120441,1042111
2021-02-01,1080170,1006649
2021-02-02,1034656,965664
2021-02-03,976948,914011
2021-02-04,917049,858928
2021-02-05,859565,807212
2021-02-06,786709,742189
2021-02-07,750498,708778
2021-02-08,715260,676333
2021-02-09,665756,630497
2021-02-10,614327,583415
2021-02-11,554456,528234
2021-02-12,493255,472703
2021-02-13,430031,415450
2021-02-14,405482,392427
2021-02-15,378609,367689
2021-02-16,346122,336539
2021-02-17,311332,302708
2021-02-18,283654,276339
2021-02-19,262353,255766
2021-02-20,244489,238427
2021-02-21,237790,231966
2021-02-22,228053,222187
2021-02-23,216104,210861
2021-02-24,200193,196098
2021-02-25,185108,182259
2021-02-26,170492,168798
2021-02-27,160811,159768
2021-02-28,155995,155127
2021-03-01,152096,151599
2021-03-02,147777,147735
2021-03-03,142625,143255
2021-03-04,135716,137123
2021-03-05,128611,130802
2021-03-06,122920,125615
2021-03-07,121583,124327
2021-03-08,118783,121737
2021-03-09,115850,119021
2021-03-10,113085,116522
2021-03-11,110404,114016
2021-03-12,106981,110817
2021-03-13,103390,107366
2021-03-14,101696,105735
2021-03-15,98994,103075
2021-03-16,96474,100758
2021-03-17,94423,98665
2021-03-18,92127,96530
2021-03-19,90125,94549
2021-03-20,88074,92442
2021-03-21,87472,91770
2021-03-22,86296,90636
2021-03-23,84952,89348
2021-03-24,83552,87983
2021-03-25,82215,86646
2021-03-26,80899,85414
2021-03-27,79597,84112
2021-03-28,79037,83538
2021-03-29,78162,82698
2021-03-30,77196,81760
2021-03-31,76146,80808
2021-04-01,75341,80080
2021-04-02,74949,79751
2021-04-03,74620,79464
2021-04-04,74508,79324
2021-04-05,74431,79233
2021-04-06,74025,78855
2021-04-07,73353,78274
2021-04-08,72765,77770
2021-04-09,72107,77175
2021-04-10,71638,76706
2021-04-11,71421,76510
2021-04-12,71057,76202
2021-04-13,70665,75852
2021-04-14,70252,75488
2021-04-15,69825,75131
2021-04-16,69391,74767
2021-04-17,69069,74522
2021-04-18,68943,74396
2021-04-19,68684,74116
2021-04-20,68348,73822
2021-04-21,68012,73493
2021-04-22,67683,73178
2021-04-23,67319,72842
2021-04-24,67060,72597
2021-04-25,66906,72443
2021-04-26,66668,72212
2021-04-27,66388,71960
2021-04-28,66073,71680
2021-04-29,65758,71351
2021-04-30,65478,71113
2021-05-01,65303,70931
2021-05-02,65226,70861
2021-05-03,65156,70798
2021-05-04,64988,70658
2021-05-05,64785,70427
2021-05-06,64498,70147
2021-05-07,64232,69944
2021-05-08,64057,69783
2021-05-09,63966,69713
2021-05-10,63770,69566
2021-05-11,63532,69370
2021-05-12,63210,69104
2021-05-13,62881,68810
2021-05-14,62629,68607
2021-05-15,62412,68446
2021-05-16,62293,68376
2021-05-17,62160,68229
2021-05-18,61929,68019
2021-05-19,61628,67732
2021-05-20,61355,67522
2021-05-21,61138,67340
2021-05-22,60970,67200
2021-05-23,60893,67130
2021-05-24,60711,66969
2021-05-25,60529,66801
2021-05-26,60291,66563
total,2353603,2013942
