,0,1,2,3,4,5,6,7,8,9
2020-11-29,0,0,0,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,0,0,7
2020-12-01,112,0,84,7,7,7,7,7,7,21
2020-12-02,119,0,84,14,7,7,7,7,7,21
2020-12-03,119,7,84,14,7,7,7,7,14,21
2020-12-04,126,7,91,14,7,7,14,7,14,21
2020-12-05,126,7,91,14,7,7,14,7,14,21
2020-12-06,133,7,91,14,7,14,14,7,14,28
2020-12-07,140,7,105,21,7,14,14,7,21,35
2020-12-08,959,21,959,126,224,91,357,140,224,294
2020-12-09,2625,35,1848,210,581,231,875,420,651,679
2020-12-10,4956,49,3612,350,1001,406,1575,763,1134,1197
2020-12-11,7427,70,5418,511,1491,609,2352,1120,1659,1757
2020-12-12,9597,70,6678,623,1855,756,2961,1379,2051,2184
2020-12-13,10682,77,6951,665,1981,812,3248,1533,2261,2429
2020-12-14,12908,91,9156,840,2268,994,3836,1834,2751,2947
2020-12-15,16618,231,32004,1253,2870,1323,5019,2415,3689,3927
2020-12-16,21154,567,74270,2100,3570,1743,6321,3143,4760,5026
2020-12-17,26523,994,115507,2926,4403,2310,7952,4151,6139,6482
2020-12-18,32221,1197,148897,4109,5243,2891,9667,5103,7623,7952
2020-12-19,37121,1463,192437,5740,5936,3486,11032,5943,8841,9212
2020-12-20,43302,1750,222019,7602,6797,4207,12873,7133,10493,10822
2020-12-21,51037,2058,240380,9296,7847,4977,15141,8428,12404,12754
2020-12-22,58499,2331,273210,10906,8876,5670,17220,9625,14287,14623
2020-12-23,66913,3290,300391,12747,10003,6412,19593,10969,16296,16667
2020-12-24,71015,3815,306663,13223,10528,6734,20720,11599,17206,17619
2020-12-25,71106,3850,306670,13223,10542,6741,20734,11606,17213,17633
2020-12-26,71841,3878,306705,13251,10612,6783,20888,11676,17339,17766
2020-12-27,73262,3878,306768,13300,10773,6853,21175,11816,17570,18004
2020-12-28,75782,3885,307006,13398,11025,6993,21693,12075,17976,18452
2020-12-29,83475,5334,316512,14504,12019,7602,23681,13132,19467,20048
2020-12-30,96796,13496,338450,17850,13909,8764,27356,15092,22183,23023
2020-12-31,108682,18627,353290,22750,15519,9793,30534,16737,24724,25809
2021-01-01,112483,19467,357175,24976,16002,10143,31570,17325,25522,26712
2021-01-02,117523,20097,363363,27671,16625,10549,32844,18011,26495,27748
2021-01-03,121219,20272,364231,28343,16989,10815,33768,18473,27251,28553
2021-01-04,128905,20384,365232,28686,17710,11242,35427,19369,28700,30184
2021-01-05,143031,21623,370069,30723,19194,12173,38745,21154,31472,33243
2021-01-06,161875,24234,379267,34272,21035,13573,43358,23730,35280,37338
2021-01-07,185857,30275,424627,50596,23744,15680,49399,27321,40600,42700
2021-01-08,212618,38269,487648,72163,27188,18361,56448,31367,46585,48580
2021-01-09,234353,45115,541527,90020,30177,20748,62328,34650,51149,53396
2021-01-10,249620,47222,564718,97636,31745,22043,66052,36666,54187,56588
2021-01-11,270907,52192,577479,104846,33894,23401,71225,39375,58373,61082
2021-01-12,295939,57582,608286,116263,36708,25242,77308,42742,63672,66409
2021-01-13,324030,64267,663292,143430,40705,27692,84301,46746,69468,72471
2021-01-14,353920,72247,729638,177576,45255,30695,92407,51065,75796,78960
2021-01-15,388059,81452,807632,215579,50442,34216,101563,55804,82614,86086
2021-01-16,414316,87535,875644,246211,54075,36743,108290,59409,87864,91546
2021-01-17,431508,89775,903805,261268,56301,38234,112518,61789,91357,95256
2021-01-18,456078,93562,924112,273462,59535,40306,118664,65051,96173,100282
2021-01-19,482916,97321,980679,323547,64617,42840,125545,68614,101430,105728
2021-01-20,512400,101304,1022329,383201,72310,45829,133042,72429,106995,111783
2021-01-21,543081,105217,1065099,470176,81788,50617,141477,76664,113134,118090
2021-01-22,575001,110950,1114806,594860,94766,56280,150920,81200,119672,124747
2021-01-23,600411,113575,1158332,726103,110488,62426,159061,85099,124922,130046
2021-01-24,614873,114667,1171513,779128,117915,65681,163541,87318,127988,133091
2021-01-25,633976,115381,1186682,823865,125664,68600,168784,89915,131866,136962
2021-01-26,655403,116193,1201900,874937,135429,72324,174951,93002,136199,141554
2021-01-27,678832,117089,1217685,926982,148323,77035,181965,96432,140812,146258
2021-01-28,701554,118104,1239658,1021979,166747,84259,189567,100009,145292,151025
2021-01-29,726915,119378,1260273,1189496,193200,95025,198163,103831,150325,156317
2021-01-30,746683,120029,1276373,1352792,220493,108234,205051,107205,154427,160531
2021-01-31,760025,120225,1282421,1446284,239239,120281,210434,110082,157108,163534
2021-02-01,774753,120708,1290016,1532447,255584,131467,216146,113484,160083,166565
2021-02-02,791567,121254,1297177,1627864,275422,143332,223412,117544,163506,170156
2021-02-03,809333,121856,1304674,1741397,305298,156954,231630,122332,167293,173936
2021-02-04,826847,122815,1312290,1857898,338051,176029,240828,126847,171283,177814
2021-02-05,845194,123830,1319444,1975967,374577,202461,251265,131516,175469,181916
2021-02-06,860930,124299,1324659,2104949,423052,234598,264061,135548,179977,185850
2021-02-07,868581,124467,1327137,2161950,441175,252553,269745,137802,182511,187719
2021-02-08,879445,125013,1331456,2219721,462714,275079,276507,140329,185255,190414
2021-02-09,892633,125699,1336433,2276365,490420,316288,285999,144158,188412,193837
2021-02-10,907844,126546,1341970,2326212,513975,377797,298466,149142,191947,197477
2021-02-11,923951,127393,1347150,2367911,539567,468755,313894,156072,196133,201215
