,F,M
2020-11-28,1304611,1319626
2020-11-29,1304611,1319626
2020-11-30,1304611,1319626
2020-12-01,1304611,1319619
2020-12-02,1304611,1319619
2020-12-03,1304611,1319619
2020-12-04,1304611,1319619
2020-12-05,1304611,1319619
2020-12-06,1304611,1319619
2020-12-07,1304611,1319619
2020-12-08,1304303,1319486
2020-12-09,1303785,1319276
2020-12-10,1303232,1319059
2020-12-11,1302679,1318835
2020-12-12,1302119,1318625
2020-12-13,1301783,1318478
2020-12-14,1301314,1318282
2020-12-15,1300481,1317981
2020-12-16,1299529,1317603
2020-12-17,1298346,1317169
2020-12-18,1297184,1316721
2020-12-19,1296267,1316371
2020-12-20,1295140,1315902
2020-12-21,1293586,1315293
2020-12-22,1292102,1314691
2020-12-23,1290317,1313921
2020-12-24,1289512,1313543
2020-12-25,1289512,1313536
2020-12-26,1289484,1313522
2020-12-27,1289267,1313431
2020-12-28,1288882,1313277
2020-12-29,1287706,1312850
2020-12-30,1284864,1311709
2020-12-31,1282092,1310624
2021-01-01,1281343,1310309
2021-01-02,1280594,1309994
2021-01-03,1279971,1309770
2021-01-04,1278823,1309308
2021-01-05,1276618,1308538
2021-01-06,1273650,1307467
2021-01-07,1269086,1305689
2021-01-08,1264102,1303498
2021-01-09,1259545,1301769
2021-01-10,1256927,1300880
2021-01-11,1253126,1299228
2021-01-12,1248373,1297233
2021-01-13,1242997,1295070
2021-01-14,1237271,1292501
2021-01-15,1230299,1289190
2021-01-16,1224230,1286600
2021-01-17,1220289,1285165
2021-01-18,1215893,1283149
2021-01-19,1210181,1280314
2021-01-20,1203482,1276674
2021-01-21,1195810,1272138
2021-01-22,1185968,1265761
2021-01-23,1176868,1260084
2021-01-24,1172115,1257123
2021-01-25,1167047,1254120
2021-01-26,1160369,1249773
2021-01-27,1153453,1245076
2021-01-28,1143695,1237593
2021-01-29,1132383,1229144
2021-01-30,1119846,1219463
2021-01-31,1112265,1213639
2021-02-01,1104355,1207136
2021-02-02,1094128,1198785
2021-02-03,1079939,1186619
2021-02-04,1062971,1171863
2021-02-05,1045387,1156792
2021-02-06,1019921,1134343
2021-02-07,1008266,1124186
2021-02-08,996254,1113287
2021-02-09,981008,1099189
2021-02-10,964404,1083705
2021-02-11,945252,1065246
2021-02-12,925904,1045730
2021-02-13,907529,1027495
2021-02-14,899927,1019718
2021-02-15,891765,1011129
2021-02-16,872970,988414
2021-02-17,841127,949123
2021-02-18,810355,911652
2021-02-19,785729,882252
2021-02-20,761355,852852
2021-02-21,753242,842933
2021-02-22,742315,830221
2021-02-23,715365,797965
2021-02-24,679287,754901
2021-02-25,638960,709604
2021-02-26,598283,663411
2021-02-27,567112,628530
2021-02-28,556612,617281
2021-03-01,547687,607971
2021-03-02,537264,597254
2021-03-03,519414,577955
2021-03-04,495362,550956
2021-03-05,470036,522221
2021-03-06,443030,491960
2021-03-07,436366,484428
2021-03-08,428113,474803
2021-03-09,418558,463820
2021-03-10,407645,451598
2021-03-11,398580,441252
2021-03-12,383355,423682
2021-03-13,362313,399532
2021-03-14,353563,388703
2021-03-15,341068,373989
2021-03-16,327880,358099
2021-03-17,315812,343833
2021-03-18,302939,328993
2021-03-19,289464,313306
2021-03-20,272755,293804
2021-03-21,266378,286006
2021-03-22,259252,277669
2021-03-23,251958,269486
2021-03-24,244937,261520
2021-03-25,237979,253771
2021-03-26,230272,245217
2021-03-27,220962,234682
2021-03-28,216545,229642
2021-03-29,212247,224651
2021-03-30,208075,220122
2021-03-31,203630,215348
2021-04-01,200466,211764
2021-04-02,198961,209993
2021-04-03,197414,208201
2021-04-04,196588,207137
2021-04-05,196112,206535
2021-04-06,194768,205051
2021-04-07,192836,202867
2021-04-08,191338,201110
2021-04-09,189609,198982
2021-04-10,187999,197267
2021-04-11,187383,196532
2021-04-12,186676,195706
2021-04-13,185885,194747
2021-04-14,185031,193809
2021-04-15,183967,192661
2021-04-16,182938,191569
2021-04-17,182000,190603
2021-04-18,181447,190071
2021-04-19,180866,189434
2021-04-20,180152,188706
2021-04-21,179277,187817
2021-04-22,178339,186928
2021-04-23,177359,185969
2021-04-24,176421,185080
2021-04-25,175924,184604
2021-04-26,175364,183995
2021-04-27,174524,183246
2021-04-28,173656,182336
2021-04-29,172648,181440
2021-04-30,171759,180628
2021-05-01,170947,180012
2021-05-02,170471,179648
2021-05-03,170121,179396
2021-05-04,169512,178857
2021-05-05,168721,178129
2021-05-06,167755,177317
2021-05-07,166824,176505
2021-05-08,165928,175763
2021-05-09,165466,175406
2021-05-10,164822,174769
2021-05-11,163933,173936
2021-05-12,162456,172620
2021-05-13,160825,171199
2021-05-14,159341,170044
2021-05-15,157808,168840
2021-05-16,157073,168287
2021-05-17,156450,167706
2021-05-18,155337,166775
2021-05-19,153650,165452
2021-05-20,152082,164276
2021-05-21,150808,163303
2021-05-22,149730,162428
2021-05-23,149177,161980
2021-05-24,148505,161308
2021-05-25,147595,160489
2021-05-26,146384,159474
total,1304625,1319633
