,8,9,10,11,12
2020-11-28,1080702,1212750,880754,607271,586019
2020-11-29,1080702,1212750,880754,607271,586019
2020-11-30,1080695,1212743,880754,607271,586019
2020-12-01,1080695,1212743,880754,607257,586012
2020-12-02,1080695,1212743,880747,607257,586012
2020-12-03,1080695,1212743,880747,607257,586012
2020-12-04,1080695,1212743,880747,607257,586012
2020-12-05,1080695,1212743,880747,607257,586012
2020-12-06,1080695,1212743,880747,607257,586012
2020-12-07,1080695,1212743,880747,607257,586005
2020-12-08,1080632,1212715,880740,606795,585543
2020-12-09,1080513,1212666,880719,605745,584689
2020-12-10,1080387,1212596,880677,604506,583702
2020-12-11,1080261,1212547,880656,603302,582771
2020-12-12,1080163,1212505,880635,602518,582148
2020-12-13,1080086,1212477,880628,601860,581602
2020-12-14,1079974,1212428,880586,600635,580594
2020-12-15,1079757,1212330,880467,589085,570367
2020-12-16,1079526,1212211,880299,570451,553014
2020-12-17,1079232,1212036,879830,553889,537509
2020-12-18,1078910,1211875,879375,542745,527646
2020-12-19,1078588,1211693,878808,529459,515970
2020-12-20,1078245,1211469,878458,517986,505477
2020-12-21,1077811,1211224,878010,510797,499254
2020-12-22,1077405,1210972,877625,498029,487151
2020-12-23,1076880,1210587,877219,488894,478219
2020-12-24,1076614,1210419,876981,486787,475965
2020-12-25,1076614,1210419,876981,486780,475958
2020-12-26,1076607,1210412,876981,486773,475958
2020-12-27,1076544,1210398,876967,486661,475874
2020-12-28,1076432,1210342,876932,486395,475657
2020-12-29,1076075,1210090,876610,481992,471422
2020-12-30,1075088,1209194,874685,471380,458990
2020-12-31,1074136,1208403,872746,463708,450184
2021-01-01,1073891,1208179,872221,462371,448483
2021-01-02,1073702,1208046,871549,461041,447223
2021-01-03,1073562,1207962,871465,460201,446446
2021-01-04,1073261,1207808,871346,459228,445578
2021-01-05,1072708,1207549,871010,457401,443471
2021-01-06,1071819,1206793,868826,452956,439250
2021-01-07,1070307,1205372,859894,433377,420889
2021-01-08,1068550,1202908,848729,409997,398713
2021-01-09,1067003,1199695,840770,390397,378518
2021-01-10,1066282,1198876,836913,381094,370209
2021-01-11,1065309,1197791,833798,375774,364126
2021-01-12,1063916,1195810,827435,361774,348964
2021-01-13,1062173,1193052,812910,339843,328328
2021-01-14,1060115,1188887,797293,317065,307342
2021-01-15,1057637,1183945,778351,288743,280315
2021-01-16,1055579,1179710,763434,256641,250089
2021-01-17,1054354,1177624,757505,242823,237314
2021-01-18,1052919,1174901,751009,234472,228270
2021-01-19,1050917,1167334,722015,209797,208082
2021-01-20,1048495,1155560,686203,183029,187264
2021-01-21,1045576,1140846,646317,160433,167531
2021-01-22,1041334,1114491,586250,130683,140616
2021-01-23,1037939,1079995,514024,105973,122171
2021-01-24,1035965,1067297,489048,99120,116508
2021-01-25,1034033,1054844,468685,92932,109564
2021-01-26,1031646,1037260,440454,85246,101339
2021-01-27,1028783,1017674,413350,79093,94605
2021-01-28,1024919,983871,367717,71001,86758
2021-01-29,1020194,934661,295624,62594,78617
2021-01-30,1016421,870058,229516,56056,73808
2021-01-31,1012585,828779,195895,53354,71946
2021-02-01,1006593,790972,170359,50463,68432
2021-02-02,1000370,738682,149079,47747,64442
2021-02-03,991942,663880,129773,45066,60298
2021-02-04,981295,583478,112686,42350,56168
2021-02-05,969535,506527,98819,39683,52220
2021-02-06,953106,402038,86016,37702,50036
2021-02-07,943663,349160,80654,36806,48993
2021-02-08,931098,304066,74683,35231,46515
2021-02-09,902580,249025,67704,33341,43596
2021-02-10,856982,207375,62076,31227,40089
2021-02-11,791721,168483,56329,29183,36974
2021-02-12,716954,136346,51422,27349,33894
2021-02-13,630812,108521,47677,26201,32277
2021-02-14,593425,100555,46452,25788,31689
2021-02-15,551901,93870,45017,25067,30450
2021-02-16,497154,88312,43491,24360,29344
2021-02-17,436737,83580,41923,23632,28182
2021-02-18,389564,79863,40537,22932,27090
2021-02-19,352996,77168,39480,22365,26103
2021-02-20,321643,74865,38682,22029,25697
2021-02-21,309659,74179,38437,21910,25571
2021-02-22,292614,72884,37940,21637,25165
2021-02-23,273182,71106,37163,21112,24409
2021-02-24,247345,68572,36162,20573,23639
2021-02-25,223377,66115,35035,19999,22841
2021-02-26,199892,63805,34055,19446,22106
2021-02-27,183820,62342,33460,19152,21805
2021-02-28,175343,61747,33264,19061,21707
2021-03-01,169561,61033,32886,18844,21371
2021-03-02,163534,60172,32382,18543,20881
2021-03-03,156464,59073,31857,18165,20328
2021-03-04,146657,57617,31108,17696,19761
2021-03-05,136745,55993,30268,17269,19131
2021-03-06,128009,54880,29785,17010,18851
2021-03-07,125895,54614,29659,16961,18788
2021-03-08,122080,53907,29232,16744,18557
2021-03-09,118349,53116,28791,16457,18151
2021-03-10,114898,52374,28378,16170,17787
2021-03-11,111622,51562,27902,15883,17451
2021-03-12,106953,50680,27454,15631,17087
2021-03-13,101458,49889,27076,15414,16919
2021-03-14,98700,49588,26950,15344,16849
2021-03-15,94647,48965,26684,15148,16625
2021-03-16,91294,48300,26362,14917,16352
2021-03-17,88536,47663,26061,14707,16121
2021-03-18,85624,47040,25683,14483,15820
2021-03-19,83048,46445,25347,14245,15589
2021-03-20,79961,45927,25095,14084,15456
2021-03-21,79072,45738,24997,14042,15393
2021-03-22,77707,45297,24787,13895,15246
2021-03-23,76153,44828,24528,13741,15043
2021-03-24,74725,44289,24206,13517,14805
2021-03-25,73318,43771,23912,13328,14539
2021-03-26,71960,43302,23611,13139,14301
2021-03-27,70476,42847,23289,12992,14105
2021-03-28,69797,42644,23177,12929,14035
2021-03-29,68880,42308,23009,12796,13867
2021-03-30,67956,41888,22785,12649,13671
2021-03-31,67004,41468,22533,12481,13468
2021-04-01,66395,41062,22323,12362,13286
2021-04-02,66143,40922,22148,12278,13209
2021-04-03,65877,40810,22050,12201,13153
2021-04-04,65758,40754,22015,12180,13125
2021-04-05,65681,40712,22001,12166,13104
2021-04-06,65352,40544,21889,12103,12999
2021-04-07,64855,40292,21686,11977,12824
2021-04-08,64407,40033,21518,11872,12705
2021-04-09,63924,39746,21322,11746,12551
2021-04-10,63546,39529,21168,11641,12460
2021-04-11,63399,39431,21084,11613,12411
2021-04-12,63161,39270,20972,11536,12327
2021-04-13,62916,39109,20818,11466,12215
2021-04-14,62643,38927,20678,11389,12103
2021-04-15,62391,38731,20524,11312,11998
2021-04-16,62139,38500,20363,11228,11921
2021-04-17,61936,38353,20244,11179,11886
2021-04-18,61852,38283,20195,11151,11858
2021-04-19,61628,38157,20125,11102,11788
2021-04-20,61390,38010,20027,11046,11704
2021-04-21,61159,37828,19908,10976,11627
2021-04-22,60921,37660,19803,10927,11557
2021-04-23,60641,37457,19698,10864,11501
2021-04-24,60459,37282,19614,10829,11473
2021-04-25,60368,37149,19572,10815,11452
2021-04-26,60193,37023,19502,10773,11396
2021-04-27,60011,36869,19418,10717,11333
2021-04-28,59780,36701,19334,10661,11277
2021-04-29,59556,36505,19243,10605,11200
2021-04-30,59360,36358,19159,10563,11158
2021-05-01,59206,36246,19110,10542,11130
2021-05-02,59143,36197,19103,10535,11116
2021-05-03,59073,36162,19089,10528,11109
2021-05-04,58954,36078,19040,10500,11081
2021-05-05,58772,35973,18970,10465,11039
2021-05-06,58520,35833,18886,10423,10983
2021-05-07,58324,35714,18809,10381,10948
2021-05-08,58156,35644,18767,10346,10927
2021-05-09,58079,35602,18753,10339,10913
2021-05-10,57918,35525,18704,10311,10878
2021-05-11,57736,35413,18641,10283,10829
2021-05-12,57470,35266,18557,10227,10787
2021-05-13,57176,35112,18480,10185,10738
2021-05-14,56987,35007,18403,10157,10689
2021-05-15,56819,34902,18347,10129,10661
2021-05-16,56735,34860,18326,10108,10647
2021-05-17,56623,34783,18284,10087,10619
2021-05-18,56434,34678,18221,10031,10584
2021-05-19,56168,34531,18144,9989,10535
2021-05-20,55958,34419,18067,9947,10486
2021-05-21,55811,34307,18011,9905,10444
2021-05-22,55657,34223,17976,9891,10423
2021-05-23,55594,34188,17948,9877,10416
2021-05-24,55468,34090,17899,9849,10374
2021-05-25,55328,34013,17843,9800,10346
2021-05-26,55132,33894,17773,9758,10304
total,1080709,1212757,880761,607278,586033
