,F,M
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,154,49
2020-12-09,357,98
2020-12-10,602,175
2020-12-11,819,252
2020-12-12,1071,322
2020-12-13,1204,371
2020-12-14,1386,434
2020-12-15,1750,525
2020-12-16,2065,644
2020-12-17,2471,770
2020-12-18,2891,917
2020-12-19,3213,1022
2020-12-20,3584,1155
2020-12-21,4095,1351
2020-12-22,4613,1547
2020-12-23,5250,1778
2020-12-24,5558,1883
2020-12-25,5558,1890
2020-12-26,5565,1897
2020-12-27,5621,1918
2020-12-28,5761,1967
2020-12-29,6118,2093
2020-12-30,7126,2485
2020-12-31,8043,2870
2021-01-01,8281,2954
2021-01-02,8512,3045
2021-01-03,8673,3108
2021-01-04,9044,3234
2021-01-05,9737,3458
2021-01-06,10626,3773
2021-01-07,11977,4340
2021-01-08,13433,5124
2021-01-09,14938,5754
2021-01-10,15722,5978
2021-01-11,16919,6545
2021-01-12,18340,7196
2021-01-13,19894,7861
2021-01-14,21630,8729
2021-01-15,23961,10045
2021-01-16,25921,11011
2021-01-17,27167,11494
2021-01-18,28483,12180
2021-01-19,30534,13405
2021-01-20,33201,15176
2021-01-21,36673,17584
2021-01-22,41440,21189
2021-01-23,46410,24927
2021-01-24,48790,26768
2021-01-25,51065,28350
2021-01-26,54376,30891
2021-01-27,58114,33824
2021-01-28,64519,39347
2021-01-29,72079,45493
2021-01-30,81662,53466
2021-01-31,87185,58142
2021-02-01,92932,63098
2021-02-02,100569,69699
2021-02-03,111825,79730
2021-02-04,125447,91728
2021-02-05,139524,104209
2021-02-06,161987,124075
2021-02-07,172011,132930
2021-02-08,181608,141855
2021-02-09,193802,153139
2021-02-10,206542,164808
2021-02-11,220668,177646
2021-02-12,232918,188965
2021-02-13,244139,199010
2021-02-14,247793,202412
2021-02-15,251034,205485
2021-02-16,256060,210371
2021-02-17,262654,216755
2021-02-18,269143,222698
2021-02-19,274974,227843
2021-02-20,280777,232799
2021-02-21,283178,234892
2021-02-22,286370,237741
2021-02-23,293104,243397
2021-02-24,302218,250866
2021-02-25,313621,259322
2021-02-26,325227,267652
2021-02-27,334264,273854
2021-02-28,337771,276283
2021-03-01,340487,278208
2021-03-02,343322,280168
2021-03-03,347655,283052
2021-03-04,353171,286958
2021-03-05,358498,290556
2021-03-06,364077,294217
2021-03-07,365610,295365
2021-03-08,367353,296597
2021-03-09,369285,297997
2021-03-10,371161,299334
2021-03-11,372687,300405
2021-03-12,375032,302127
2021-03-13,377993,304136
2021-03-14,379183,305053
2021-03-15,380891,306299
2021-03-16,382375,307384
2021-03-17,383901,308490
2021-03-18,385322,309533
2021-03-19,386848,310618
2021-03-20,388682,311983
2021-03-21,389361,312480
2021-03-22,390222,313089
2021-03-23,391160,313789
2021-03-24,392294,314622
2021-03-25,393386,315455
2021-03-26,394716,316337
2021-03-27,396158,317317
2021-03-28,396816,317807
2021-03-29,397523,318304
2021-03-30,398202,318794
2021-03-31,399098,319361
2021-04-01,399721,319802
2021-04-02,399973,319991
2021-04-03,400246,320187
2021-04-04,400358,320278
2021-04-05,400449,320341
2021-04-06,400687,320523
2021-04-07,401079,320796
2021-04-08,401394,321020
2021-04-09,401779,321307
2021-04-10,402157,321559
2021-04-11,402297,321685
2021-04-12,402465,321804
2021-04-13,402619,321951
2021-04-14,402801,322098
2021-04-15,402983,322245
2021-04-16,403179,322413
2021-04-17,403361,322553
2021-04-18,403473,322616
2021-04-19,403557,322714
2021-04-20,403711,322819
2021-04-21,403893,322938
2021-04-22,404040,323057
2021-04-23,404229,323169
2021-04-24,404418,323323
2021-04-25,404516,323393
2021-04-26,404642,323477
2021-04-27,404810,323582
2021-04-28,404978,323701
2021-04-29,405195,323834
2021-04-30,405384,323953
2021-05-01,405531,324051
2021-05-02,405608,324100
2021-05-03,405650,324128
2021-05-04,405741,324205
2021-05-05,405874,324310
2021-05-06,406056,324422
2021-05-07,406210,324555
2021-05-08,406350,324646
2021-05-09,406434,324695
2021-05-10,406539,324758
2021-05-11,406728,324877
2021-05-12,407008,325045
2021-05-13,407295,325234
2021-05-14,407582,325402
2021-05-15,407890,325570
2021-05-16,408044,325654
2021-05-17,408177,325738
2021-05-18,408401,325864
2021-05-19,408695,326053
total,467355,365722
