,False
2020-11-28,28
2020-11-29,28
2020-11-30,28
2020-12-01,42
2020-12-02,49
2020-12-03,49
2020-12-04,49
2020-12-05,49
2020-12-06,49
2020-12-07,63
2020-12-08,147
2020-12-09,378
2020-12-10,763
2020-12-11,1232
2020-12-12,1372
2020-12-13,1407
2020-12-14,1883
2020-12-15,2415
2020-12-16,3115
2020-12-17,3766
2020-12-18,4340
2020-12-19,4445
2020-12-20,4515
2020-12-21,4858
2020-12-22,5152
2020-12-23,5495
2020-12-24,5775
2020-12-25,5782
2020-12-26,5789
2020-12-27,5803
2020-12-28,5824
2020-12-29,6020
2020-12-30,6230
2020-12-31,6440
2021-01-01,6510
2021-01-02,6601
2021-01-03,6636
2021-01-04,7245
2021-01-05,8190
2021-01-06,9065
2021-01-07,9933
2021-01-08,10871
2021-01-09,11130
2021-01-10,11235
2021-01-11,12488
2021-01-12,13916
2021-01-13,15477
2021-01-14,16926
2021-01-15,18130
2021-01-16,18396
2021-01-17,18550
2021-01-18,20286
2021-01-19,21896
2021-01-20,23219
2021-01-21,24353
2021-01-22,25354
2021-01-23,25494
2021-01-24,25592
2021-01-25,27146
2021-01-26,28742
2021-01-27,30079
2021-01-28,31094
2021-01-29,31962
2021-01-30,32081
2021-01-31,32144
2021-02-01,33180
2021-02-02,34440
2021-02-03,35518
2021-02-04,36498
2021-02-05,37520
2021-02-06,37716
2021-02-07,37779
2021-02-08,39200
2021-02-09,40544
2021-02-10,41650
2021-02-11,42616
2021-02-12,43386
2021-02-13,43428
2021-02-14,43463
2021-02-15,43946
2021-02-16,44359
2021-02-17,44751
2021-02-18,45087
2021-02-19,45360
2021-02-20,45374
2021-02-21,45388
2021-02-22,45661
2021-02-23,46011
2021-02-24,46263
2021-02-25,46459
2021-02-26,46648
2021-02-27,46676
2021-02-28,46683
2021-03-01,46942
2021-03-02,47229
2021-03-03,47537
2021-03-04,47859
2021-03-05,48069
2021-03-06,48111
2021-03-07,48125
2021-03-08,48363
2021-03-09,48671
2021-03-10,48916
2021-03-11,49203
2021-03-12,49357
2021-03-13,49364
2021-03-14,49378
2021-03-15,49630
2021-03-16,49861
2021-03-17,50064
2021-03-18,50260
2021-03-19,50435
2021-03-20,50456
2021-03-21,50456
2021-03-22,50666
2021-03-23,50897
2021-03-24,51121
2021-03-25,51317
2021-03-26,51408
2021-03-27,51422
2021-03-28,51422
2021-03-29,51520
2021-03-30,51667
2021-03-31,51765
2021-04-01,51842
2021-04-02,51856
2021-04-03,51856
2021-04-04,51856
2021-04-05,51863
2021-04-06,51919
2021-04-07,52003
2021-04-08,52115
2021-04-09,52178
2021-04-10,52227
2021-04-11,52227
2021-04-12,52332
2021-04-13,52451
2021-04-14,52493
2021-04-15,52563
2021-04-16,52612
2021-04-17,52612
2021-04-18,52612
2021-04-19,52647
2021-04-20,52689
2021-04-21,52745
2021-04-22,52794
2021-04-23,52857
2021-04-24,52857
2021-04-25,52864
2021-04-26,52913
2021-04-27,52976
2021-04-28,53046
2021-04-29,53081
2021-04-30,53144
2021-05-01,53144
2021-05-02,53144
2021-05-03,53144
2021-05-04,53186
2021-05-05,53214
2021-05-06,53256
2021-05-07,53305
2021-05-08,53305
2021-05-09,53319
2021-05-10,53347
2021-05-11,53424
2021-05-12,53459
2021-05-13,53508
2021-05-14,53557
2021-05-15,53557
2021-05-16,53564
2021-05-17,53613
2021-05-18,53676
2021-05-19,53711
2021-05-20,53739
2021-05-21,53788
2021-05-22,53788
2021-05-23,53788
2021-05-24,53788
total,2579395
