,1,2,3,4,5,6
2020-11-29,0,0,0,0,0,0
2020-11-30,7,0,0,0,0,0
2020-12-01,21,0,0,0,0,7
2020-12-02,21,0,0,0,0,14
2020-12-03,28,0,0,0,0,14
2020-12-04,28,0,0,0,0,14
2020-12-05,28,0,0,0,0,14
2020-12-06,35,0,7,0,0,14
2020-12-07,42,0,7,0,0,21
2020-12-08,686,0,63,0,7,413
2020-12-09,1813,21,154,28,28,1162
2020-12-10,3024,42,294,63,56,1890
2020-12-11,4284,70,434,91,84,2730
2020-12-12,5390,84,546,112,105,3395
2020-12-13,6104,105,623,119,119,3850
2020-12-14,7280,119,756,140,140,4669
2020-12-15,9506,168,987,203,168,6041
2020-12-16,12292,217,1246,252,217,7679
2020-12-17,15785,266,1603,329,280,9884
2020-12-18,19194,301,2016,413,350,12005
2020-12-19,22253,336,2317,483,378,13762
2020-12-20,26390,392,2744,567,434,16114
2020-12-21,31521,448,3206,658,490,18900
2020-12-22,36127,525,3661,742,560,21497
2020-12-23,41377,595,4165,861,651,24542
2020-12-24,43820,630,4445,910,700,26033
2020-12-25,43827,630,4459,910,700,26033
2020-12-26,44051,637,4508,924,707,26138
2020-12-27,44646,651,4585,945,728,26565
2020-12-28,45689,672,4711,1001,742,27307
2020-12-29,49259,735,5152,1085,826,29547
2020-12-30,56791,861,5957,1316,945,34132
2020-12-31,63812,980,6699,1519,1092,38367
2021-01-01,65933,1015,6916,1568,1134,39634
2021-01-02,68467,1043,7175,1631,1190,41055
2021-01-03,70448,1078,7336,1659,1204,42133
2021-01-04,74165,1148,7700,1778,1288,44233
2021-01-05,81375,1267,8435,2009,1400,48461
2021-01-06,91518,1414,9324,2331,1547,54110
2021-01-07,105945,1596,10465,2730,1764,62167
2021-01-08,121884,1813,11641,3185,2002,70721
2021-01-09,135135,1974,12607,3451,2156,78120
2021-01-10,143388,2072,13230,3612,2254,82677
2021-01-11,155085,2261,14007,3983,2415,89124
2021-01-12,169764,2450,14917,4515,2604,96957
2021-01-13,185843,2730,16058,5173,2828,105924
2021-01-14,203945,2961,17304,5887,3031,115416
2021-01-15,224077,3262,18648,6643,3297,125762
2021-01-16,240254,3465,19775,7098,3493,134190
2021-01-17,251160,3612,20468,7434,3612,140000
2021-01-18,265027,3829,21266,7952,3773,147294
2021-01-19,280448,4060,22190,8624,3976,155281
2021-01-20,297241,4291,23268,9345,4172,163765
2021-01-21,315070,4585,24360,10129,4368,172928
2021-01-22,334810,4886,25487,10955,4599,182889
2021-01-23,350938,5096,26418,11501,4781,190869
2021-01-24,360570,5229,26985,11788,4900,195608
2021-01-25,372022,5369,27615,12236,5047,201327
2021-01-26,385007,5558,28329,12817,5208,208012
2021-01-27,398251,5761,29162,13503,5376,214585
2021-01-28,411726,5992,30016,14203,5551,221193
2021-01-29,426636,6237,30947,14945,5733,228578
2021-01-30,438949,6433,31913,15351,5894,234507
2021-01-31,447902,6566,32578,15666,5992,239078
2021-02-01,457100,6706,33194,16121,6118,243726
2021-02-02,467649,6881,34034,16716,6293,249081
2021-02-03,479318,7077,34979,17360,6454,255038
2021-02-04,491288,7329,36071,18088,6699,261002
2021-02-05,503503,7574,37247,18879,6923,267148
2021-02-06,515431,7763,38360,19376,7091,272972
2021-02-07,522354,7868,38962,19635,7182,276150
2021-02-08,529690,7994,39543,20041,7287,279804
2021-02-09,539063,8141,40523,20594,7441,284613
2021-02-10,550228,8358,42126,21273,7665,290045
2021-02-11,564620,8645,43967,22022,7987,296870
2021-02-12,584808,9023,46186,23079,8400,305333
2021-02-13,606571,9324,48244,23884,8750,315077
2021-02-14,619094,9520,49630,24276,8995,320691
2021-02-15,631743,9730,50925,24829,9226,326578
2021-02-16,656131,10045,52850,25725,9632,337575
2021-02-17,696073,10500,55503,26908,10283,355068
2021-02-18,733747,10990,58254,28112,10808,371728
2021-02-19,765835,11389,60529,29239,11396,385861
2021-02-20,797629,11795,63021,30310,11858,400281
2021-02-21,809543,11956,64127,30674,12082,405594
2021-02-22,825391,12201,65534,31360,12355,412755
2021-02-23,860013,12621,67984,32501,13006,426769
2021-02-24,913773,13209,71015,34041,13811,451206
2021-02-25,977060,13923,75033,35707,14756,479920
2021-02-26,1047662,14623,78834,37443,15694,511525
2021-02-27,1108968,15239,82600,38997,16555,539938
2021-02-28,1142358,15582,84539,39669,17003,556402
2021-03-01,1178100,15918,86184,40383,17437,573699
2021-03-02,1221360,16338,88319,41363,18200,594958
2021-03-03,1275554,16891,91392,42665,18991,622433
2021-03-04,1349635,17619,95165,44436,20006,658707
2021-03-05,1436750,18487,99757,46487,21301,699545
2021-03-06,1525797,19565,104958,48860,22778,743932
2021-03-07,1569211,19985,107513,49805,23464,765555
2021-03-08,1622194,20482,110180,50897,24290,792659
2021-03-09,1677151,21126,113379,52493,25312,820876
2021-03-10,1742132,21861,116984,54446,26509,854119
2021-03-11,1811201,22701,120701,56644,27790,889399
2021-03-12,1909103,23786,126203,59283,29365,942221
2021-03-13,2067338,25522,134442,62790,31731,1024016
2021-03-14,2147292,26348,138782,64372,33026,1065841
2021-03-15,2267160,27601,144851,67046,35007,1128820
2021-03-16,2408434,29036,151403,69972,37177,1205407
2021-03-17,2560432,30674,158620,73395,39620,1287468
2021-03-18,2745575,32578,167188,77056,42385,1387085
2021-03-19,2969918,35042,177415,82005,45710,1503663
2021-03-20,3251654,38157,190043,88410,50211,1656382
2021-03-21,3366559,39417,195790,91035,52297,1720040
2021-03-22,3464951,40684,200893,93639,54362,1777125
2021-03-23,3553879,41853,205933,96110,56364,1828526
2021-03-24,3636416,42994,211162,98931,58219,1877316
2021-03-25,3717903,44149,216713,101906,60018,1925364
2021-03-26,3804290,45500,222432,105616,61733,1976142
2021-03-27,3908184,46949,229222,109515,63875,2040500
2021-03-28,3957576,47712,232708,111314,65163,2071769
2021-03-29,3996566,48349,235669,112931,66360,2096094
2021-03-30,4029809,48888,238245,114499,67368,2117115
2021-03-31,4062471,49497,240863,116333,68306,2137751
2021-04-01,4078305,49784,242389,117348,68761,2148020
2021-04-02,4088350,49973,243201,117887,69041,2154551
2021-04-03,4100257,50197,244405,118643,69384,2162433
2021-04-04,4104702,50267,244930,118888,69510,2165219
2021-04-05,4107005,50316,245196,119056,69615,2166619
2021-04-06,4112122,50435,245924,119532,69881,2169678
2021-04-07,4117715,50603,246827,120120,70105,2173269
2021-04-08,4122769,50736,247583,120694,70301,2176335
2021-04-09,4129237,50904,248444,121331,70525,2180668
2021-04-10,4136013,51065,249298,121968,70770,2185036
2021-04-11,4138764,51135,249732,122227,70896,2186898
