,False
2020-11-29,7
2020-11-30,14
2020-12-01,49
2020-12-02,56
2020-12-03,56
2020-12-04,63
2020-12-05,70
2020-12-06,77
2020-12-07,91
2020-12-08,1204
2020-12-09,3248
2020-12-10,5397
2020-12-11,7721
2020-12-12,9667
2020-12-13,10955
2020-12-14,13139
2020-12-15,17094
2020-12-16,21931
2020-12-17,28168
2020-12-18,34307
2020-12-19,39557
2020-12-20,46655
2020-12-21,55251
2020-12-22,63133
2020-12-23,72233
2020-12-24,76559
2020-12-25,76601
2020-12-26,76993
2020-12-27,78148
2020-12-28,80136
2020-12-29,86632
2020-12-30,100023
2020-12-31,112490
2021-01-01,116235
2021-01-02,120575
2021-01-03,123893
2021-01-04,130333
2021-01-05,142968
2021-01-06,160279
2021-01-07,184688
2021-01-08,211274
2021-01-09,233464
2021-01-10,247261
2021-01-11,266889
2021-01-12,291235
2021-01-13,318598
2021-01-14,348579
2021-01-15,381717
2021-01-16,408303
2021-01-17,426321
2021-01-18,449169
2021-01-19,474593
2021-01-20,502096
2021-01-21,531468
2021-01-22,563654
2021-01-23,589631
2021-01-24,605108
2021-01-25,623651
2021-01-26,644966
2021-01-27,666659
2021-01-28,688716
2021-01-29,713118
2021-01-30,733082
2021-01-31,747817
2021-02-01,762993
2021-02-02,780675
2021-02-03,800268
2021-02-04,820512
2021-02-05,841302
2021-02-06,861021
2021-02-07,872186
2021-02-08,884387
2021-02-09,900417
2021-02-10,919723
2021-02-11,944139
2021-02-12,976843
2021-02-13,1011878
2021-02-14,1032234
2021-02-15,1053059
2021-02-16,1091986
2021-02-17,1154356
2021-02-18,1213660
2021-02-19,1264277
2021-02-20,1314922
2021-02-21,1334011
2021-02-22,1359617
2021-02-23,1412922
2021-02-24,1497097
2021-02-25,1596434
2021-02-26,1705809
2021-02-27,1802325
2021-02-28,1855581
2021-03-01,1911756
2021-03-02,1980566
2021-03-03,2067954
2021-03-04,2185582
2021-03-05,2322362
2021-03-06,2465918
2021-03-07,2535568
2021-03-08,2620737
2021-03-09,2710372
2021-03-10,2816079
2021-03-11,2928464
2021-03-12,3089996
2021-03-13,3345860
2021-03-14,3475689
2021-03-15,3670520
2021-03-16,3901471
2021-03-17,4150237
2021-03-18,4451902
2021-03-19,4813788
2021-03-20,5274892
2021-03-21,5465166
2021-03-22,5631682
2021-03-23,5782693
2021-03-24,5925073
2021-03-25,6066088
2021-03-26,6215741
2021-03-27,6398266
2021-03-28,6486270
2021-03-29,6555997
2021-03-30,6615945
2021-03-31,6675242
2021-04-01,6704621
2021-04-02,6723031
2021-04-03,6745354
2021-04-04,6753544
2021-04-05,6757835
2021-04-06,6767607
2021-04-07,6778674
2021-04-08,6788453
2021-04-09,6801144
2021-04-10,6814171
2021-04-11,6819687
2021-04-12,6823768
2021-04-13,6827961
2021-04-14,6832238
2021-04-15,6836599
2021-04-16,6841149
2021-04-17,6846091
2021-04-18,6848380
2021-04-19,6850788
2021-04-20,6853497
2021-04-21,6856626
2021-04-22,6859972
2021-04-23,6863717
2021-04-24,6867791
2021-04-25,6869681
2021-04-26,6871788
2021-04-27,6874161
2021-04-28,6876779
2021-04-29,6879614
2021-04-30,6882624
2021-05-01,6885466
2021-05-02,6886796
2021-05-03,6887629
2021-05-04,6889351
2021-05-05,6891486
2021-05-06,6893831
2021-05-07,6896246
2021-05-08,6899368
2021-05-09,6900929
2021-05-10,6902721
2021-05-11,6905283
2021-05-12,6908377
2021-05-13,6911779
2021-05-14,6915454
2021-05-15,6919619
2021-05-16,6921607
2021-05-17,6923455
2021-05-18,6926402
2021-05-19,6930259
2021-05-20,6934060
2021-05-21,6937322
2021-05-22,6940640
2021-05-23,6941382
2021-05-24,6942096
2021-05-25,6943034
2021-05-26,6944154
total,8071014
