,False
2020-11-28,3393530
2020-11-29,3393516
2020-11-30,3393516
2020-12-01,3393509
2020-12-02,3393509
2020-12-03,3393509
2020-12-04,3393509
2020-12-05,3393509
2020-12-06,3393509
2020-12-07,3393509
2020-12-08,3392977
2020-12-09,3392032
2020-12-10,3391227
2020-12-11,3390324
2020-12-12,3389463
2020-12-13,3388784
2020-12-14,3387902
2020-12-15,3386453
2020-12-16,3384514
2020-12-17,3382113
2020-12-18,3379873
2020-12-19,3377948
2020-12-20,3375281
2020-12-21,3371809
2020-12-22,3368876
2020-12-23,3365180
2020-12-24,3363346
2020-12-25,3363339
2020-12-26,3363276
2020-12-27,3362730
2020-12-28,3361855
2020-12-29,3359496
2020-12-30,3353756
2020-12-31,3348254
2021-01-01,3346791
2021-01-02,3345139
2021-01-03,3343837
2021-01-04,3341366
2021-01-05,3336347
2021-01-06,3329501
2021-01-07,3319351
2021-01-08,3308683
2021-01-09,3299149
2021-01-10,3293605
2021-01-11,3285366
2021-01-12,3274992
2021-01-13,3263470
2021-01-14,3250611
2021-01-15,3236177
2021-01-16,3223906
2021-01-17,3215464
2021-01-18,3205720
2021-01-19,3194548
2021-01-20,3182480
2021-01-21,3169775
2021-01-22,3155299
2021-01-23,3143777
2021-01-24,3136637
2021-01-25,3128419
2021-01-26,3119102
2021-01-27,3110128
2021-01-28,3100895
2021-01-29,3090605
2021-01-30,3082324
2021-01-31,3076157
2021-02-01,3070347
2021-02-02,3063725
2021-02-03,3056480
2021-02-04,3048591
2021-02-05,3040730
2021-02-06,3033478
2021-02-07,3028949
2021-02-08,3024665
2021-02-09,3018967
2021-02-10,3011722
2021-02-11,3002048
2021-02-12,2989826
2021-02-13,2977471
2021-02-14,2970450
2021-02-15,2962932
2021-02-16,2947224
2021-02-17,2922983
2021-02-18,2900282
2021-02-19,2880724
2021-02-20,2861222
2021-02-21,2852430
2021-02-22,2841972
2021-02-23,2820825
2021-02-24,2788233
2021-02-25,2748256
2021-02-26,2702322
2021-02-27,2664921
2021-02-28,2642080
2021-03-01,2619302
2021-03-02,2590546
2021-03-03,2550982
2021-03-04,2497110
2021-03-05,2440991
2021-03-06,2381204
2021-03-07,2354184
2021-03-08,2320717
2021-03-09,2284016
2021-03-10,2241190
2021-03-11,2193331
2021-03-12,2119005
2021-03-13,1999123
2021-03-14,1940736
2021-03-15,1852550
2021-03-16,1746759
2021-03-17,1632806
2021-03-18,1492400
2021-03-19,1342796
2021-03-20,1136268
2021-03-21,1052541
2021-03-22,977396
2021-03-23,906108
2021-03-24,841862
2021-03-25,779940
2021-03-26,714931
2021-03-27,637203
2021-03-28,598143
2021-03-29,567035
2021-03-30,540442
2021-03-31,514493
2021-04-01,500843
2021-04-02,491771
2021-04-03,481523
2021-04-04,476994
2021-04-05,474950
2021-04-06,470701
2021-04-07,464765
2021-04-08,459501
2021-04-09,452879
2021-04-10,446789
2021-04-11,444360
2021-04-12,442057
2021-04-13,439747
2021-04-14,437458
2021-04-15,435008
2021-04-16,432740
2021-04-17,430563
2021-04-18,429520
2021-04-19,428015
2021-04-20,426615
2021-04-21,424746
2021-04-22,422947
2021-04-23,421057
2021-04-24,419328
2021-04-25,418453
2021-04-26,416913
2021-04-27,415254
2021-04-28,413833
2021-04-29,412461
2021-04-30,410949
2021-05-01,409927
2021-05-02,409325
2021-05-03,408919
2021-05-04,408079
2021-05-05,406784
2021-05-06,405447
2021-05-07,404061
2021-05-08,402808
2021-05-09,402157
2021-05-10,401177
2021-05-11,399791
2021-05-12,398069
2021-05-13,395871
2021-05-14,394233
2021-05-15,392637
2021-05-16,391769
2021-05-17,390761
2021-05-18,389368
2021-05-19,387646
total,3393537
