,F,M
2020-11-28,1712417,1679258
2020-11-29,1712410,1679258
2020-11-30,1712410,1679251
2020-12-01,1712410,1679251
2020-12-02,1712410,1679251
2020-12-03,1712410,1679251
2020-12-04,1712410,1679251
2020-12-05,1712410,1679251
2020-12-06,1712410,1679244
2020-12-07,1712403,1679244
2020-12-08,1712032,1679097
2020-12-09,1711318,1678859
2020-12-10,1710730,1678642
2020-12-11,1710065,1678411
2020-12-12,1709407,1678201
2020-12-13,1708896,1678040
2020-12-14,1708203,1677844
2020-12-15,1707132,1677466
2020-12-16,1705648,1677011
2020-12-17,1703758,1676500
2020-12-18,1702008,1676017
2020-12-19,1700517,1675583
2020-12-20,1698452,1674981
2020-12-21,1695659,1674302
2020-12-22,1693391,1673637
2020-12-23,1690549,1672783
2020-12-24,1689170,1672328
2020-12-25,1689163,1672321
2020-12-26,1689121,1672300
2020-12-27,1688701,1672174
2020-12-28,1688008,1671999
2020-12-29,1686167,1671474
2020-12-30,1681561,1670347
2020-12-31,1677193,1669213
2021-01-01,1676017,1668919
2021-01-02,1674715,1668569
2021-01-03,1673707,1668289
2021-01-04,1671782,1667736
2021-01-05,1667806,1666686
2021-01-06,1662339,1665314
2021-01-07,1654254,1663249
2021-01-08,1645805,1661023
2021-01-09,1638189,1659112
2021-01-10,1633730,1658020
2021-01-11,1627206,1656305
2021-01-12,1618960,1654184
2021-01-13,1609797,1651832
2021-01-14,1599703,1649067
2021-01-15,1588482,1645840
2021-01-16,1578752,1643292
2021-01-17,1572123,1641486
2021-01-18,1564472,1639386
2021-01-19,1555792,1636901
2021-01-20,1546538,1634087
2021-01-21,1536801,1631119
2021-01-22,1525727,1627724
2021-01-23,1517061,1624868
2021-01-24,1511629,1623146
2021-01-25,1505609,1620955
2021-01-26,1498770,1618477
2021-01-27,1492316,1615950
2021-01-28,1485561,1613479
2021-01-29,1478155,1610595
2021-01-30,1472226,1608243
2021-01-31,1467809,1606493
2021-02-01,1463777,1604722
2021-02-02,1459136,1602741
2021-02-03,1454138,1600487
2021-02-04,1448769,1597967
2021-02-05,1443407,1595475
2021-02-06,1438556,1593081
2021-02-07,1435553,1591555
2021-02-08,1432662,1590155
2021-02-09,1428903,1588223
2021-02-10,1424290,1585591
2021-02-11,1418137,1582084
2021-02-12,1410472,1577527
2021-02-13,1402639,1573012
2021-02-14,1398145,1570485
2021-02-15,1393392,1567727
2021-02-16,1384138,1561287
2021-02-17,1369900,1551305
2021-02-18,1356628,1541890
2021-02-19,1345085,1533875
2021-02-20,1333598,1525874
2021-02-21,1328649,1522038
2021-02-22,1322664,1517572
2021-02-23,1310610,1508486
2021-02-24,1292081,1494444
2021-02-25,1269387,1477175
2021-02-26,1243802,1456875
2021-02-27,1223061,1440236
2021-02-28,1210804,1429645
2021-03-01,1198302,1419383
2021-03-02,1182888,1406041
2021-03-03,1161881,1387491
2021-03-04,1133475,1362046
2021-03-05,1104187,1335229
2021-03-06,1073065,1306585
2021-03-07,1059569,1293061
2021-03-08,1043182,1275988
2021-03-09,1025136,1257340
2021-03-10,1003926,1235759
2021-03-11,980357,1211483
2021-03-12,943957,1173578
2021-03-13,885731,1111929
2021-03-14,858368,1080919
2021-03-15,815710,1035426
2021-03-16,764862,980504
2021-03-17,711144,920311
2021-03-18,644707,846342
2021-03-19,574959,766556
2021-03-20,479542,655494
2021-03-21,442708,608629
2021-03-22,410193,566055
2021-03-23,378588,526421
2021-03-24,349923,490882
2021-03-25,321895,457023
2021-03-26,293496,420469
2021-03-27,259945,376306
2021-03-28,243474,353738
2021-03-29,229950,336175
2021-03-30,218274,321279
2021-03-31,206647,306971
2021-04-01,200795,299187
2021-04-02,197022,293895
2021-04-03,192696,287973
2021-04-04,190925,285222
2021-04-05,190071,284039
2021-04-06,188174,281687
2021-04-07,185605,278327
2021-04-08,183239,275450
2021-04-09,180362,271712
2021-04-10,177835,268156
2021-04-11,176785,266784
2021-04-12,175784,265496
2021-04-13,174762,264222
2021-04-14,173789,262913
2021-04-15,172725,261534
2021-04-16,171752,260246
2021-04-17,170807,259014
2021-04-18,170338,258440
2021-04-19,169701,257572
2021-04-20,169078,256802
2021-04-21,168238,255773
2021-04-22,167489,254723
2021-04-23,166684,253645
2021-04-24,165949,252651
2021-04-25,165578,252140
2021-04-26,164948,251251
2021-04-27,164269,250278
2021-04-28,163653,249480
2021-04-29,163037,248724
2021-04-30,162407,247856
2021-05-01,161994,247247
2021-05-02,161742,246897
2021-05-03,161588,246652
2021-05-04,161210,246190
2021-05-05,160636,245469
2021-05-06,160020,244755
2021-05-07,159397,244006
2021-05-08,158851,243285
2021-05-09,158585,242900
2021-05-10,158165,242340
2021-05-11,157563,241556
2021-05-12,156737,240653
2021-05-13,155771,239442
2021-05-14,154973,238588
2021-05-15,154217,237734
2021-05-16,153846,237223
2021-05-17,153377,236670
2021-05-18,152775,235858
2021-05-19,151977,234892
2021-05-20,151242,233926
2021-05-21,150661,233191
2021-05-22,150024,232372
2021-05-23,149716,231966
2021-05-24,149247,231364
2021-05-25,148736,230713
2021-05-26,148134,229943
total,1712417,1679265
