,8,9,10,11,12
2020-11-28,2517032,2783228,2023658,1408379,1357293
2020-11-29,2517032,2783228,2023658,1408379,1357293
2020-11-30,2517032,2783221,2023651,1408372,1357293
2020-12-01,2517011,2783214,2023651,1408323,1357237
2020-12-02,2517011,2783214,2023644,1408316,1357230
2020-12-03,2517011,2783207,2023644,1408316,1357230
2020-12-04,2517011,2783207,2023637,1408316,1357230
2020-12-05,2517011,2783207,2023637,1408316,1357230
2020-12-06,2517004,2783207,2023637,1408316,1357230
2020-12-07,2517004,2783200,2023637,1408302,1357209
2020-12-08,2516857,2783102,2023588,1407329,1356313
2020-12-09,2516591,2782997,2023539,1405712,1354990
2020-12-10,2516290,2782836,2023441,1403430,1353030
2020-12-11,2515954,2782703,2023343,1401050,1351161
2020-12-12,2515716,2782591,2023280,1399524,1349936
2020-12-13,2515576,2782535,2023259,1398719,1349250
2020-12-14,2515282,2782395,2023119,1396143,1347059
2020-12-15,2514743,2782129,2022748,1372812,1325240
2020-12-16,2514085,2781716,2022013,1332471,1286397
2020-12-17,2513217,2781170,2021054,1294475,1250095
2020-12-18,2512300,2780533,2019871,1265565,1223964
2020-12-19,2511383,2779686,2018303,1229375,1191316
2020-12-20,2510305,2778762,2016749,1201921,1166914
2020-12-21,2509094,2777992,2015055,1185226,1151325
2020-12-22,2507981,2777264,2013494,1155161,1123234
2020-12-23,2506679,2776298,2011646,1131123,1101058
2020-12-24,2506070,2775871,2011093,1125278,1095647
2020-12-25,2506049,2775864,2011086,1125264,1095612
2020-12-26,2506000,2775843,2011079,1125243,1095570
2020-12-27,2505874,2775787,2011037,1125089,1095451
2020-12-28,2505622,2775661,2010967,1124669,1095122
2020-12-29,2504579,2774807,2009812,1115163,1085245
2020-12-30,2502157,2772406,2004548,1092196,1056615
2020-12-31,2500008,2770180,1998171,1075830,1037491
2021-01-01,2499392,2769592,1995637,1072400,1033291
2021-01-02,2498776,2768780,1992816,1067444,1028909
2021-01-03,2498370,2768381,1992333,1066086,1027614
2021-01-04,2497642,2768010,1991997,1064350,1025983
2021-01-05,2496088,2766666,1990345,1059086,1020915
2021-01-06,2493680,2764811,1985109,1048754,1010667
2021-01-07,2489879,2760072,1961960,1003723,967057
2021-01-08,2485161,2753296,1931902,945511,909867
2021-01-09,2480961,2745540,1909222,896777,859593
2021-01-10,2478861,2742852,1899205,875077,838782
2021-01-11,2476348,2739135,1890385,861518,823536
2021-01-12,2472897,2733031,1875412,829591,790349
2021-01-13,2468445,2723700,1838697,774655,741559
2021-01-14,2462978,2710141,1796347,713888,685307
2021-01-15,2456482,2695721,1746731,641445,616770
2021-01-16,2451631,2685704,1705683,572446,550718
2021-01-17,2448789,2679740,1688099,543032,523628
2021-01-18,2445121,2672586,1672433,522382,502600
2021-01-19,2440403,2652097,1604631,463351,456372
2021-01-20,2434789,2622004,1525664,411817,414834
2021-01-21,2426774,2581082,1423037,364084,374038
2021-01-22,2416519,2516206,1274651,304766,322070
2021-01-23,2406831,2434215,1117949,254296,283892
2021-01-24,2401525,2397045,1064070,239603,272097
2021-01-25,2396569,2366784,1015427,224665,257306
2021-01-26,2390311,2324371,959252,208691,240744
2021-01-27,2382569,2276036,907018,194040,225323
2021-01-28,2371278,2197405,809291,173971,206213
2021-01-29,2355556,2070985,644924,153951,187768
2021-01-30,2338469,1915627,505736,138348,175539
2021-01-31,2322551,1815471,437276,132132,171038
2021-02-01,2305128,1722350,379029,125216,163072
2021-02-02,2286732,1596882,333193,118923,154455
2021-02-03,2264283,1426936,293020,112462,145481
2021-02-04,2234064,1246273,257103,106071,136185
2021-02-05,2195319,1064378,227675,99995,127239
2021-02-06,2146585,844578,200816,95438,122094
2021-02-07,2119131,740768,189161,93387,119623
2021-02-08,2083123,642670,175266,89439,113827
2021-02-09,2012017,535570,161189,85022,107184
2021-02-10,1903461,448910,148806,80353,99456
2021-02-11,1745751,372827,137018,75789,92568
2021-02-12,1562456,308322,126427,71484,85813
2021-02-13,1367324,252903,118174,68768,82250
2021-02-14,1287146,238014,115668,67844,81025
2021-02-15,1197245,224196,112189,66080,78162
2021-02-16,1075921,213045,108941,64379,75600
2021-02-17,947079,203273,105413,62587,73038
2021-02-18,838208,194775,102186,60886,70574
2021-02-19,761607,188692,99694,59514,68523
2021-02-20,694729,183834,97986,58709,67480
2021-02-21,670299,182469,97489,58408,67179
2021-02-22,636706,179550,96250,57624,66003
2021-02-23,596792,175252,94395,56413,64295
2021-02-24,546196,170002,92085,55153,62615
2021-02-25,495404,164661,89642,53816,60830
2021-02-26,449316,159684,87535,52612,59339
2021-02-27,417340,156373,86184,51940,58597
2021-02-28,402269,155127,85673,51695,58352
2021-03-01,390033,153391,84784,51142,57582
2021-03-02,377118,151417,83692,50407,56546
2021-03-03,362432,148904,82404,49560,55363
