,1,2,3,4,5
2020-12-01,0,0,0,0,0
2020-12-02,0,0,0,0,0
2020-12-03,0,0,0,0,0
2020-12-04,0,0,0,0,0
2020-12-05,0,0,0,0,0
2020-12-06,0,0,0,0,0
2020-12-07,0,0,0,0,0
2020-12-08,49,35,42,35,42
2020-12-09,147,105,112,91,112
2020-12-10,231,203,182,175,196
2020-12-11,343,315,273,252,287
2020-12-12,399,392,364,329,357
2020-12-13,420,427,385,357,378
2020-12-14,483,497,434,413,434
2020-12-15,616,644,546,525,539
2020-12-16,777,805,672,637,665
2020-12-17,952,973,840,798,826
2020-12-18,1113,1127,1001,973,1015
2020-12-19,1302,1267,1120,1092,1148
2020-12-20,1498,1442,1288,1246,1309
2020-12-21,1764,1652,1491,1449,1477
2020-12-22,2016,1890,1694,1617,1645
2020-12-23,2296,2121,1925,1813,1834
2020-12-24,2408,2254,2044,1897,1911
2020-12-25,2415,2254,2058,1897,1911
2020-12-26,2429,2268,2072,1904,1925
2020-12-27,2471,2317,2100,1925,1946
2020-12-28,2520,2373,2170,1967,1988
2020-12-29,2772,2569,2387,2142,2128
2020-12-30,3276,3017,2737,2471,2394
2020-12-31,3668,3353,3129,2723,2632
2021-01-01,3759,3451,3234,2828,2723
2021-01-02,3892,3584,3374,2933,2828
2021-01-03,3969,3661,3444,3003,2898
2021-01-04,4144,3850,3584,3122,3003
2021-01-05,4515,4200,3892,3367,3206
2021-01-06,4914,4662,4319,3675,3451
2021-01-07,5544,5264,4900,4172,3857
2021-01-08,6405,6013,5558,4802,4403
2021-01-09,7161,6636,6202,5313,4858
2021-01-10,7581,6944,6517,5607,5082
2021-01-11,8141,7490,6909,5936,5404
2021-01-12,8855,8169,7490,6384,5803
2021-01-13,9968,9163,8281,6993,6286
2021-01-14,11228,10199,9191,7763,6867
2021-01-15,12593,11445,10206,8617,7567
2021-01-16,13629,12229,10941,9247,8015
2021-01-17,14238,12691,11382,9646,8330
2021-01-18,15078,13475,12068,10171,8736
2021-01-19,16653,14644,13006,10976,9324
2021-01-20,19110,16443,14434,12082,10234
2021-01-21,21651,18746,16387,13538,11459
2021-01-22,25368,21882,18865,15582,13055
2021-01-23,29428,25347,21714,18151,15834
2021-01-24,31689,26922,23023,19411,16856
2021-01-25,33740,28686,24332,20643,18249
2021-01-26,36386,30870,25998,22323,19838
2021-01-27,39641,34048,28371,24500,21749
2021-01-28,44254,38213,32011,27594,24668
2021-01-29,50316,43995,36974,32354,29554
2021-01-30,55979,49763,42280,37611,34853
2021-01-31,59542,53445,46179,41391,38675
2021-02-01,63126,56875,49308,44499,41769
2021-02-02,67634,61145,53137,48237,45255
2021-02-03,74753,67284,58688,53844,50715
2021-02-04,83335,74669,64806,59409,55825
2021-02-05,92218,82572,71799,65947,62027
2021-02-06,104902,92099,81599,74627,69811
2021-02-07,108584,95739,85302,78155,73374
2021-02-08,113414,100576,89152,82145,77413
2021-02-09,121037,106589,94094,86877,81816
2021-02-10,127400,111790,98623,90846,85302
2021-02-11,135163,117705,103369,94899,88424
2021-02-12,142779,124187,108563,98931,91672
2021-02-13,150745,129626,113246,102487,94528
2021-02-14,152999,131292,114590,103502,95333
2021-02-15,155785,133581,115857,104433,96243
2021-02-16,159670,136801,117698,105658,97118
2021-02-17,165067,141162,120505,107520,98392
2021-02-18,170352,145495,123284,109431,99792
2021-02-19,175042,149233,125454,111041,100891
2021-02-20,179676,153090,127932,112658,102102
2021-02-21,181440,154329,128737,113267,102536
2021-02-22,183813,156653,129948,113988,103047
2021-02-23,188769,161280,132573,115738,104216
2021-02-24,196791,167258,136122,118314,106106
2021-02-25,207186,174818,140644,121457,108388
2021-02-26,216909,181930,145236,124691,111048
2021-02-27,225085,187845,149457,127659,113449
2021-02-28,227955,190134,150850,128520,114114
2021-03-01,230797,192563,152131,129290,114653
2021-03-02,234059,195370,153461,130116,115269
2021-03-03,237615,198352,154889,130942,115780
2021-03-04,242634,202153,156933,132195,116634
2021-03-05,248486,206052,159544,134008,118097
2021-03-06,254366,209748,161728,135625,119392
2021-03-07,256235,210938,162330,136031,119763
2021-03-08,258111,212485,163058,136507,120071
2021-03-09,260120,214214,163807,136976,120393
2021-03-10,262164,215775,164465,137424,120715
2021-03-11,263879,217091,165088,137802,120974
2021-03-12,265888,218547,165893,138411,121408
2021-03-13,268947,220402,166859,139048,121849
2021-03-14,269913,221081,167286,139300,122059
2021-03-15,271215,222180,167783,139608,122311
2021-03-16,272797,223160,168336,139930,122570
2021-03-17,274099,224098,168805,140224,122794
2021-03-18,275450,225057,169316,140539,123053
2021-03-19,276983,226177,169883,140917,123340
2021-03-20,278971,227360,170569,141400,123669
2021-03-21,279636,227829,170849,141540,123809
2021-03-22,280406,228403,171136,141750,123928
2021-03-23,281316,228998,171437,141981,124075
2021-03-24,282394,229803,171815,142212,124236
2021-03-25,283696,230762,172277,142520,124439
2021-03-26,285117,231770,172753,142828,124628
2021-03-27,286706,232757,173334,143185,124866
2021-03-28,287399,233177,173607,143311,124992
2021-03-29,288099,233765,173859,143465,125097
2021-03-30,288897,234311,174153,143661,125223
2021-03-31,289723,234969,174482,143857,125384
2021-04-01,290304,235389,174685,143962,125475
2021-04-02,290570,235557,174804,144025,125517
2021-04-03,290962,235830,174923,144095,125580
2021-04-04,291067,235914,174979,144123,125594
2021-04-05,291144,235991,175014,144137,125601
2021-04-06,291515,236236,175126,144200,125657
2021-04-07,291900,236537,175238,144284,125720
2021-04-08,292264,236824,175357,144347,125769
2021-04-09,292670,237118,175511,144431,125825
2021-04-10,293055,237384,175644,144494,125888
2021-04-11,293251,237510,175714,144529,125923
2021-04-12,293391,237629,175777,144557,125944
2021-04-13,293615,237762,175833,144613,125979
2021-04-14,293804,237902,175910,144662,126021
2021-04-15,294056,238077,175987,144725,126063
2021-04-16,294259,238266,176071,144788,126105
2021-04-17,294490,238434,176162,144858,126161
2021-04-18,294595,238525,176190,144872,126189
2021-04-19,294700,238616,176232,144907,126210
2021-04-20,294868,238749,176295,144949,126238
2021-04-21,295036,238882,176379,144991,126273
2021-04-22,295253,239036,176463,145040,126308
2021-04-23,295477,239176,176547,145103,126350
2021-04-24,295666,239323,176624,145166,126392
2021-04-25,295757,239372,176666,145187,126413
2021-04-26,295862,239477,176715,145222,126434
2021-04-27,295995,239575,176771,145257,126469
2021-04-28,296142,239708,176834,145306,126497
2021-04-29,296331,239841,176911,145362,126525
2021-04-30,296527,239974,176981,145404,126567
2021-05-01,296681,240093,177037,145439,126595
2021-05-02,296744,240128,177065,145453,126602
2021-05-03,296779,240156,177079,145460,126609
2021-05-04,296884,240240,177114,145495,126630
2021-05-05,297024,240338,177170,145530,126665
2021-05-06,297192,240457,177247,145565,126707
2021-05-07,297332,240569,177317,145621,126749
2021-05-08,297507,240667,177394,145656,126777
2021-05-09,297591,240730,177422,145670,126791
2021-05-10,297675,240807,177457,145705,126812
2021-05-11,297843,240940,177541,145754,126847
2021-05-12,298109,241122,177646,145817,126896
2021-05-13,298333,241332,177744,145901,126952
2021-05-14,298648,241584,177877,145978,127008
2021-05-15,298984,241822,178003,146062,127043
2021-05-16,299145,241913,178066,146097,127064
2021-05-17,299264,242011,178115,146139,127085
2021-05-18,299537,242193,178213,146195,127120
2021-05-19,299852,242410,178339,146272,127169
2021-05-20,300237,242655,178472,146349,127232
2021-05-21,300468,242858,178556,146405,127274
2021-05-22,300685,243019,178647,146468,127316
2021-05-23,300685,243026,178647,146468,127316
total,367080,291046,202881,160412,136388
