,F,M
2020-11-28,1835281,1856652
2020-11-29,1835281,1856652
2020-11-30,1835281,1856652
2020-12-01,1835267,1856645
2020-12-02,1835267,1856645
2020-12-03,1835267,1856645
2020-12-04,1835260,1856638
2020-12-05,1835260,1856638
2020-12-06,1835260,1856638
2020-12-07,1835260,1856638
2020-12-08,1834875,1856470
2020-12-09,1834280,1856169
2020-12-10,1833517,1855812
2020-12-11,1832684,1855385
2020-12-12,1831984,1855105
2020-12-13,1831697,1854972
2020-12-14,1831102,1854685
2020-12-15,1829821,1854188
2020-12-16,1828358,1853635
2020-12-17,1826545,1852970
2020-12-18,1824732,1852235
2020-12-19,1823248,1851654
2020-12-20,1821372,1850828
2020-12-21,1818915,1849960
2020-12-22,1816647,1849113
2020-12-23,1814211,1848035
2020-12-24,1813077,1847517
2020-12-25,1813056,1847503
2020-12-26,1812902,1847426
2020-12-27,1812587,1847300
2020-12-28,1812020,1847090
2020-12-29,1809962,1846159
2020-12-30,1806147,1844395
2020-12-31,1802864,1842869
2021-01-01,1801779,1842435
2021-01-02,1800421,1841896
2021-01-03,1799476,1841553
2021-01-04,1797740,1840895
2021-01-05,1794331,1839488
2021-01-06,1789690,1837640
2021-01-07,1783516,1835036
2021-01-08,1776152,1831851
2021-01-09,1770013,1829121
2021-01-10,1766198,1827630
2021-01-11,1761025,1825446
2021-01-12,1754760,1822751
2021-01-13,1747284,1819188
2021-01-14,1738905,1814792
2021-01-15,1729518,1809773
2021-01-16,1722490,1806420
2021-01-17,1718059,1804369
2021-01-18,1711843,1801051
2021-01-19,1704150,1796592
2021-01-20,1694686,1790677
2021-01-21,1683703,1783509
2021-01-22,1670151,1774255
2021-01-23,1656459,1764021
2021-01-24,1649634,1758918
2021-01-25,1641766,1753430
2021-01-26,1632379,1746381
2021-01-27,1620892,1737456
2021-01-28,1605968,1725619
2021-01-29,1586193,1709512
2021-01-30,1567384,1693993
2021-01-31,1554294,1682856
2021-02-01,1541855,1672370
2021-02-02,1526693,1659252
2021-02-03,1505721,1640786
2021-02-04,1482964,1620353
2021-02-05,1457533,1597442
2021-02-06,1425592,1567916
2021-02-07,1413174,1556443
2021-02-08,1397606,1542044
2021-02-09,1377894,1523088
2021-02-10,1359260,1504405
2021-02-11,1337959,1483447
2021-02-12,1312766,1457491
2021-02-13,1287895,1432193
2021-02-14,1277871,1421028
2021-02-15,1265313,1407546
2021-02-16,1242395,1379714
2021-02-17,1203734,1331799
2021-02-18,1164436,1283261
2021-02-19,1131529,1242899
2021-02-20,1098013,1200976
2021-02-21,1088374,1189706
2021-02-22,1073716,1172031
2021-02-23,1039493,1130745
2021-02-24,988428,1068760
2021-02-25,933947,1006180
2021-02-26,877884,943187
2021-02-27,830354,890848
2021-02-28,816046,876155
2021-03-01,802298,862281
2021-03-02,785372,844606
2021-03-03,764946,822479
2021-03-04,731787,785358
2021-03-05,687960,735644
2021-03-06,647850,691145
2021-03-07,637175,679749
2021-03-08,623938,664531
2021-03-09,610407,649460
2021-03-10,595294,632604
2021-03-11,581280,617134
2021-03-12,559405,592739
2021-03-13,528829,557347
2021-03-14,516047,541905
2021-03-15,499744,522536
2021-03-16,481789,501536
2021-03-17,465689,482888
2021-03-18,449029,464422
2021-03-19,430962,444619
2021-03-20,410767,422338
2021-03-21,403214,413546
2021-03-22,395297,404635
2021-03-23,387233,395906
2021-03-24,378966,387086
2021-03-25,369341,376901
2021-03-26,359471,366772
2021-03-27,348208,355040
2021-03-28,343238,349748
2021-03-29,337925,343728
2021-03-30,332626,337995
2021-03-31,326928,332129
2021-04-01,322882,327817
2021-04-02,321146,326046
2021-04-03,318773,323393
2021-04-04,318073,322616
2021-04-05,317464,322035
2021-04-06,315245,319711
2021-04-07,312942,317275
2021-04-08,310772,314867
2021-04-09,308504,312494
2021-04-10,306481,310324
2021-04-11,305578,309302
2021-04-12,304619,308238
2021-04-13,303415,307013
2021-04-14,301973,305634
2021-04-15,300517,304227
2021-04-16,298816,302680
2021-04-17,297234,301280
2021-04-18,296492,300622
2021-04-19,295421,299649
2021-04-20,294168,298466
2021-04-21,292810,297171
2021-04-22,291375,295834
2021-04-23,289737,294385
2021-04-24,288344,293125
2021-04-25,287700,292614
2021-04-26,286692,291683
2021-04-27,285488,290521
2021-04-28,284095,289324
2021-04-29,282520,288036
2021-04-30,280973,286783
2021-05-01,279678,285768
2021-05-02,279104,285313
2021-05-03,278691,285019
2021-05-04,277578,284158
2021-05-05,276171,282989
2021-05-06,274764,281876
2021-05-07,273287,280651
2021-05-08,271908,279559
2021-05-09,271236,279048
2021-05-10,270263,278138
2021-05-11,268730,276738
2021-05-12,266595,275086
2021-05-13,264327,273420
2021-05-14,261947,271705
2021-05-15,259686,270025
2021-05-16,258622,269311
2021-05-17,257600,268443
2021-05-18,255647,267008
2021-05-19,253281,265286
2021-05-20,250663,263424
2021-05-21,248640,262038
2021-05-22,246925,260855
2021-05-23,246890,260834
2021-05-24,246862,260813
total,1835288,1856659
