,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
no,4330921.0,4126059.0,74074.0,3409.0,127379.0,95.26978210870159,1.7103521398797161,0.078713049718516,2.9411527017001697
yes,36715.0,33362.0,1407.0,42.0,1904.0,90.86749285033365,3.8322211630123926,0.11439466158246603,5.185891325071497
